NOC,Country,Place,Year,Discipline,Gender Cleaned,Event Cleaned
URS,Russia,Bronze,1976,Diving,Men,Platform
URS,Russia,Gold,1976,Diving,Women,Platform
URS,Russia,Bronze,1976,Diving,Men,Springboard
URS,Russia,Silver,1976,Fencing,Men,"Foil, Individual"
URS,Russia,Bronze,1976,Fencing,Women,"Foil, Individual"
URS,Russia,Gold,1976,Fencing,Women,"Foil, Team"
URS,Russia,Gold,1976,Fencing,Men,"Sabre, Individual"
URS,Russia,Silver,1976,Fencing,Men,"Sabre, Individual"
URS,Russia,Bronze,1976,Fencing,Men,"Sabre, Individual"
URS,Russia,Gold,1976,Fencing,Men,"Sabre, Team"
URS,Russia,Bronze,1976,Football,Men,Football
URS,Russia,Gold,1976,Handball,Men,Handball
URS,Russia,Gold,1976,Handball,Women,Handball
URS,Russia,Silver,1976,Judo,Men,Half-Heavyweight
URS,Russia,Gold,1976,Judo,Men,Half-Middleweight
URS,Russia,Gold,1976,Judo,Men,Heavyweight
URS,Russia,Silver,1976,Judo,Men,Middleweight
URS,Russia,Bronze,1976,Judo,Men,Open Class
URS,Russia,Silver,1976,Modern Pentathlon,Men,Individual
URS,Russia,Gold,1976,Rowing,Men,Coxed Fours
URS,Russia,Bronze,1976,Rowing,Women,Coxed Fours
URS,Russia,Silver,1976,Rowing,Men,Coxed Pairs
URS,Russia,Silver,1976,Rowing,Women,Coxed Quadruple Sculls
URS,Russia,Bronze,1976,Rowing,Men,Coxless Fours
URS,Russia,Bronze,1976,Rowing,Women,Double Sculls
URS,Russia,Silver,1976,Rowing,Women,Eights
URS,Russia,Silver,1976,Rowing,Men,Quadruple Sculls
URS,Russia,Bronze,1976,Rowing,Women,Single Sculls
URS,Russia,Silver,1976,Sailing,Open,One Person Dinghy
URS,Russia,Silver,1976,Sailing,Open,Two Person Keelboat
URS,Russia,Gold,1976,Shooting,Open,"Running Target, 50 metres"
URS,Russia,Silver,1976,Shooting,Open,"Running Target, 50 metres"
URS,Russia,Bronze,1976,Shooting,Open,"Small-Bore Rifle, Prone, 50 metres"
URS,Russia,Bronze,1976,Swimming,Men,100 metres Breaststroke
URS,Russia,Silver,1976,Swimming,Women,100 metres Breaststroke
URS,Russia,Bronze,1976,Swimming,Women,100 metres Breaststroke
URS,Russia,Gold,1976,Swimming,Women,200 metres Breaststroke
URS,Russia,Silver,1976,Swimming,Women,200 metres Breaststroke
URS,Russia,Bronze,1976,Swimming,Women,200 metres Breaststroke
URS,Russia,Silver,1968,Swimming,Men,4 x 100 metres Freestyle Relay
URS,Russia,Silver,1972,Swimming,Men,4 x 100 metres Freestyle Relay
URS,Russia,Bronze,1976,Swimming,Men,400 metres Freestyle
URS,Russia,Bronze,1976,Swimming,Men,400 metres Individual Medley
URS,Russia,Silver,1976,Volleyball,Men,Volleyball
URS,Russia,Silver,1976,Volleyball,Women,Volleyball
URS,Russia,Gold,1976,Weightlifting,Men,Featherweight
URS,Russia,Gold,1976,Weightlifting,Men,Flyweight
URS,Russia,Gold,1976,Weightlifting,Men,Heavyweight
URS,Russia,Gold,1976,Weightlifting,Men,Light-Heavyweight
URS,Russia,Gold,1976,Weightlifting,Men,Lightweight
URS,Russia,Gold,1976,Weightlifting,Men,Middle-Heavyweight
URS,Russia,Silver,1976,Weightlifting,Men,Middleweight
URS,Russia,Gold,1976,Weightlifting,Men,Super-Heavyweight
URS,Russia,Gold,1976,Wrestling,Men,"Bantamweight, Freestyle"
URS,Russia,Bronze,1976,Wrestling,Men,"Bantamweight, Greco-Roman"
URS,Russia,Silver,1976,Wrestling,Men,"Featherweight, Greco-Roman"
URS,Russia,Silver,1976,Wrestling,Men,"Flyweight, Freestyle"
URS,Russia,Gold,1976,Wrestling,Men,"Flyweight, Greco-Roman"
URS,Russia,Gold,1976,Wrestling,Men,"Heavyweight, Freestyle"
URS,Russia,Gold,1976,Wrestling,Men,"Heavyweight, Greco-Roman"
URS,Russia,Silver,1976,Wrestling,Men,"Light-Flyweight, Freestyle"
URS,Russia,Gold,1976,Wrestling,Men,"Light-Flyweight, Greco-Roman"
URS,Russia,Gold,1976,Wrestling,Men,"Light-Heavyweight, Freestyle"
URS,Russia,Gold,1976,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
URS,Russia,Gold,1976,Wrestling,Men,"Lightweight, Freestyle"
URS,Russia,Gold,1976,Wrestling,Men,"Lightweight, Greco-Roman"
URS,Russia,Silver,1976,Wrestling,Men,"Middleweight, Freestyle"
URS,Russia,Silver,1976,Wrestling,Men,"Middleweight, Greco-Roman"
URS,Russia,Gold,1976,Wrestling,Men,"Super-Heavyweight, Freestyle"
URS,Russia,Gold,1976,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
URS,Russia,Gold,1976,Wrestling,Men,"Welterweight, Greco-Roman"
URS,Russia,Silver,1980,Archery,Men,Individual
URS,Russia,Gold,1980,Archery,Women,Individual
URS,Russia,Silver,1980,Archery,Women,Individual
URS,Russia,Silver,1980,Artistic Gymnastics,Women,Balance Beam
URS,Russia,Bronze,1980,Artistic Gymnastics,Women,Balance Beam
URS,Russia,Silver,1980,Artistic Gymnastics,Men,Floor Exercise
URS,Russia,Bronze,1980,Artistic Gymnastics,Men,Floor Exercise
URS,Russia,Gold,1980,Artistic Gymnastics,Women,Floor Exercise
URS,Russia,Bronze,1980,Artistic Gymnastics,Women,Floor Exercise
URS,Russia,Silver,1980,Artistic Gymnastics,Men,Horizontal Bar
URS,Russia,Bronze,1980,Artistic Gymnastics,Men,Horizontal Bar
URS,Russia,Gold,1980,Artistic Gymnastics,Men,Horse Vault
URS,Russia,Silver,1980,Artistic Gymnastics,Men,Horse Vault
URS,Russia,Gold,1980,Artistic Gymnastics,Women,Horse Vault
URS,Russia,Gold,1980,Artistic Gymnastics,Men,Individual All-Around
URS,Russia,Silver,1980,Artistic Gymnastics,Men,Individual All-Around
URS,Russia,Gold,1980,Artistic Gymnastics,Women,Individual All-Around
URS,Russia,Gold,1980,Artistic Gymnastics,Men,Parallel Bars
URS,Russia,Silver,1980,Artistic Gymnastics,Men,Parallel Bars
URS,Russia,Silver,1980,Artistic Gymnastics,Men,Pommelled Horse
URS,Russia,Gold,1980,Artistic Gymnastics,Men,Rings
URS,Russia,Silver,1980,Artistic Gymnastics,Men,Rings
URS,Russia,Gold,1980,Artistic Gymnastics,Men,Team All-Around
URS,Russia,Gold,1980,Artistic Gymnastics,Women,Team All-Around
URS,Russia,Bronze,1980,Artistic Gymnastics,Women,Uneven Bars
URS,Russia,Gold,1980,Athletics,Women,"1,500 metres"
URS,Russia,Bronze,1980,Athletics,Women,"1,500 metres"
URS,Russia,Gold,1980,Athletics,Women,100 metres Hurdles
URS,Russia,Gold,1980,Athletics,Women,100 metres
URS,Russia,Bronze,1980,Athletics,Men,110 metres Hurdles
URS,Russia,Silver,1980,Athletics,Men,20 kilometres Walk
URS,Russia,Silver,1980,Athletics,Women,200 metres
URS,Russia,Silver,1988,Swimming,Men,4 x 100 metres Freestyle Relay
URS,Russia,Silver,1980,Athletics,Men,400 metres Hurdles
URS,Russia,Gold,1980,Athletics,Men,400 metres
URS,Russia,Bronze,1980,Athletics,Men,50 kilometres Walk
URS,Russia,Bronze,1980,Athletics,Men,800 metres
URS,Russia,Gold,1980,Athletics,Women,800 metres
URS,Russia,Silver,1980,Athletics,Women,800 metres
URS,Russia,Bronze,1980,Athletics,Women,800 metres
URS,Russia,Silver,1980,Athletics,Men,Decathlon
URS,Russia,Bronze,1980,Athletics,Men,Decathlon
URS,Russia,Gold,1980,Athletics,Men,Discus Throw
URS,Russia,Bronze,1980,Athletics,Women,Discus Throw
URS,Russia,Gold,1980,Athletics,Men,Hammer Throw
URS,Russia,Silver,1980,Athletics,Men,Hammer Throw
URS,Russia,Bronze,1980,Athletics,Men,Hammer Throw
URS,Russia,Gold,1980,Athletics,Men,Javelin Throw
URS,Russia,Silver,1980,Athletics,Men,Javelin Throw
URS,Russia,Silver,1980,Athletics,Women,Javelin Throw
URS,Russia,Bronze,1980,Athletics,Men,Long Jump
URS,Russia,Gold,1980,Athletics,Women,Long Jump
URS,Russia,Bronze,1980,Athletics,Women,Long Jump
URS,Russia,Bronze,1980,Athletics,Men,Marathon
URS,Russia,Gold,1980,Athletics,Women,Pentathlon
URS,Russia,Silver,1980,Athletics,Women,Pentathlon
URS,Russia,Bronze,1980,Athletics,Women,Pentathlon
URS,Russia,Silver,1980,Athletics,Men,Pole Vault
URS,Russia,Gold,1980,Athletics,Men,Shot Put
URS,Russia,Silver,1980,Athletics,Men,Shot Put
URS,Russia,Silver,1980,Athletics,Women,Shot Put
URS,Russia,Gold,1980,Athletics,Men,Triple Jump
URS,Russia,Silver,1980,Athletics,Men,Triple Jump
URS,Russia,Bronze,1980,Basketball,Men,Basketball
URS,Russia,Gold,1980,Basketball,Women,Basketball
URS,Russia,Bronze,1980,Boxing,Men,Featherweight
URS,Russia,Silver,1980,Boxing,Men,Flyweight
URS,Russia,Silver,1980,Boxing,Men,Heavyweight
URS,Russia,Gold,1980,Boxing,Men,Light-Flyweight
URS,Russia,Silver,1980,Boxing,Men,Light-Middleweight
URS,Russia,Silver,1980,Boxing,Men,Lightweight
URS,Russia,Silver,1980,Boxing,Men,Light-Welterweight
URS,Russia,Silver,1980,Boxing,Men,Middleweight
URS,Russia,Bronze,1980,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
URS,Russia,Silver,1980,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
URS,Russia,Gold,1980,Canoe Sprint,Men,"Canadian Singles, 500 metres"
URS,Russia,Gold,1980,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
URS,Russia,Gold,1980,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
URS,Russia,Silver,1980,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
URS,Russia,Gold,1980,Canoe Sprint,Men,"Kayak Singles, 500 metres"
URS,Russia,Bronze,1980,Canoe Sprint,Women,"Kayak Singles, 500 metres"
URS,Russia,Gold,1980,Cycling Road,Men,100 kilometres Team Time Trial
URS,Russia,Gold,1980,Cycling Road,Men,"Road Race, Individual"
URS,Russia,Bronze,1980,Cycling Road,Men,"Road Race, Individual"
URS,Russia,Silver,1980,Cycling Track,Men,"1,000 metres Time Trial"
URS,Russia,Bronze,1980,Cycling Track,Men,Sprint
URS,Russia,Gold,1980,Cycling Track,Men,"Team Pursuit, 4,000 metres"
URS,Russia,Silver,1980,Diving,Men,Platform
URS,Russia,Bronze,1980,Diving,Men,Platform
URS,Russia,Silver,1980,Diving,Women,Platform
URS,Russia,Bronze,1980,Diving,Women,Platform
URS,Russia,Gold,1980,Diving,Men,Springboard
URS,Russia,Gold,1980,Diving,Women,Springboard
URS,Russia,Silver,1980,Equestrian Dressage,Open,Individual
URS,Russia,Bronze,1980,Equestrian Dressage,Open,Individual
URS,Russia,Gold,1980,Equestrian Dressage,Open,Team
URS,Russia,Silver,1980,Equestrian Eventing,Open,Individual
URS,Russia,Bronze,1980,Equestrian Eventing,Open,Individual
URS,Russia,Gold,1980,Equestrian Eventing,Open,Team
URS,Russia,Silver,1980,Equestrian Jumping,Open,Individual
URS,Russia,Gold,1980,Equestrian Jumping,Open,Team
URS,Russia,Bronze,1980,Fencing,Men,"Épée, Team"
URS,Russia,Gold,1980,Fencing,Men,"Foil, Individual"
URS,Russia,Bronze,1980,Fencing,Men,"Foil, Individual"
URS,Russia,Silver,1980,Fencing,Men,"Foil, Team"
URS,Russia,Silver,1980,Fencing,Women,"Foil, Team"
URS,Russia,Gold,1980,Fencing,Men,"Sabre, Individual"
URS,Russia,Silver,1980,Fencing,Men,"Sabre, Individual"
URS,Russia,Gold,1980,Fencing,Men,"Sabre, Team"
URS,Russia,Bronze,1980,Football,Men,Football
URS,Russia,Silver,1980,Handball,Men,Handball
URS,Russia,Gold,1980,Handball,Women,Handball
URS,Russia,Bronze,1980,Hockey,Men,Hockey
URS,Russia,Bronze,1980,Hockey,Women,Hockey
URS,Russia,Bronze,1980,Judo,Men,Extra-Lightweight
URS,Russia,Silver,1980,Judo,Men,Half-Heavyweight
URS,Russia,Gold,1980,Judo,Men,Half-Lightweight
URS,Russia,Gold,1980,Judo,Men,Half-Middleweight
URS,Russia,Bronze,1980,Judo,Men,Middleweight
URS,Russia,Gold,1980,Modern Pentathlon,Men,Individual
URS,Russia,Bronze,1980,Modern Pentathlon,Men,Individual
URS,Russia,Gold,1980,Modern Pentathlon,Men,Team
URS,Russia,Silver,1980,Rowing,Men,Coxed Fours
URS,Russia,Bronze,1980,Rowing,Women,Coxed Fours
URS,Russia,Silver,1980,Rowing,Men,Coxed Pairs
URS,Russia,Silver,1980,Rowing,Women,Coxed Quadruple Sculls
URS,Russia,Silver,1980,Rowing,Men,Coxless Fours
URS,Russia,Silver,1980,Rowing,Men,Coxless Pairs
URS,Russia,Gold,1980,Rowing,Women,Double Sculls
URS,Russia,Bronze,1980,Rowing,Men,Eights
URS,Russia,Silver,1980,Rowing,Women,Eights
URS,Russia,Silver,1980,Rowing,Men,Quadruple Sculls
URS,Russia,Silver,1980,Rowing,Men,Single Sculls
URS,Russia,Silver,1980,Rowing,Women,Single Sculls
URS,Russia,Bronze,1980,Sailing,Open,One Person Dinghy
URS,Russia,Silver,1980,Sailing,Open,Three Person Keelboat
URS,Russia,Gold,1980,Sailing,Open,Two Person Keelboat
URS,Russia,Gold,1980,Shooting,Open,"Free Pistol, 50 metres"
URS,Russia,Gold,1980,Shooting,Open,"Running Target, 50 metres"
URS,Russia,Bronze,1980,Shooting,Open,"Running Target, 50 metres"
URS,Russia,Gold,1980,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
URS,Russia,Silver,1980,Shooting,Open,Trap
URS,Russia,Gold,1980,Swimming,Men,"1,500 metres Freestyle"
URS,Russia,Silver,1980,Swimming,Men,"1,500 metres Freestyle"
URS,Russia,Silver,1980,Swimming,Men,100 metres Backstroke
URS,Russia,Bronze,1980,Swimming,Men,100 metres Backstroke
URS,Russia,Silver,1980,Swimming,Men,100 metres Breaststroke
URS,Russia,Silver,1980,Swimming,Women,100 metres Breaststroke
URS,Russia,Gold,1980,Swimming,Men,200 metres Breaststroke
URS,Russia,Bronze,1980,Swimming,Men,200 metres Breaststroke
URS,Russia,Gold,1980,Swimming,Women,200 metres Breaststroke
URS,Russia,Silver,1980,Swimming,Women,200 metres Breaststroke
URS,Russia,Bronze,1980,Swimming,Women,200 metres Breaststroke
URS,Russia,Gold,1980,Swimming,Men,200 metres Butterfly
URS,Russia,Gold,1980,Swimming,Men,200 metres Freestyle
URS,Russia,Silver,1980,Swimming,Men,200 metres Freestyle
URS,Russia,Gold,1980,Swimming,Men,400 metres Freestyle
URS,Russia,Silver,1980,Swimming,Men,400 metres Freestyle
URS,Russia,Bronze,1980,Swimming,Men,400 metres Freestyle
URS,Russia,Gold,1980,Swimming,Men,400 metres Individual Medley
URS,Russia,Silver,1980,Swimming,Men,400 metres Individual Medley
URS,Russia,Gold,1980,Volleyball,Men,Volleyball
URS,Russia,Gold,1980,Volleyball,Women,Volleyball
URS,Russia,Gold,1980,Water Polo,Men,Water Polo
URS,Russia,Silver,1980,Weightlifting,Men,Bantamweight
URS,Russia,Gold,1980,Weightlifting,Men,Featherweight
URS,Russia,Gold,1980,Weightlifting,Men,Flyweight
URS,Russia,Silver,1980,Weightlifting,Men,Heavyweight I
URS,Russia,Gold,1980,Weightlifting,Men,Heavyweight II
URS,Russia,Gold,1980,Weightlifting,Men,Light-Heavyweight
URS,Russia,Silver,1980,Weightlifting,Men,Middleweight
URS,Russia,Gold,1980,Weightlifting,Men,Super-Heavyweight
URS,Russia,Gold,1980,Wrestling,Men,"Bantamweight, Freestyle"
URS,Russia,Gold,1980,Wrestling,Men,"Bantamweight, Greco-Roman"
URS,Russia,Gold,1980,Wrestling,Men,"Featherweight, Freestyle"
URS,Russia,Bronze,1980,Wrestling,Men,"Featherweight, Greco-Roman"
URS,Russia,Gold,1980,Wrestling,Men,"Flyweight, Freestyle"
URS,Russia,Gold,1980,Wrestling,Men,"Flyweight, Greco-Roman"
URS,Russia,Gold,1980,Wrestling,Men,"Heavyweight, Freestyle"
URS,Russia,Bronze,1980,Wrestling,Men,"Light-Flyweight, Freestyle"
URS,Russia,Gold,1980,Wrestling,Men,"Light-Flyweight, Greco-Roman"
URS,Russia,Gold,1980,Wrestling,Men,"Light-Heavyweight, Freestyle"
URS,Russia,Silver,1980,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
URS,Russia,Gold,1980,Wrestling,Men,"Lightweight, Freestyle"
URS,Russia,Silver,1980,Wrestling,Men,"Middleweight, Freestyle"
URS,Russia,Gold,1980,Wrestling,Men,"Middleweight, Greco-Roman"
URS,Russia,Gold,1980,Wrestling,Men,"Super-Heavyweight, Freestyle"
URS,Russia,Gold,1980,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
URS,Russia,Silver,1980,Wrestling,Men,"Welterweight, Greco-Roman"
URS,Russia,Bronze,1988,Archery,Men,Individual
URS,Russia,Silver,1988,Artistic Gymnastics,Women,Balance Beam
URS,Russia,Gold,1988,Artistic Gymnastics,Men,Floor Exercise
URS,Russia,Silver,1988,Artistic Gymnastics,Men,Floor Exercise
URS,Russia,Silver,1988,Artistic Gymnastics,Women,Floor Exercise
URS,Russia,Gold,1988,Artistic Gymnastics,Men,Horizontal Bar
URS,Russia,Gold,1988,Artistic Gymnastics,Men,Horizontal Bar
URS,Russia,Gold,1988,Artistic Gymnastics,Women,Horse Vault
URS,Russia,Gold,1988,Artistic Gymnastics,Men,Individual All-Around
URS,Russia,Silver,1988,Artistic Gymnastics,Men,Individual All-Around
URS,Russia,Bronze,1988,Artistic Gymnastics,Men,Individual All-Around
URS,Russia,Gold,1988,Artistic Gymnastics,Women,Individual All-Around
URS,Russia,Bronze,1988,Artistic Gymnastics,Women,Individual All-Around
URS,Russia,Gold,1988,Artistic Gymnastics,Men,Parallel Bars
URS,Russia,Silver,1988,Artistic Gymnastics,Men,Parallel Bars
URS,Russia,Gold,1988,Artistic Gymnastics,Men,Pommelled Horse
URS,Russia,Gold,1988,Artistic Gymnastics,Men,Rings
URS,Russia,Gold,1988,Artistic Gymnastics,Men,Team All-Around
URS,Russia,Gold,1988,Artistic Gymnastics,Women,Team All-Around
URS,Russia,Bronze,1988,Artistic Gymnastics,Women,Uneven Bars
URS,Russia,Silver,1988,Athletics,Women,"1,500 metres"
URS,Russia,Bronze,1988,Athletics,Women,"1,500 metres"
URS,Russia,Gold,1988,Athletics,Women,"10,000 metres"
URS,Russia,Bronze,1988,Athletics,Women,"10,000 metres"
URS,Russia,Gold,1988,Athletics,Women,"3,000 metres"
URS,Russia,Silver,1988,Athletics,Women,400 metres Hurdles
URS,Russia,Gold,1988,Athletics,Women,400 metres
URS,Russia,Bronze,1988,Athletics,Women,400 metres
URS,Russia,Gold,1988,Athletics,Men,50 kilometres Walk
URS,Russia,Silver,1988,Athletics,Men,Discus Throw
URS,Russia,Bronze,1988,Athletics,Men,Extra-Lightweight
URS,Russia,Bronze,1988,Athletics,Men,Half-Middleweight
URS,Russia,Gold,1988,Athletics,Men,Hammer Throw
URS,Russia,Silver,1988,Athletics,Men,Hammer Throw
URS,Russia,Bronze,1988,Athletics,Men,Hammer Throw
URS,Russia,Bronze,1988,Athletics,Men,Heavyweight
URS,Russia,Gold,1988,Athletics,Men,High Jump
URS,Russia,Bronze,1988,Athletics,Men,High Jump
URS,Russia,Bronze,1988,Athletics,Women,High Jump
URS,Russia,Bronze,1988,Athletics,Men,Lightweight
URS,Russia,Bronze,1988,Athletics,Women,Long Jump
URS,Russia,Silver,1988,Athletics,Men,Middleweight
URS,Russia,Gold,1988,Athletics,Men,Pole Vault
URS,Russia,Silver,1988,Athletics,Men,Pole Vault
URS,Russia,Bronze,1988,Athletics,Men,Pole Vault
URS,Russia,Gold,1988,Athletics,Women,Shot Put
URS,Russia,Silver,1988,Athletics,Men,Triple Jump
URS,Russia,Bronze,1988,Athletics,Men,Triple Jump
URS,Russia,Gold,1988,Basketball,Men,Basketball
URS,Russia,Bronze,1988,Basketball,Women,Basketball
URS,Russia,Bronze,1988,Boxing,Men,Flyweight
URS,Russia,Silver,1988,Boxing,Men,Light-Heavyweight
URS,Russia,Gold,1988,Boxing,Men,Light-Welterweight
URS,Russia,Bronze,1988,Boxing,Men,Super-Heavyweight
URS,Russia,Gold,1988,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
URS,Russia,Gold,1988,Canoe Sprint,Men,"Canadian Doubles, 500 metres"
URS,Russia,Gold,1988,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
URS,Russia,Silver,1988,Canoe Sprint,Men,"Canadian Singles, 500 metres"
URS,Russia,Silver,1988,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
URS,Russia,Silver,1988,Canoe Sprint,Men,"Kayak Fours, 1,000 metres"
URS,Russia,Bronze,1988,Cycling Road,Women,"Road Race, Individual"
URS,Russia,Gold,1988,Cycling Track,Men,"1,000 metres Time Trial"
URS,Russia,Gold,1988,Cycling Track,Men,"Individual Pursuit, 4,000 metres"
URS,Russia,Bronze,1988,Cycling Track,Men,Points Race
URS,Russia,Silver,1988,Cycling Track,Men,Sprint
URS,Russia,Gold,1988,Cycling Track,Women,Sprint
URS,Russia,Gold,1988,Cycling Track,Men,"Team Pursuit, 4,000 metres"
URS,Russia,Bronze,1988,Fencing,Men,"Épée, Individual"
URS,Russia,Bronze,1988,Fencing,Men,"Épée, Team"
URS,Russia,Bronze,1988,Fencing,Men,"Foil, Individual"
URS,Russia,Gold,1988,Fencing,Men,"Foil, Team"
URS,Russia,Silver,1988,Fencing,Men,"Sabre, Team"
URS,Russia,Gold,1988,Football,Men,Football
URS,Russia,Gold,1988,Handball,Men,Handball
URS,Russia,Bronze,1988,Handball,Women,Handball
URS,Russia,Bronze,1988,Modern Pentathlon,Men,Individual
URS,Russia,Gold,1988,Rhythmic Gymnastics,Women,Individual
URS,Russia,Bronze,1988,Rhythmic Gymnastics,Women,Individual
URS,Russia,Bronze,1988,Rowing,Men,Double Sculls
URS,Russia,Silver,1988,Rowing,Men,Eights
URS,Russia,Silver,1988,Rowing,Women,Quadruple Sculls
URS,Russia,Silver,1988,Sailing,Men,Two Person Dinghy
URS,Russia,Bronze,1988,Sailing,Women,Two Person Dinghy
URS,Russia,Silver,1988,Shooting,Women,"Air Pistol, 10 metres"
URS,Russia,Bronze,1988,Shooting,Women,"Air Pistol, 10 metres"
URS,Russia,Gold,1988,Shooting,Women,"Air Rifle, 10 metres"
URS,Russia,Bronze,1988,Shooting,Women,"Air Rifle, 10 metres"
URS,Russia,Bronze,1988,Shooting,Men,"Free Pistol, 50 metres"
URS,Russia,Gold,1988,Shooting,Men,"Rapid-Fire Pistol, 25 metres"
URS,Russia,Bronze,1988,Shooting,Men,"Running Target, 50 metres"
URS,Russia,Bronze,1988,Shooting,Men,"Small-Bore Rifle, Three Positions, 50 metres"
URS,Russia,Bronze,1988,Shooting,Women,"Small-Bore Rifle, Three Positions, 50 metres"
URS,Russia,Gold,1988,Shooting,Women,"Sporting Pistol, 25 metres"
URS,Russia,Gold,1988,Shooting,Open,Trap
URS,Russia,Gold,1988,Swimming,Men,"1,500 metres Freestyle"
URS,Russia,Bronze,1988,Swimming,Men,100 metres Backstroke
URS,Russia,Bronze,1988,Swimming,Men,100 metres Breaststroke
URS,Russia,Gold,1988,Swimming,Men,200 metres Backstroke
URS,Russia,Bronze,1988,Swimming,Men,200 metres Individual Medley
URS,Russia,Silver,1988,Swimming,Women,200 metres Individual Medley
URS,Russia,Bronze,1968,Swimming,Men,4 x 100 metres Medley Relay
URS,Russia,Silver,1980,Swimming,Men,4 x 100 metres Medley Relay
URS,Russia,Bronze,1988,Swimming,Men,50 metres Freestyle
URS,Russia,Silver,1988,Volleyball,Men,Volleyball
URS,Russia,Gold,1988,Volleyball,Women,Volleyball
URS,Russia,Bronze,1988,Water Polo,Men,Water Polo
URS,Russia,Gold,1988,Weightlifting,Men,Bantamweight
URS,Russia,Gold,1988,Weightlifting,Men,Heavyweight I
URS,Russia,Gold,1988,Weightlifting,Men,Heavyweight II
URS,Russia,Gold,1988,Weightlifting,Men,Light-Heavyweight
URS,Russia,Silver,1988,Weightlifting,Men,Lightweight
URS,Russia,Gold,1988,Weightlifting,Men,Middle-Heavyweight
URS,Russia,Silver,1988,Weightlifting,Men,Middle-Heavyweight
URS,Russia,Gold,1988,Weightlifting,Men,Super-Heavyweight
URS,Russia,Gold,1988,Wrestling,Men,"Bantamweight, Freestyle"
URS,Russia,Silver,1988,Wrestling,Men,"Featherweight, Freestyle"
URS,Russia,Gold,1988,Wrestling,Men,"Featherweight, Greco-Roman"
URS,Russia,Bronze,1988,Wrestling,Men,"Flyweight, Freestyle"
URS,Russia,Silver,1988,Wrestling,Men,"Heavyweight, Freestyle"
URS,Russia,Bronze,1988,Wrestling,Men,"Light-Flyweight, Freestyle"
URS,Russia,Gold,1988,Wrestling,Men,"Light-Heavyweight, Freestyle"
URS,Russia,Bronze,1988,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
URS,Russia,Gold,1988,Wrestling,Men,"Lightweight, Freestyle"
URS,Russia,Gold,1988,Wrestling,Men,"Lightweight, Greco-Roman"
URS,Russia,Gold,1988,Wrestling,Men,"Middleweight, Greco-Roman"
URS,Russia,Gold,1988,Wrestling,Men,"Super-Heavyweight, Freestyle"
URS,Russia,Gold,1988,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
URS,Russia,Silver,1988,Wrestling,Men,"Welterweight, Freestyle"
