Event,NOC,Pos.,Year,Discipline,Gender Cleaned,Event Cleaned
"Middleweight, Freestyle, Women",CHN,2,2012,Wrestling,Women,"Middleweight, Freestyle"
"Middleweight, Freestyle, Women",MGL,3,2012,Wrestling,Women,"Middleweight, Freestyle"
"Middleweight, Freestyle, Women",RUS,3,2012,Wrestling,Women,"Middleweight, Freestyle"
"Middleweight, Greco-Roman, Men",RUS,1,2012,Wrestling,Men,"Middleweight, Greco-Roman"
"Middleweight, Greco-Roman, Men",ARM,2,2012,Wrestling,Men,"Middleweight, Greco-Roman"
"Middleweight, Greco-Roman, Men",AZE,3,2012,Wrestling,Men,"Middleweight, Greco-Roman"
"Middleweight, Greco-Roman, Men",LTU,3,2012,Wrestling,Men,"Middleweight, Greco-Roman"
"Super-Heavyweight, Freestyle, Men",IRI,1,2012,Wrestling,Men,"Super-Heavyweight, Freestyle"
"Super-Heavyweight, Freestyle, Men",RUS,1,2012,Wrestling,Men,"Super-Heavyweight, Freestyle"
"Super-Heavyweight, Freestyle, Men",DQ,2,2012,Wrestling,Men,"Super-Heavyweight, Freestyle"
"Super-Heavyweight, Freestyle, Men",USA,3,2012,Wrestling,Men,"Super-Heavyweight, Freestyle"
"Super-Heavyweight, Freestyle, Men",KAZ,3,2012,Wrestling,Men,"Super-Heavyweight, Freestyle"
"Super-Heavyweight, Greco-Roman, Men",CUB,1,2012,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
"Super-Heavyweight, Greco-Roman, Men",EST,2,2012,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
"Super-Heavyweight, Greco-Roman, Men",SWE,3,2012,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
"Super-Heavyweight, Greco-Roman, Men",TUR,3,2012,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
"Welterweight, Freestyle, Men",JPN,1,2012,Wrestling,Men,"Welterweight, Freestyle"
"Welterweight, Freestyle, Men",IND,2,2012,Wrestling,Men,"Welterweight, Freestyle"
"Welterweight, Freestyle, Men",KAZ,3,2012,Wrestling,Men,"Welterweight, Freestyle"
"Welterweight, Freestyle, Men",CUB,3,2012,Wrestling,Men,"Welterweight, Freestyle"
"Welterweight, Greco-Roman, Men",KOR,1,2012,Wrestling,Men,"Welterweight, Greco-Roman"
"Welterweight, Greco-Roman, Men",HUN,2,2012,Wrestling,Men,"Welterweight, Greco-Roman"
"Welterweight, Greco-Roman, Men",FRA,3,2012,Wrestling,Men,"Welterweight, Greco-Roman"
"Welterweight, Greco-Roman, Men",GEO,3,2012,Wrestling,Men,"Welterweight, Greco-Roman"
"Individual, Men",KOR,1,2016,Archery,Men,Individual
"Individual, Men",FRA,2,2016,Archery,Men,Individual
"Individual, Men",USA,3,2016,Archery,Men,Individual
"Individual, Women",KOR,1,2016,Archery,Women,Individual
"Individual, Women",GER,2,2016,Archery,Women,Individual
"Individual, Women",KOR,3,2016,Archery,Women,Individual
"Team, Men",KOR,1,2016,Archery,Men,Team
"Team, Men",USA,2,2016,Archery,Men,Team
"Team, Men",AUS,3,2016,Archery,Men,Team
"Team, Women",KOR,1,2016,Archery,Women,Team
"Team, Women",RUS,2,2016,Archery,Women,Team
"Team, Women",TPE,3,2016,Archery,Women,Team
"Balance Beam, Women",NED,1,2016,Artistic Gymnastics,Women,Balance Beam
"Balance Beam, Women",USA,2,2016,Artistic Gymnastics,Women,Balance Beam
"Balance Beam, Women",USA,3,2016,Artistic Gymnastics,Women,Balance Beam
"Floor Exercise, Men",GBR,1,2016,Artistic Gymnastics,Men,Floor Exercise
"Floor Exercise, Men",BRA,2,2016,Artistic Gymnastics,Men,Floor Exercise
"Floor Exercise, Men",BRA,3,2016,Artistic Gymnastics,Men,Floor Exercise
"Floor Exercise, Women",USA,1,2016,Artistic Gymnastics,Women,Floor Exercise
"Floor Exercise, Women",USA,2,2016,Artistic Gymnastics,Women,Floor Exercise
"Floor Exercise, Women",GBR,3,2016,Artistic Gymnastics,Women,Floor Exercise
"Horizontal Bar, Men",GER,1,2016,Artistic Gymnastics,Men,Horizontal Bar
"Horizontal Bar, Men",USA,2,2016,Artistic Gymnastics,Men,Horizontal Bar
"Horizontal Bar, Men",GBR,3,2016,Artistic Gymnastics,Men,Horizontal Bar
"Horse Vault, Men",PRK,1,2016,Artistic Gymnastics,Men,Horse Vault
"Horse Vault, Men",RUS,2,2016,Artistic Gymnastics,Men,Horse Vault
"Horse Vault, Men",JPN,3,2016,Artistic Gymnastics,Men,Horse Vault
"Horse Vault, Women",USA,1,2016,Artistic Gymnastics,Women,Horse Vault
"Horse Vault, Women",RUS,2,2016,Artistic Gymnastics,Women,Horse Vault
"Horse Vault, Women",SUI,3,2016,Artistic Gymnastics,Women,Horse Vault
"Individual All-Around, Men",JPN,1,2016,Artistic Gymnastics,Men,Individual All-Around
"Individual All-Around, Men",UKR,2,2016,Artistic Gymnastics,Men,Individual All-Around
"Individual All-Around, Men",GBR,3,2016,Artistic Gymnastics,Men,Individual All-Around
"Individual All-Around, Women",USA,1,2016,Artistic Gymnastics,Women,Individual All-Around
"Individual All-Around, Women",USA,2,2016,Artistic Gymnastics,Women,Individual All-Around
"Individual All-Around, Women",RUS,3,2016,Artistic Gymnastics,Women,Individual All-Around
"Parallel Bars, Men",UKR,1,2016,Artistic Gymnastics,Men,Parallel Bars
"Parallel Bars, Men",USA,2,2016,Artistic Gymnastics,Men,Parallel Bars
"Parallel Bars, Men",RUS,3,2016,Artistic Gymnastics,Men,Parallel Bars
"Pommelled Horse, Men",GBR,1,2016,Artistic Gymnastics,Men,Pommelled Horse
"Pommelled Horse, Men",GBR,2,2016,Artistic Gymnastics,Men,Pommelled Horse
"Pommelled Horse, Men",USA,3,2016,Artistic Gymnastics,Men,Pommelled Horse
"Rings, Men",GRE,1,2016,Artistic Gymnastics,Men,Rings
"Rings, Men",BRA,2,2016,Artistic Gymnastics,Men,Rings
"Rings, Men",RUS,3,2016,Artistic Gymnastics,Men,Rings
"Team All-Around, Men",JPN,1,2016,Artistic Gymnastics,Men,Team All-Around
"Team All-Around, Men",RUS,2,2016,Artistic Gymnastics,Men,Team All-Around
"Team All-Around, Men",CHN,3,2016,Artistic Gymnastics,Men,Team All-Around
"Team All-Around, Women",USA,1,2016,Artistic Gymnastics,Women,Team All-Around
"Team All-Around, Women",RUS,2,2016,Artistic Gymnastics,Women,Team All-Around
"Team All-Around, Women",CHN,3,2016,Artistic Gymnastics,Women,Team All-Around
"Uneven Bars, Women",RUS,1,2016,Artistic Gymnastics,Women,Uneven Bars
"Uneven Bars, Women",USA,2,2016,Artistic Gymnastics,Women,Uneven Bars
"Uneven Bars, Women",GER,3,2016,Artistic Gymnastics,Women,Uneven Bars
"Duet, Women",RUS,1,2016,Artistic Swimming,Women,Duet
"Duet, Women",CHN,2,2016,Artistic Swimming,Women,Duet
"Duet, Women",JPN,3,2016,Artistic Swimming,Women,Duet
"Team, Women",RUS,1,2016,Artistic Swimming,Women,Team
"Team, Women",CHN,2,2016,Artistic Swimming,Women,Team
"Team, Women",JPN,3,2016,Artistic Swimming,Women,Team
"1,500 metres, Men",USA,1,2016,Athletics,Men,"1,500 metres"
"1,500 metres, Men",ALG,2,2016,Athletics,Men,"1,500 metres"
"1,500 metres, Men",NZL,3,2016,Athletics,Men,"1,500 metres"
"1,500 metres, Women",KEN,1,2016,Athletics,Women,"1,500 metres"
"1,500 metres, Women",ETH,2,2016,Athletics,Women,"1,500 metres"
"1,500 metres, Women",USA,3,2016,Athletics,Women,"1,500 metres"
"10,000 metres, Men",GBR,1,2016,Athletics,Men,"10,000 metres"
"10,000 metres, Men",KEN,2,2016,Athletics,Men,"10,000 metres"
"10,000 metres, Men",ETH,3,2016,Athletics,Men,"10,000 metres"
"10,000 metres, Women",ETH,1,2016,Athletics,Women,"10,000 metres"
"10,000 metres, Women",KEN,2,2016,Athletics,Women,"10,000 metres"
"10,000 metres, Women",ETH,3,2016,Athletics,Women,"10,000 metres"
"100 metres Hurdles, Women",USA,1,2016,Athletics,Women,100 metres Hurdles
"100 metres Hurdles, Women",USA,2,2016,Athletics,Women,100 metres Hurdles
"100 metres Hurdles, Women",USA,3,2016,Athletics,Women,100 metres Hurdles
"100 metres, Men",JAM,1,2016,Athletics,Men,100 metres
"100 metres, Men",USA,2,2016,Athletics,Men,100 metres
"100 metres, Men",CAN,3,2016,Athletics,Men,100 metres
"100 metres, Women",JAM,1,2016,Athletics,Women,100 metres
"100 metres, Women",USA,2,2016,Athletics,Women,100 metres
"100 metres, Women",JAM,3,2016,Athletics,Women,100 metres
"110 metres Hurdles, Men",JAM,1,2016,Athletics,Men,110 metres Hurdles
"110 metres Hurdles, Men",ESP,2,2016,Athletics,Men,110 metres Hurdles
"110 metres Hurdles, Men",FRA,3,2016,Athletics,Men,110 metres Hurdles
"20 kilometres Walk, Men",CHN,1,2016,Athletics,Men,20 kilometres Walk
"20 kilometres Walk, Men",CHN,2,2016,Athletics,Men,20 kilometres Walk
"20 kilometres Walk, Men",AUS,3,2016,Athletics,Men,20 kilometres Walk
"20 kilometres Walk, Women",CHN,1,2016,Athletics,Women,20 kilometres Walk
"20 kilometres Walk, Women",MEX,2,2016,Athletics,Women,20 kilometres Walk
"20 kilometres Walk, Women",CHN,3,2016,Athletics,Women,20 kilometres Walk
"200 metres, Men",JAM,1,2016,Athletics,Men,200 metres
"200 metres, Men",CAN,2,2016,Athletics,Men,200 metres
"200 metres, Men",FRA,3,2016,Athletics,Men,200 metres
"200 metres, Women",JAM,1,2016,Athletics,Women,200 metres
"200 metres, Women",NED,2,2016,Athletics,Women,200 metres
"200 metres, Women",USA,3,2016,Athletics,Women,200 metres
"3,000 metres Steeplechase, Men",KEN,1,2016,Athletics,Men,"3,000 metres Steeplechase"
"3,000 metres Steeplechase, Men",USA,2,2016,Athletics,Men,"3,000 metres Steeplechase"
"3,000 metres Steeplechase, Men",FRA,3,2016,Athletics,Men,"3,000 metres Steeplechase"
"3,000 metres Steeplechase, Women",BRN,1,2016,Athletics,Women,"3,000 metres Steeplechase"
"3,000 metres Steeplechase, Women",KEN,2,2016,Athletics,Women,"3,000 metres Steeplechase"
"3,000 metres Steeplechase, Women",USA,3,2016,Athletics,Women,"3,000 metres Steeplechase"
"4 x 400 metres Relay, Men",URS,1,1980,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",GDR,2,1980,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",ITA,3,1980,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",USA,1,2008,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",BAH,2,2008,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",GBR,3,2008,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",BAH,1,2012,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",USA,2,2012,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",TTO,3,2012,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",USA,1,2016,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",JAM,2,2016,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",BAH,3,2016,Athletics,Men,4 x 400 metres Relay
"400 metres Hurdles, Men",USA,1,2016,Athletics,Men,400 metres Hurdles
"400 metres Hurdles, Men",KEN,2,2016,Athletics,Men,400 metres Hurdles
"400 metres Hurdles, Men",TUR,3,2016,Athletics,Men,400 metres Hurdles
"400 metres Hurdles, Women",USA,1,2016,Athletics,Women,400 metres Hurdles
"400 metres Hurdles, Women",DEN,2,2016,Athletics,Women,400 metres Hurdles
"400 metres Hurdles, Women",USA,3,2016,Athletics,Women,400 metres Hurdles
"400 metres, Men",RSA,1,2016,Athletics,Men,400 metres
"400 metres, Men",GRN,2,2016,Athletics,Men,400 metres
"400 metres, Men",USA,3,2016,Athletics,Men,400 metres
"400 metres, Women",BAH,1,2016,Athletics,Women,400 metres
"400 metres, Women",USA,2,2016,Athletics,Women,400 metres
"400 metres, Women",JAM,3,2016,Athletics,Women,400 metres
"5,000 metres, Men",GBR,1,2016,Athletics,Men,"5,000 metres"
"5,000 metres, Men",USA,2,2016,Athletics,Men,"5,000 metres"
"5,000 metres, Men",ETH,3,2016,Athletics,Men,"5,000 metres"
"5,000 metres, Women",KEN,1,2016,Athletics,Women,"5,000 metres"
"5,000 metres, Women",KEN,2,2016,Athletics,Women,"5,000 metres"
"5,000 metres, Women",ETH,3,2016,Athletics,Women,"5,000 metres"
"50 kilometres Walk, Men",SVK,1,2016,Athletics,Men,50 kilometres Walk
"50 kilometres Walk, Men",AUS,2,2016,Athletics,Men,50 kilometres Walk
"50 kilometres Walk, Men",JPN,3,2016,Athletics,Men,50 kilometres Walk
"800 metres, Men",KEN,1,2016,Athletics,Men,800 metres
"800 metres, Men",ALG,2,2016,Athletics,Men,800 metres
"800 metres, Men",USA,3,2016,Athletics,Men,800 metres
"800 metres, Women",RSA,1,2016,Athletics,Women,800 metres
"800 metres, Women",BDI,2,2016,Athletics,Women,800 metres
"800 metres, Women",KEN,3,2016,Athletics,Women,800 metres
"Decathlon, Men",USA,1,2016,Athletics,Men,Decathlon
"Decathlon, Men",FRA,2,2016,Athletics,Men,Decathlon
"Decathlon, Men",CAN,3,2016,Athletics,Men,Decathlon
"Discus Throw, Men",GER,1,2016,Athletics,Men,Discus Throw
"Discus Throw, Men",POL,2,2016,Athletics,Men,Discus Throw
"Discus Throw, Men",GER,3,2016,Athletics,Men,Discus Throw
"Discus Throw, Women",CRO,1,2016,Athletics,Women,Discus Throw
"Discus Throw, Women",FRA,2,2016,Athletics,Women,Discus Throw
"Discus Throw, Women",CUB,3,2016,Athletics,Women,Discus Throw
"Hammer Throw, Men",TJK,1,2016,Athletics,Men,Hammer Throw
"Hammer Throw, Men",BLR,2,2016,Athletics,Men,Hammer Throw
"Hammer Throw, Men",POL,3,2016,Athletics,Men,Hammer Throw
"Hammer Throw, Women",POL,1,2016,Athletics,Women,Hammer Throw
"Hammer Throw, Women",CHN,2,2016,Athletics,Women,Hammer Throw
"Hammer Throw, Women",GBR,3,2016,Athletics,Women,Hammer Throw
"Heptathlon, Women",BEL,1,2016,Athletics,Women,Heptathlon
"Heptathlon, Women",GBR,2,2016,Athletics,Women,Heptathlon
"Heptathlon, Women",CAN,3,2016,Athletics,Women,Heptathlon
"High Jump, Men",CAN,1,2016,Athletics,Men,High Jump
"High Jump, Men",QAT,2,2016,Athletics,Men,High Jump
"High Jump, Men",UKR,3,2016,Athletics,Men,High Jump
"High Jump, Women",ESP,1,2016,Athletics,Women,High Jump
"High Jump, Women",BUL,2,2016,Athletics,Women,High Jump
"High Jump, Women",CRO,3,2016,Athletics,Women,High Jump
"Javelin Throw, Men",GER,1,2016,Athletics,Men,Javelin Throw
"Javelin Throw, Men",KEN,2,2016,Athletics,Men,Javelin Throw
"Javelin Throw, Men",TTO,3,2016,Athletics,Men,Javelin Throw
"Javelin Throw, Women",CRO,1,2016,Athletics,Women,Javelin Throw
"Javelin Throw, Women",RSA,2,2016,Athletics,Women,Javelin Throw
"Javelin Throw, Women",CZE,3,2016,Athletics,Women,Javelin Throw
"Long Jump, Men",USA,1,2016,Athletics,Men,Long Jump
"Long Jump, Men",RSA,2,2016,Athletics,Men,Long Jump
"Long Jump, Men",GBR,3,2016,Athletics,Men,Long Jump
"Long Jump, Women",USA,1,2016,Athletics,Women,Long Jump
"Long Jump, Women",USA,2,2016,Athletics,Women,Long Jump
"Long Jump, Women",SRB,3,2016,Athletics,Women,Long Jump
"Marathon, Men",KEN,1,2016,Athletics,Men,Marathon
"Marathon, Men",ETH,2,2016,Athletics,Men,Marathon
"Marathon, Men",USA,3,2016,Athletics,Men,Marathon
"Marathon, Women",KEN,1,2016,Athletics,Women,Marathon
"Marathon, Women",BRN,2,2016,Athletics,Women,Marathon
"Marathon, Women",ETH,3,2016,Athletics,Women,Marathon
"Pole Vault, Men",BRA,1,2016,Athletics,Men,Pole Vault
"Pole Vault, Men",FRA,2,2016,Athletics,Men,Pole Vault
"Pole Vault, Men",USA,3,2016,Athletics,Men,Pole Vault
"Pole Vault, Women",GRE,1,2016,Athletics,Women,Pole Vault
"Pole Vault, Women",USA,2,2016,Athletics,Women,Pole Vault
"Pole Vault, Women",NZL,3,2016,Athletics,Women,Pole Vault
"Shot Put, Men",USA,1,2016,Athletics,Men,Shot Put
"Shot Put, Men",USA,2,2016,Athletics,Men,Shot Put
"Shot Put, Men",NZL,3,2016,Athletics,Men,Shot Put
"Shot Put, Women",USA,1,2016,Athletics,Women,Shot Put
"Shot Put, Women",NZL,2,2016,Athletics,Women,Shot Put
"Shot Put, Women",HUN,3,2016,Athletics,Women,Shot Put
"Triple Jump, Men",USA,1,2016,Athletics,Men,Triple Jump
"Triple Jump, Men",USA,2,2016,Athletics,Men,Triple Jump
"Triple Jump, Men",CHN,3,2016,Athletics,Men,Triple Jump
"Triple Jump, Women",COL,1,2016,Athletics,Women,Triple Jump
"Triple Jump, Women",VEN,2,2016,Athletics,Women,Triple Jump
"Triple Jump, Women",KAZ,3,2016,Athletics,Women,Triple Jump
"Doubles, Men",CHN,1,2016,Badminton,Men,Doubles
"Doubles, Men",MAS,2,2016,Badminton,Men,Doubles
"Doubles, Men",GBR,3,2016,Badminton,Men,Doubles
"Doubles, Mixed",INA,1,2016,Badminton,Mixed,Doubles
"Doubles, Mixed",MAS,2,2016,Badminton,Mixed,Doubles
"Doubles, Mixed",CHN,3,2016,Badminton,Mixed,Doubles
"Doubles, Women",JPN,1,2016,Badminton,Women,Doubles
"Doubles, Women",DEN,2,2016,Badminton,Women,Doubles
"Doubles, Women",KOR,3,2016,Badminton,Women,Doubles
"Singles, Men",CHN,1,2016,Badminton,Men,Singles
"Singles, Men",MAS,2,2016,Badminton,Men,Singles
"Singles, Men",DEN,3,2016,Badminton,Men,Singles
"Singles, Women",ESP,1,2016,Badminton,Women,Singles
"Singles, Women",IND,2,2016,Badminton,Women,Singles
"Singles, Women",JPN,3,2016,Badminton,Women,Singles
"Basketball, Men",USA,1,2016,Basketball,Men,Basketball
"Basketball, Men",SRB,2,2016,Basketball,Men,Basketball
"Basketball, Men",ESP,3,2016,Basketball,Men,Basketball
"Basketball, Women",USA,1,2016,Basketball,Women,Basketball
"Basketball, Women",ESP,2,2016,Basketball,Women,Basketball
"Basketball, Women",SRB,3,2016,Basketball,Women,Basketball
"Beach Volleyball, Men",BRA,1,2016,Beach Volleyball,Men,Beach Volleyball
"Beach Volleyball, Men",ITA,2,2016,Beach Volleyball,Men,Beach Volleyball
"Beach Volleyball, Men",NED,3,2016,Beach Volleyball,Men,Beach Volleyball
"Beach Volleyball, Women",GER,1,2016,Beach Volleyball,Women,Beach Volleyball
"Beach Volleyball, Women",BRA,2,2016,Beach Volleyball,Women,Beach Volleyball
"Beach Volleyball, Women",USA,3,2016,Beach Volleyball,Women,Beach Volleyball
"Bantamweight, Men",CUB,1,2016,Boxing,Men,Bantamweight
"Bantamweight, Men",USA,2,2016,Boxing,Men,Bantamweight
"Bantamweight, Men",RUS,3,2016,Boxing,Men,Bantamweight
"Bantamweight, Men",UZB,3,2016,Boxing,Men,Bantamweight
"Flyweight, Men",UZB,1,2016,Boxing,Men,Flyweight
"Flyweight, Men",VEN,2,2016,Boxing,Men,Flyweight
"Flyweight, Men",CHN,3,2016,Boxing,Men,Flyweight
"Flyweight, Women",GBR,1,2016,Boxing,Women,Flyweight
"Flyweight, Women",FRA,2,2016,Boxing,Women,Flyweight
"Flyweight, Women",CHN,3,2016,Boxing,Women,Flyweight
"Flyweight, Women",COL,3,2016,Boxing,Women,Flyweight
"Heavyweight, Men",RUS,1,2016,Boxing,Men,Heavyweight
"Heavyweight, Men",KAZ,2,2016,Boxing,Men,Heavyweight
"Heavyweight, Men",UZB,3,2016,Boxing,Men,Heavyweight
"Heavyweight, Men",CUB,3,2016,Boxing,Men,Heavyweight
"Light-Flyweight, Men",UZB,1,2016,Boxing,Men,Light-Flyweight
"Light-Flyweight, Men",COL,2,2016,Boxing,Men,Light-Flyweight
"Light-Flyweight, Men",CUB,3,2016,Boxing,Men,Light-Flyweight
"Light-Flyweight, Men",USA,3,2016,Boxing,Men,Light-Flyweight
"Light-Heavyweight, Men",CUB,1,2016,Boxing,Men,Light-Heavyweight
"Light-Heavyweight, Men",KAZ,2,2016,Boxing,Men,Light-Heavyweight
"Light-Heavyweight, Men",FRA,3,2016,Boxing,Men,Light-Heavyweight
"Light-Heavyweight, Men",GBR,3,2016,Boxing,Men,Light-Heavyweight
"Lightweight, Men",BRA,1,2016,Boxing,Men,Lightweight
"Lightweight, Men",FRA,2,2016,Boxing,Men,Lightweight
"Lightweight, Men",CUB,3,2016,Boxing,Men,Lightweight
"Lightweight, Men",MGL,3,2016,Boxing,Men,Lightweight
"Lightweight, Women",FRA,1,2016,Boxing,Women,Lightweight
"Lightweight, Women",CHN,2,2016,Boxing,Women,Lightweight
"Lightweight, Women",FIN,3,2016,Boxing,Women,Lightweight
"Lightweight, Women",RUS,3,2016,Boxing,Women,Lightweight
"Light-Welterweight, Men",UZB,1,2016,Boxing,Men,Light-Welterweight
"Light-Welterweight, Men",AZE,2,2016,Boxing,Men,Light-Welterweight
"Light-Welterweight, Men",RUS,3,2016,Boxing,Men,Light-Welterweight
"Light-Welterweight, Men",GER,3,2016,Boxing,Men,Light-Welterweight
"Middleweight, Men",CUB,1,2016,Boxing,Men,Middleweight
"Middleweight, Men",UZB,2,2016,Boxing,Men,Middleweight
"Middleweight, Men",AZE,3,2016,Boxing,Men,Middleweight
"Middleweight, Men",MEX,3,2016,Boxing,Men,Middleweight
"Middleweight, Women",USA,1,2016,Boxing,Women,Middleweight
"Middleweight, Women",NED,2,2016,Boxing,Women,Middleweight
"Middleweight, Women",KAZ,3,2016,Boxing,Women,Middleweight
"Middleweight, Women",CHN,3,2016,Boxing,Women,Middleweight
"Super-Heavyweight, Men",FRA,1,2016,Boxing,Men,Super-Heavyweight
"Super-Heavyweight, Men",GBR,2,2016,Boxing,Men,Super-Heavyweight
"Super-Heavyweight, Men",CRO,3,2016,Boxing,Men,Super-Heavyweight
"Super-Heavyweight, Men",KAZ,3,2016,Boxing,Men,Super-Heavyweight
"Welterweight, Men",KAZ,1,2016,Boxing,Men,Welterweight
"Welterweight, Men",UZB,2,2016,Boxing,Men,Welterweight
"Welterweight, Men",MAR,3,2016,Boxing,Men,Welterweight
"Welterweight, Men",FRA,3,2016,Boxing,Men,Welterweight
"Canadian Doubles, Slalom, Men",SVK,1,2016,Canoe Slalom,Men,"Canadian Doubles, Slalom"
"Canadian Doubles, Slalom, Men",GBR,2,2016,Canoe Slalom,Men,"Canadian Doubles, Slalom"
"Canadian Doubles, Slalom, Men",FRA,3,2016,Canoe Slalom,Men,"Canadian Doubles, Slalom"
"Canadian Singles, Slalom, Men",FRA,1,2016,Canoe Slalom,Men,"Canadian Singles, Slalom"
"Canadian Singles, Slalom, Men",SVK,2,2016,Canoe Slalom,Men,"Canadian Singles, Slalom"
"Canadian Singles, Slalom, Men",JPN,3,2016,Canoe Slalom,Men,"Canadian Singles, Slalom"
"Kayak Singles, Slalom, Men",GBR,1,2016,Canoe Slalom,Men,"Kayak Singles, Slalom"
"Kayak Singles, Slalom, Men",SLO,2,2016,Canoe Slalom,Men,"Kayak Singles, Slalom"
"Kayak Singles, Slalom, Men",CZE,3,2016,Canoe Slalom,Men,"Kayak Singles, Slalom"
"Kayak Singles, Slalom, Women",ESP,1,2016,Canoe Slalom,Women,"Kayak Singles, Slalom"
"Kayak Singles, Slalom, Women",NZL,2,2016,Canoe Slalom,Women,"Kayak Singles, Slalom"
"Kayak Singles, Slalom, Women",AUS,3,2016,Canoe Slalom,Women,"Kayak Singles, Slalom"
"Canadian Doubles, 1,000 metres, Men",GER,1,2016,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
"Canadian Doubles, 1,000 metres, Men",BRA,2,2016,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
"Canadian Doubles, 1,000 metres, Men",UKR,3,2016,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
"Canadian Singles, 1,000 metres, Men",GER,1,2016,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
"Canadian Singles, 1,000 metres, Men",BRA,2,2016,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
"Canadian Singles, 1,000 metres, Men",RUS,3,2016,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
