Event,Name,NOC,Pos.,Year,Discipline
"200 metres Freestyle, Men",0,0,3,2012,Swimming
"200 metres Freestyle, Women",Allison Schmitt,USA,1,2012,Swimming
"200 metres Freestyle, Women",Camille Muffat,FRA,2,2012,Swimming
"200 metres Freestyle, Women",Bronte Barratt,AUS,3,2012,Swimming
"200 metres Individual Medley, Men",Michael Phelps,USA,1,2012,Swimming
"200 metres Individual Medley, Men",Ryan Lochte,USA,2,2012,Swimming
"200 metres Individual Medley, Men",LÃ¡szlÃ³ Cseh,HUN,3,2012,Swimming
"200 metres Individual Medley, Women",Ye Shiwen,CHN,1,2012,Swimming
"200 metres Individual Medley, Women",Alicia Coutts,AUS,2,2012,Swimming
"200 metres Individual Medley, Women",Caitlin Leverenz,USA,3,2012,Swimming
"4 Ã 100 metres Freestyle Relay, Men",France,FRA,1,2012,Swimming
"4 Ã 100 metres Freestyle Relay, Men",United States,USA,2,2012,Swimming
"4 Ã 100 metres Freestyle Relay, Men",Russian Federation,RUS,3,2012,Swimming
"4 Ã 100 metres Freestyle Relay, Women",Australia,AUS,1,2012,Swimming
"4 Ã 100 metres Freestyle Relay, Women",Netherlands,NED,2,2012,Swimming
"4 Ã 100 metres Freestyle Relay, Women",United States,USA,3,2012,Swimming
"4 Ã 100 metres Medley Relay, Men",United States,USA,1,2012,Swimming
"4 Ã 100 metres Medley Relay, Men",Japan,JPN,2,2012,Swimming
"4 Ã 100 metres Medley Relay, Men",Australia,AUS,3,2012,Swimming
"4 Ã 100 metres Medley Relay, Women",United States,USA,1,2012,Swimming
"4 Ã 100 metres Medley Relay, Women",Australia,AUS,2,2012,Swimming
"4 Ã 100 metres Medley Relay, Women",Japan,JPN,3,2012,Swimming
"4 Ã 200 metres Freestyle Relay, Men",United States,USA,1,2012,Swimming
"4 Ã 200 metres Freestyle Relay, Men",France,FRA,2,2012,Swimming
"4 Ã 200 metres Freestyle Relay, Men",People's Republic of China,CHN,3,2012,Swimming
"4 Ã 200 metres Freestyle Relay, Women",United States,USA,1,2012,Swimming
"4 Ã 200 metres Freestyle Relay, Women",Australia,AUS,2,2012,Swimming
"4 Ã 200 metres Freestyle Relay, Women",France,FRA,3,2012,Swimming
"400 metres Freestyle, Men",Sun Yang,CHN,1,2012,Swimming
"400 metres Freestyle, Men",Park Tae-Hwan,KOR,2,2012,Swimming
"400 metres Freestyle, Men",Peter Vanderkaay,USA,3,2012,Swimming
"400 metres Freestyle, Women",Camille Muffat,FRA,1,2012,Swimming
"400 metres Freestyle, Women",Allison Schmitt,USA,2,2012,Swimming
"400 metres Freestyle, Women",Becky Adlington,GBR,3,2012,Swimming
"400 metres Individual Medley, Men",Ryan Lochte,USA,1,2012,Swimming
"400 metres Individual Medley, Men",Thiago Pereira,BRA,2,2012,Swimming
"400 metres Individual Medley, Men",Kosuke Hagino,JPN,3,2012,Swimming
"400 metres Individual Medley, Women",Ye Shiwen,CHN,1,2012,Swimming
"400 metres Individual Medley, Women",Elizabeth Beisel,USA,2,2012,Swimming
"400 metres Individual Medley, Women",Li Xuanxu,CHN,3,2012,Swimming
"50 metres Freestyle, Men",Florent Manaudou,FRA,1,2012,Swimming
"50 metres Freestyle, Men",Cullen Jones,USA,2,2012,Swimming
"50 metres Freestyle, Men",CÃ©sar Cielo Filho,BRA,3,2012,Swimming
"50 metres Freestyle, Women",Ranomi Kromowidjojo,NED,1,2012,Swimming
"50 metres Freestyle, Women",Aliaksandra Herasimenia,BLR,2,2012,Swimming
"50 metres Freestyle, Women",Marleen Veldhuis,NED,3,2012,Swimming
"800 metres Freestyle, Women",Katie Ledecky,USA,1,2012,Swimming
"800 metres Freestyle, Women",Mireia Belmonte,ESP,2,2012,Swimming
"800 metres Freestyle, Women",Becky Adlington,GBR,3,2012,Swimming
"Singles, Men",Zhang Jike,CHN,1,2012,Table Tennis
"Singles, Men",Wang Hao,CHN,2,2012,Table Tennis
"Singles, Men",Dimitrij Ovtcharov,GER,3,2012,Table Tennis
"Singles, Women",Li Xiaoxia,CHN,1,2012,Table Tennis
"Singles, Women",Ding Ning,CHN,2,2012,Table Tennis
"Singles, Women",Feng Tianwei,SGP,3,2012,Table Tennis
"Team, Men",People's Republic of China,CHN,1,2012,Table Tennis
"Team, Men",Republic of Korea,KOR,2,2012,Table Tennis
"Team, Men",Germany,GER,3,2012,Table Tennis
"Team, Women",People's Republic of China,CHN,1,2012,Table Tennis
"Team, Women",Japan,JPN,2,2012,Table Tennis
"Team, Women",Singapore,SGP,3,2012,Table Tennis
"Featherweight, Men",Servet TazegÃ¼l,TUR,1,2012,Taekwondo
"Featherweight, Men",,,1,2012,Taekwondo
"Featherweight, Men",Mohammad Bagheri Motamed,IRI,2,2012,Taekwondo
"Featherweight, Men",,,2,2012,Taekwondo
"Featherweight, Men",Rohullah Nikpai,AFG,3,2012,Taekwondo
"Featherweight, Men",Terrence Jennings,USA,3,2012,Taekwondo
"Featherweight, Women",Jade Jones,GBR,1,2012,Taekwondo
"Featherweight, Women",,,1,2012,Taekwondo
"Featherweight, Women",Hou Yuzhuo,CHN,2,2012,Taekwondo
"Featherweight, Women",,,2,2012,Taekwondo
"Featherweight, Women",MarlÃ¨ne HarnoisTseng Li-Cheng,FRA,3,2012,Taekwondo
"Featherweight, Women",,TPE,3,2012,Taekwondo
"Flyweight, Men",Joel GonzÃ¡lez,ESP,1,2012,Taekwondo
"Flyweight, Men",,,1,2012,Taekwondo
"Flyweight, Men",Lee Dae-Hun,KOR,2,2012,Taekwondo
"Flyweight, Men",,,2,2012,Taekwondo
"Flyweight, Men",Ãscar MuÃ±ozAleksey Denisenko,COL,3,2012,Taekwondo
"Flyweight, Men",,RUS,3,2012,Taekwondo
"Flyweight, Women",Wu Jingyu,CHN,1,2012,Taekwondo
"Flyweight, Women",,,1,2012,Taekwondo
"Flyweight, Women",Brigitte YagÃ¼e,ESP,2,2012,Taekwondo
"Flyweight, Women",,,2,2012,Taekwondo
"Flyweight, Women",Lucija ZaninoviÄChanatip Sonkham,CRO,3,2012,Taekwondo
"Flyweight, Women",,THA,3,2012,Taekwondo
"Heavyweight, Men",Carlo Molfetta,ITA,1,2012,Taekwondo
"Heavyweight, Men",,,1,2012,Taekwondo
"Heavyweight, Men",Anthony Obame,GAB,2,2012,Taekwondo
"Heavyweight, Men",,,2,2012,Taekwondo
"Heavyweight, Men",Liu XiaoboRobelis Despaigne,CHN,3,2012,Taekwondo
"Heavyweight, Men",,CUB,3,2012,Taekwondo
"Heavyweight, Women",Milica MandiÄ,SRB,1,2012,Taekwondo
"Heavyweight, Women",,,1,2012,Taekwondo
"Heavyweight, Women",Anne-Caroline Graffe,FRA,2,2012,Taekwondo
"Heavyweight, Women",,,2,2012,Taekwondo
"Heavyweight, Women",Anastasiya BaryshnikovaMarÃ­a Espinoza,RUS,3,2012,Taekwondo
"Heavyweight, Women",,MEX,3,2012,Taekwondo
"Welterweight, Men",SebastiÃ¡n Crismanich,ARG,1,2012,Taekwondo
"Welterweight, Men",,,1,2012,Taekwondo
"Welterweight, Men",NicolÃ¡s GarcÃ­a,ESP,2,2012,Taekwondo
"Welterweight, Men",,,2,2012,Taekwondo
"Welterweight, Men",Lutalo MuhammadMauro Sarmiento,GBR,3,2012,Taekwondo
"Welterweight, Men",,ITA,3,2012,Taekwondo
"Welterweight, Women",Hwang Gyeong-Seon,KOR,1,2012,Taekwondo
"Welterweight, Women",,,1,2012,Taekwondo
"Welterweight, Women",Nur Tatar,TUR,2,2012,Taekwondo
"Welterweight, Women",,,2,2012,Taekwondo
"Welterweight, Women",Paige McPhersonHelena Fromm,USA,3,2012,Taekwondo
"Welterweight, Women",,GER,3,2012,Taekwondo
"Doubles, Men",United States 2,USA,1,2012,Tennis
"Doubles, Men",France 1,FRA,2,2012,Tennis
"Doubles, Men",France 2,FRA,3,2012,Tennis
"Doubles, Mixed",Belarus,BLR,1,2012,Tennis
"Doubles, Mixed",Great Britain,GBR,2,2012,Tennis
"Doubles, Mixed",United States 1,USA,3,2012,Tennis
"Doubles, Women",United States 2,USA,1,2012,Tennis
"Doubles, Women",Czech Republic 2,CZE,2,2012,Tennis
"Doubles, Women",Russian Federation 1,RUS,3,2012,Tennis
"Singles, Men",Andy Murray,GBR,1,2012,Tennis
"Singles, Men",Roger Federer,SUI,2,2012,Tennis
"Singles, Men",Juan MartÃ­n del Potro,ARG,3,2012,Tennis
"Singles, Women",Serena Williams,USA,1,2012,Tennis
"Singles, Women",Mariya Sharapova,RUS,2,2012,Tennis
"Singles, Women",Vika Azarenka,BLR,3,2012,Tennis
"Individual, Men",Dong Dong,CHN,1,2012,Trampolining
"Individual, Men",Dmitry Ushakov,RUS,2,2012,Trampolining
"Individual, Men",Lu Chunlong,CHN,3,2012,Trampolining
"Individual, Women",Rosie MacLennan,CAN,1,2012,Trampolining
"Individual, Women",Huang Shanshan,CHN,2,2012,Trampolining
"Individual, Women",He Wenna,CHN,3,2012,Trampolining
"Olympic Distance, Men",Alistair Brownlee,GBR,1,2012,Triathlon
"Olympic Distance, Men",Javier GÃ³mez,ESP,2,2012,Triathlon
"Olympic Distance, Men",Jonny Brownlee,GBR,3,2012,Triathlon
"Olympic Distance, Women",Nicola Spirig,SUI,1,2012,Triathlon
"Olympic Distance, Women",Lisa NordÃ©n,SWE,2,2012,Triathlon
"Olympic Distance, Women",Erin Densham,AUS,3,2012,Triathlon
"Volleyball, Men",Russian Federation,RUS,1,2012,Volleyball
"Volleyball, Men",Brazil,BRA,2,2012,Volleyball
"Volleyball, Men",Italy,ITA,3,2012,Volleyball
"Volleyball, Women",Brazil,BRA,1,2012,Volleyball
"Volleyball, Women",United States,USA,2,2012,Volleyball
"Volleyball, Women",Japan,JPN,3,2012,Volleyball
"Water Polo, Men",Croatia,CRO,1,2012,Water Polo
"Water Polo, Men",Italy,ITA,2,2012,Water Polo
"Water Polo, Men",Serbia,SRB,3,2012,Water Polo
"Water Polo, Women",United States,USA,1,2012,Water Polo
"Water Polo, Women",Spain,ESP,2,2012,Water Polo
"Water Polo, Women",Australia,AUS,3,2012,Water Polo
"Bantamweight, Men",Om Yun-Chol,PRK,1,2012,Weightlifting
"Bantamweight, Men",Wu Jingbiao,CHN,2,2012,Weightlifting
"Bantamweight, Men",Tráº§n LÃª Quá»c ToÃ n,VIE,3,2012,Weightlifting
"Featherweight, Men",Kim Un-Guk,PRK,1,2012,Weightlifting
"Featherweight, Men",Ãscar Figueroa,COL,2,2012,Weightlifting
"Featherweight, Men",Eko Irawan,INA,3,2012,Weightlifting
"Featherweight, Women",Hsu Shu-Ching,TPE,1,2012,Weightlifting
"Featherweight, Women",Citra Febrianti,INA,2,2012,Weightlifting
"Featherweight, Women",Yuliya Paratova,UKR,3,2012,Weightlifting
"Flyweight, Women",Wang Mingjuan,CHN,1,2012,Weightlifting
"Flyweight, Women",Hiromi Miyake,JPN,2,2012,Weightlifting
"Flyweight, Women",Ryang Chun-Hwa,PRK,3,2012,Weightlifting
"Heavyweight, Men",Navab Nassirshalal,IRI,1,2012,Weightlifting
"Heavyweight, Men",BartÅomiej Bonk,POL,2,2012,Weightlifting
"Heavyweight, Men",Ivan Yefremov,UZB,3,2012,Weightlifting
"Heavyweight, Women",Lydia ValentÃ­n,ESP,1,2012,Weightlifting
"Heavyweight, Women",Abir Abdulrahman,EGY,2,2012,Weightlifting
"Heavyweight, Women",Madias Nzesso,CMR,3,2012,Weightlifting
"Light-Heavyweight, Men",Adrian ZieliÅski,POL,1,2012,Weightlifting
"Light-Heavyweight, Men",Kianoush Rostami,IRI,2,2012,Weightlifting
"Light-Heavyweight, Men",Tarek Yahia,EGY,3,2012,Weightlifting
"Light-Heavyweight, Women",Rim Jong-Sim,PRK,1,2012,Weightlifting
"Light-Heavyweight, Women",,,1,2012,Weightlifting
"Light-Heavyweight, Women",,,2,2012,Weightlifting
"Light-Heavyweight, Women",0,0,2,2012,Weightlifting
"Light-Heavyweight, Women",Anna NurmukhambetovaUbaldina Valoyes,KAZ,3,2012,Weightlifting
"Light-Heavyweight, Women",,COL,3,2012,Weightlifting
"Lightweight, Men",Lin Qingfeng,CHN,1,2012,Weightlifting
"Lightweight, Men",Triyatno,INA,2,2012,Weightlifting
"Lightweight, Men",0,0,3,2012,Weightlifting
"Lightweight, Women",Li Xueying,CHN,1,2012,Weightlifting
"Lightweight, Women",Pimsiri Sirikaew,THA,2,2012,Weightlifting
"Lightweight, Women",Rattikan Kulnoi,THA,3,2012,Weightlifting
"Middle-Heavyweight, Men",Saeid Mohammadpour,IRI,1,2012,Weightlifting
"Middle-Heavyweight, Men",Kim Min-Jae,KOR,2,2012,Weightlifting
"Middle-Heavyweight, Men",Tomasz ZieliÅski,POL,3,2012,Weightlifting
"Middleweight, Men",Lu Xiaojun,CHN,1,2012,Weightlifting
"Middleweight, Men",Lu Haojie,CHN,2,2012,Weightlifting
"Middleweight, Men",IvÃ¡n Cambar,CUB,3,2012,Weightlifting
"Middleweight, Women",Christine Girard,CAN,1,2012,Weightlifting
"Middleweight, Women",Milka Maneva,BUL,2,2012,Weightlifting
"Middleweight, Women",Luz Acosta,MEX,3,2012,Weightlifting
"Super-Heavyweight, Men",Behdad Salimi,IRI,1,2012,Weightlifting
"Super-Heavyweight, Men",Sajjad Anoushiravani,IRI,2,2012,Weightlifting
"Super-Heavyweight, Men",0,0,3,2012,Weightlifting
"Super-Heavyweight, Women",Zhou Lulu,CHN,1,2012,Weightlifting
"Super-Heavyweight, Women",Tatyana Kashirina,RUS,2,2012,Weightlifting
"Super-Heavyweight, Women",Jang Mi-Ran,KOR,3,2012,Weightlifting
"Featherweight, Freestyle, Men",Dzhamal Otarsultanov,RUS,1,2012,Wrestling
"Featherweight, Freestyle, Men",,,1,2012,Wrestling
"Featherweight, Freestyle, Men",Vladimer Khinchegashvili,GEO,2,2012,Wrestling
"Featherweight, Freestyle, Men",,,2,2012,Wrestling
"Featherweight, Freestyle, Men",Shinichi YumotoYang Kyong-Il,JPN,3,2012,Wrestling
"Featherweight, Freestyle, Men",,PRK,3,2012,Wrestling
"Featherweight, Greco-Roman, Men",Hamid Sourian,IRI,1,2012,Wrestling
"Featherweight, Greco-Roman, Men",,,1,2012,Wrestling
"Featherweight, Greco-Roman, Men",RÃ¶vÅÉn Bayramov,AZE,2,2012,Wrestling
"Featherweight, Greco-Roman, Men",,,2,2012,Wrestling
"Featherweight, Greco-Roman, Men",PÃ©ter MÃ³dosMingiyan Semyonov,HUN,3,2012,Wrestling
"Featherweight, Greco-Roman, Men",,RUS,3,2012,Wrestling
"Flyweight, Freestyle, Women",Hitomi Obara,JPN,1,2012,Wrestling
"Flyweight, Freestyle, Women",,,1,2012,Wrestling
"Flyweight, Freestyle, Women",Mariya Stadnik,AZE,2,2012,Wrestling
"Flyweight, Freestyle, Women",,,2,2012,Wrestling
"Flyweight, Freestyle, Women",Carol HuynhClarissa Chun,CAN,3,2012,Wrestling
"Flyweight, Freestyle, Women",,USA,3,2012,Wrestling
"Heavyweight, Freestyle, Men",Jake Varner,USA,1,2012,Wrestling
"Heavyweight, Freestyle, Men",,,1,2012,Wrestling
"Heavyweight, Freestyle, Men",Valeriy Andriytsev,UKR,2,2012,Wrestling
"Heavyweight, Freestyle, Men",,,2,2012,Wrestling
"Heavyweight, Freestyle, Men",Xetaq QazyumovGiorgi Gogshelidze,AZE,3,2012,Wrestling
"Heavyweight, Freestyle, Men",,GEO,3,2012,Wrestling
"Heavyweight, Freestyle, Women",Nataliya Vorobyova,RUS,1,2012,Wrestling
"Heavyweight, Freestyle, Women",,,1,2012,Wrestling
"Heavyweight, Freestyle, Women",Stanka Zlateva,BUL,2,2012,Wrestling
"Heavyweight, Freestyle, Women",,,2,2012,Wrestling
"Heavyweight, Freestyle, Women",Gyuzel ManyurovaMaider Unda,KAZ,3,2012,Wrestling
"Heavyweight, Freestyle, Women",,ESP,3,2012,Wrestling
"Heavyweight, Greco-Roman, Men",Ghasem Rezaei,IRI,1,2012,Wrestling
"Heavyweight, Greco-Roman, Men",,,1,2012,Wrestling
"Heavyweight, Greco-Roman, Men",Rustam Totrov,RUS,2,2012,Wrestling
"Heavyweight, Greco-Roman, Men",,,2,2012,Wrestling
"Heavyweight, Greco-Roman, Men",Artur AleksanyanJimmy Lidberg,ARM,3,2012,Wrestling
"Heavyweight, Greco-Roman, Men",,SWE,3,2012,Wrestling
"Light-Heavyweight, Freestyle, Men",ÅÉrif ÅÉrifov,AZE,1,2012,Wrestling
"Light-Heavyweight, Freestyle, Men",,,1,2012,Wrestling
"Light-Heavyweight, Freestyle, Men",Jaime Espinal,PUR,2,2012,Wrestling
"Light-Heavyweight, Freestyle, Men",,,2,2012,Wrestling
"Light-Heavyweight, Freestyle, Men",Dato MarsagishviliEhsan Lashgari,GEO,3,2012,Wrestling
"Light-Heavyweight, Freestyle, Men",,IRI,3,2012,Wrestling
"Light-Heavyweight, Greco-Roman, Men",Alan Khugayev,RUS,1,2012,Wrestling
"Light-Heavyweight, Greco-Roman, Men",,,1,2012,Wrestling
"Light-Heavyweight, Greco-Roman, Men",Karam Gaber,EGY,2,2012,Wrestling
"Light-Heavyweight, Greco-Roman, Men",,,2,2012,Wrestling
"Light-Heavyweight, Greco-Roman, Men",Daniyal GadzhiyevDamian Janikowski,KAZ,3,2012,Wrestling
"Light-Heavyweight, Greco-Roman, Men",,POL,3,2012,Wrestling
"Lightweight, Freestyle, Men",ToÄrul ÆsgÉrov,AZE,1,2012,Wrestling
"Lightweight, Freestyle, Men",,,1,2012,Wrestling
"Lightweight, Freestyle, Men",Besik Kudukhov,RUS,2,2012,Wrestling
"Lightweight, Freestyle, Men",,,2,2012,Wrestling
"Lightweight, Freestyle, Men",Yogeshwar DuttColeman Scott,IND,3,2012,Wrestling
"Lightweight, Freestyle, Men",,USA,3,2012,Wrestling
"Lightweight, Freestyle, Women",Saori Yoshida,JPN,1,2012,Wrestling
"Lightweight, Freestyle, Women",,,1,2012,Wrestling
"Lightweight, Freestyle, Women",Tonya Verbeek,CAN,2,2012,Wrestling
"Lightweight, Freestyle, Women",,,2,2012,Wrestling
"Lightweight, Freestyle, Women",Jackeline RenterÃ­aYuliya RatkeviÃ§,COL,3,2012,Wrestling
"Lightweight, Freestyle, Women",,AZE,3,2012,Wrestling
"Lightweight, Greco-Roman, Men",Omid Norouzi,IRI,1,2012,Wrestling
"Lightweight, Greco-Roman, Men",,,1,2012,Wrestling
"Lightweight, Greco-Roman, Men",Revaz Lashkhi,GEO,2,2012,Wrestling
"Lightweight, Greco-Roman, Men",,,2,2012,Wrestling
"Lightweight, Greco-Roman, Men",Ryutaro MatsumotoZaur Kuramagomedov,JPN,3,2012,Wrestling
"Lightweight, Greco-Roman, Men",,RUS,3,2012,Wrestling
"Middleweight, Freestyle, Men",Jordan Burroughs,USA,1,2012,Wrestling
"Middleweight, Freestyle, Men",,,1,2012,Wrestling
"Middleweight, Freestyle, Men",Sadegh Goudarzi,IRI,2,2012,Wrestling
"Middleweight, Freestyle, Men",,,2,2012,Wrestling
"Middleweight, Freestyle, Men",Denis TsargushGÃ¡bor Hatos,RUS,3,2012,Wrestling
"Middleweight, Freestyle, Men",,HUN,3,2012,Wrestling
"Middleweight, Freestyle, Women",Kaori Icho,JPN,1,2012,Wrestling
"Middleweight, Freestyle, Women",,,1,2012,Wrestling
"Middleweight, Freestyle, Women",Jing Ruixue,CHN,2,2012,Wrestling
"Middleweight, Freestyle, Women",,,2,2012,Wrestling
"Middleweight, Freestyle, Women",Soronzonboldyn BattsetsegLyubov Volosova,MGL,3,2012,Wrestling
"Middleweight, Freestyle, Women",,RUS,3,2012,Wrestling
"Middleweight, Greco-Roman, Men",Roman Vlasov,RUS,1,2012,Wrestling
"Middleweight, Greco-Roman, Men",,,1,2012,Wrestling
"Middleweight, Greco-Roman, Men",Arsen Julfalakyan,ARM,2,2012,Wrestling
"Middleweight, Greco-Roman, Men",,,2,2012,Wrestling
"Middleweight, Greco-Roman, Men",Emin ÆhmÉdovAleksandras KazakeviÄius,AZE,3,2012,Wrestling
"Middleweight, Greco-Roman, Men",,LTU,3,2012,Wrestling
"Super-Heavyweight, Freestyle, Men",Komeil GhasemiBilyal Makhov,IRI,1,2012,Wrestling
"Super-Heavyweight, Freestyle, Men",,RUS,1,2012,Wrestling
"Super-Heavyweight, Freestyle, Men",,,1,2012,Wrestling
"Super-Heavyweight, Freestyle, Men",,,2,2012,Wrestling
"Super-Heavyweight, Freestyle, Men",,,2,2012,Wrestling
"Super-Heavyweight, Freestyle, Men",0,0,2,2012,Wrestling
"Super-Heavyweight, Freestyle, Men",Tervel DlagnevDaulet Shabanbay,USA,3,2012,Wrestling
"Super-Heavyweight, Freestyle, Men",,,3,2012,Wrestling
"Super-Heavyweight, Freestyle, Men",,KAZ,3,2012,Wrestling
"Super-Heavyweight, Greco-Roman, Men",MijaÃ­n LÃ³pez,CUB,1,2012,Wrestling
"Super-Heavyweight, Greco-Roman, Men",,,1,2012,Wrestling
"Super-Heavyweight, Greco-Roman, Men",Heiki Nabi,EST,2,2012,Wrestling
"Super-Heavyweight, Greco-Roman, Men",,,2,2012,Wrestling
"Super-Heavyweight, Greco-Roman, Men",Johan EurÃ©nRÄ±za Kayaalp,SWE,3,2012,Wrestling
"Super-Heavyweight, Greco-Roman, Men",,TUR,3,2012,Wrestling
"Welterweight, Freestyle, Men",Tatsuhiro Yonemitsu,JPN,1,2012,Wrestling
"Welterweight, Freestyle, Men",Tatsuhiro Yonemitsu,,1,2012,Wrestling
"Welterweight, Freestyle, Men",Sushil Kumar,IND,2,2012,Wrestling
"Welterweight, Freestyle, Men",,,2,2012,Wrestling
"Welterweight, Freestyle, Men",Akzhurek TanatarovLivÃ¡n LÃ³pez,KAZ,3,2012,Wrestling
"Welterweight, Freestyle, Men",,CUB,3,2012,Wrestling
"Welterweight, Greco-Roman, Men",Kim Hyeon-U,KOR,1,2012,Wrestling
"Welterweight, Greco-Roman, Men",,,1,2012,Wrestling
"Welterweight, Greco-Roman, Men",TamÃ¡s LÅrincz,HUN,2,2012,Wrestling
"Welterweight, Greco-Roman, Men",,,2,2012,Wrestling
"Welterweight, Greco-Roman, Men",Steeve GuÃ©notManuchar Tskhadaia,FRA,3,2012,Wrestling
"Welterweight, Greco-Roman, Men",,GEO,3,2012,Wrestling
"Individual, Men",Gu Bon-Chan,KOR,1,2016,Archery
"Individual, Men",Jean-Charles Valladont,FRA,2,2016,Archery
"Individual, Men",Brady Ellison,USA,3,2016,Archery
"Individual, Women",Jang Hye-Jin,KOR,1,2016,Archery
"Individual, Women",Lisa Unruh,GER,2,2016,Archery
"Individual, Women",Gi Bo-Bae,KOR,3,2016,Archery
"Team, Men",Republic of Korea,KOR,1,2016,Archery
"Team, Men",United States,USA,2,2016,Archery
"Team, Men",Australia,AUS,3,2016,Archery
"Team, Women",Republic of Korea,KOR,1,2016,Archery
"Team, Women",Russian Federation,RUS,2,2016,Archery
"Team, Women",Chinese Taipei,TPE,3,2016,Archery
"Balance Beam, Women",Sanne Wevers,NED,1,2016,Artistic Gymnastics
"Balance Beam, Women",Laurie Hernandez,USA,2,2016,Artistic Gymnastics
"Balance Beam, Women",Simone Biles,USA,3,2016,Artistic Gymnastics
"Floor Exercise, Men",Max Whitlock,GBR,1,2016,Artistic Gymnastics
"Floor Exercise, Men",Diego HypÃ³lito,BRA,2,2016,Artistic Gymnastics
"Floor Exercise, Men",Arthur Mariano,BRA,3,2016,Artistic Gymnastics
"Floor Exercise, Women",Simone Biles,USA,1,2016,Artistic Gymnastics
"Floor Exercise, Women",Aly Raisman,USA,2,2016,Artistic Gymnastics
"Floor Exercise, Women",Amy Tinkler,GBR,3,2016,Artistic Gymnastics
"Horizontal Bar, Men",Fabian HambÃ¼chen,GER,1,2016,Artistic Gymnastics
"Horizontal Bar, Men",Danell Leyva,USA,2,2016,Artistic Gymnastics
"Horizontal Bar, Men",Nile Wilson,GBR,3,2016,Artistic Gymnastics
"Horse Vault, Men",Ri Se-Gwang,PRK,1,2016,Artistic Gymnastics
"Horse Vault, Men",Denis Ablyazin,RUS,2,2016,Artistic Gymnastics
"Horse Vault, Men",Kenzo Shirai,JPN,3,2016,Artistic Gymnastics
"Horse Vault, Women",Simone Biles,USA,1,2016,Artistic Gymnastics
"Horse Vault, Women",Mariya Paseka,RUS,2,2016,Artistic Gymnastics
"Horse Vault, Women",Giulia Steingruber,SUI,3,2016,Artistic Gymnastics
"Individual All-Around, Men",Kohei Uchimura,JPN,1,2016,Artistic Gymnastics
"Individual All-Around, Men",Oleh Verniaiev,UKR,2,2016,Artistic Gymnastics
"Individual All-Around, Men",Max Whitlock,GBR,3,2016,Artistic Gymnastics
"Individual All-Around, Women",Simone Biles,USA,1,2016,Artistic Gymnastics
"Individual All-Around, Women",Aly Raisman,USA,2,2016,Artistic Gymnastics
"Individual All-Around, Women",Aliya Mustafina,RUS,3,2016,Artistic Gymnastics
"Parallel Bars, Men",Oleh Verniaiev,UKR,1,2016,Artistic Gymnastics
"Parallel Bars, Men",Danell Leyva,USA,2,2016,Artistic Gymnastics
"Parallel Bars, Men",David Belyavsky,RUS,3,2016,Artistic Gymnastics
