Country_x,Country Code,Gold,Silver,Bronze,Total,Year,Host_City,Host_Country,GDP,Country_y,Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020
Australia,AUS,8,7,2,17,1972,Munich,DEU,51967289720,Australia,South,East,4913.860856,14055.77408,9451.196419,13465.23217,8731.68456,15352.68274,5148.457275,9600.139656,13601.02612,149.5349657,8495.174416,5456.561157,10092.5908,10526.41725,4913.860856
Greece,GRC,0,2,0,2,1972,Munich,DEU,16885511364,Greece,North,East,6345.328465,6810.891865,975.5308696,5434.583731,1447.592636,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0,5065.428159,1597.437237,5536.760728,6345.328465
Bulgaria,BGR,6,10,5,21,1972,Munich,DEU,0,Bulgaria,North,East,6375.306752,6867.582742,746.1045184,5396.946733,1183.851472,7744.343588,5651.319682,1150.565063,5905.006345,8751.145986,336.3297301,5081.741124,1410.485748,5785.377927,6375.306752
Switzerland,CHE,0,3,0,3,1972,Munich,DEU,0,Switzerland,North,East,7266.357867,6107.655201,258.5672781,4524.212451,1752.428395,6907.624089,6540.694834,453.4240889,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867
Canada,CAN,0,2,3,5,1972,Munich,DEU,1.13083E+11,Canada,North,West,11761.45096,2215.276999,4754.326022,17.85869536,6197.178624,2462.817034,11038.50466,4244.864848,933.6493084,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
India,IND,0,0,1,1,1972,Munich,DEU,71463193830,India,North,East,3450.654954,9642.938962,3830.183598,8420.785316,2865.1176,10674.39927,2765.282337,4190.254101,8826.80147,5899.440123,2998.497325,2268.419035,4502.711561,7460.785766,3450.654954
Colombia,COL,0,1,2,3,1972,Munich,DEU,8671358733,Colombia,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068
Belgium,BEL,0,2,0,2,1972,Munich,DEU,37209418019,Belgium,North,East,7465.484676,6040.287639,434.360945,4369.683402,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.8764718,5688.273316,7465.484676
Japan,JPN,13,8,8,29,1972,Munich,DEU,3.18031E+11,,North,East,0,13085.252,7045.276098,11770.5309,5749.743872,14081.24317,726.745582,7516.740596,12233.30886,4840.279356,6345.328465,1307.919095,7703.968961,10769.55288,0
Mongolia,MNG,0,1,0,1,1972,Munich,DEU,0,,,,,,,,,,,,,,,,,,
Lebanon,LBN,0,1,0,1,1972,Munich,DEU,0,Lebanon,North,East,5698.895203,7405.095953,1641.637932,6110.127458,1516.575796,8383.906777,4985.800755,1888.973336,6535.637629,7853.243675,704.7795702,4436.084209,2289.322359,5790.279213,5698.895203
Iran,IRN,0,2,1,3,1972,Munich,DEU,17153463263,Iran,North,East,4823.938424,8287.941294,2339.062511,6961.793767,1576.846874,9257.380845,4107.946907,2713.733005,7409.591644,7254.599739,1527.219054,3554.869761,3011.220363,6543.354447,4823.938424
North Korea,PRK,1,1,3,5,1972,Munich,DEU,0,North Korea,North,East,818.0765882,12328.86427,6240.433449,10976.41656,4932.966251,13301.83066,139.2035301,6724.770867,11455.00145,5229.235973,5561.440052,497.8727621,6896.2761,10144.60384,818.0765882
Ethiopia,ETH,0,0,2,2,1972,Munich,DEU,0,Ethiopia,North,East,5825.236731,7541.375715,3071.432443,6713.587097,3204.202646,8726.251177,5190.225418,2984.306758,6919.135525,6832.509437,2133.215973,4740.553289,3598.175808,4969.84163,5825.236731
Tunisia,TUN,0,1,0,1,1972,Munich,DEU,2237476420,Tunisia,North,East,7073.110304,6081.175102,807.160439,4719.165454,1980.343453,7009.948678,6355.139766,549.3528617,5163.187887,9106.520305,732.7093684,5796.335708,1165.784777,5026.626254,7073.110304
Argentina,ARG,0,1,0,1,1972,Munich,DEU,34733000536,Argentina,South,West,11979.01152,4384.369678,7015.770065,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431,11533.28485,6837.56043,10951.96318,6877.436486,1303.080956,11979.01152
Poland,POL,7,5,9,21,1972,Munich,DEU,0,Poland,North,East,6576.973455,6939.959522,583.3806667,5292.530216,921.6337616,7704.178945,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.557363,6251.798635,6576.973455
United Kingdom,GBR,4,5,9,18,1972,Munich,DEU,1.69965E+11,United Kingdom,North,West,7703.968961,5845.682904,672.7454291,4143.169369,2061.448482,6562.775491,6977.307506,698.5270459,4762.576734,10138.65589,1597.437237,6399.345926,0,5639.574982,7703.968961
Austria,AUT,0,1,2,3,1972,Munich,DEU,22059612477,Austria,North,East,6793.721355,6605.111663,253.3477585,5014.993429,1259.691378,7405.428284,6067.31086,896.7318071,5582.07332,9291.326525,827.7513878,5490.842169,916.0407101,5876.69563,6793.721355
Germany,DEU,13,11,16,40,1972,Munich,DEU,2.99802E+11,Germany,North,East,6996.068785,6545.682423,301.1745652,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867,6034.938596,6996.068785
Spain,ESP,0,0,1,1,1972,Munich,DEU,59132415221,Spain,North,West,7819.620505,5420.702243,984.7989516,3954.379329,2462.222497,6282.117102,7098.16938,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
Netherlands,NLD,3,1,1,5,1972,Munich,DEU,54706557264,Netherlands,North,East,7464.868875,6100.454387,476.857991,4398.587044,1805.151258,6820.142453,6738.124602,759.0711687,5020.216004,9971.22218,1445.327934,6159.095349,257.7032749,5802.288098,7464.868875
Cuba,CUB,3,1,4,8,1972,Munich,DEU,8135150892,Cuba,North,West,12145.25931,959.7442546,5405.504836,1589.019027,6900.018534,2107.325425,11438.33193,4777.760803,745.7027539,13337.29637,5856.225524,10893.17319,4892.460575,3823.071369,12145.25931
Czech Republic,CZE,2,4,2,8,1972,Munich,DEU,0,Czech Republic,North,East,6919.883139,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297,5615.044697,784.3676487,5929.78558,6919.883139
Hungary,HUN,6,13,16,35,1972,Munich,DEU,0,Hungary,North,East,6633.310595,6735.868911,412.0573183,5167.728171,1146.897866,7551.497706,5907.045601,1007.55419,5724.574891,9134.012281,711.9441677,5331.207495,1080.010402,5916.371169,6633.310595
Kenya,KEN,2,3,4,9,1972,Munich,DEU,2107279157,Kenya,South,East,6180.346418,7534.91925,3663.960524,6913.67838,3907.068774,8790.313582,5586.393433,3483.27501,7025.59752,6658.214324,2766.641737,5180.772477,4137.111253,4600.32871,6180.346418
New Zealand,NZL,1,1,1,3,1972,Munich,DEU,9567331065,New Zealand,South,East,5633.175948,15503.5678,10817.74758,14901.59198,10022.90373,16800.39824,6014.854576,10995.36704,15046.35597,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
Nigeria,NGA,0,0,1,1,1972,Munich,DEU,12274416018,Nigeria,North,East,7455.2043,5852.586799,2707.220472,5177.672048,3597.034241,7069.267805,6793.105494,2249.106833,5289.456754,8396.028256,2156.816829,6306.356951,2946.992593,3530.265723,7455.2043
Bulgaria,BGR,6,9,7,22,1976,Montreal,CAN,0,Bulgaria,North,East,6375.306752,6867.582742,746.1045184,5396.946733,1183.851472,7744.343588,5651.319682,1150.565063,5905.006345,8751.145986,336.3297301,5081.741124,1410.485748,5785.377927,6375.306752
Canada,CAN,0,5,6,11,1976,Montreal,CAN,2.06576E+11,Canada,North,West,11761.45096,2215.276999,4754.326022,17.85869536,6197.178624,2462.817034,11038.50466,4244.864848,933.6493084,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
Romania,ROU,4,9,14,27,1976,Montreal,CAN,0,Romania,North,East,6228.097396,7051.390932,836.5549451,5551.830735,986.0993251,7912.450468,5502.835655,1321.603461,6076.26716,8702.45026,483.5920645,4930.228611,1509.274895,5982.617879,6228.097396
South Korea,KOR,1,1,4,6,1976,Montreal,CAN,29902479339,South Korea,North,East,726.745582,12380.98084,6318.972954,11047.48495,5025.941222,13364.69711,0,6794.252899,11517.21381,5093.35796,5626.014846,583.2324219,6977.307506,10153.1711,726.745582
Trinidad and Tobago,TTO,1,0,0,1,1976,Montreal,CAN,2500410584,,,,,,,,,,,,,,,,,,
Germany,DEU,10,12,17,39,1976,Montreal,CAN,5.19754E+11,Germany,North,East,6996.068785,6545.682423,301.1745652,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867,6034.938596,6996.068785
Netherlands,NLD,0,2,3,5,1976,Montreal,CAN,1.09169E+11,Netherlands,North,East,7464.868875,6100.454387,476.857991,4398.587044,1805.151258,6820.142453,6738.124602,759.0711687,5020.216004,9971.22218,1445.327934,6159.095349,257.7032749,5802.288098,7464.868875
Jamaica,JAM,1,1,0,2,1976,Montreal,CAN,2966010230,Jamaica,North,West,11864.67244,1236.734863,5239.56893,1898.1793,6731.907691,2533.832026,11163.59644,4588.574072,1169.020544,12937.85528,5622.544845,10625.97286,4766.776959,3358.553399,11864.67244
Thailand,THA,0,0,1,1,1976,Montreal,CAN,16985211146,Thailand,North,East,2639.858405,10894.46673,5403.220327,9853.859942,4495.759578,12016.64593,2181.014183,5694.182572,10180.8894,4288.053365,4513.761544,1999.226818,6071.491062,8225.412151,2639.858405
Austria,AUT,0,0,1,1,1976,Montreal,CAN,42959976222,Austria,North,East,6793.721355,6605.111663,253.3477585,5014.993429,1259.691378,7405.428284,6067.31086,896.7318071,5582.07332,9291.326525,827.7513878,5490.842169,916.0407101,5876.69563,6793.721355
Iran,IRN,0,1,1,2,1976,Montreal,CAN,68055295081,Iran,North,East,4823.938424,8287.941294,2339.062511,6961.793767,1576.846874,9257.380845,4107.946907,2713.733005,7409.591644,7254.599739,1527.219054,3554.869761,3011.220363,6543.354447,4823.938424
Mongolia,MNG,0,1,0,1,1976,Montreal,CAN,0,,,,,,,,,,,,,,,,,,
United States,USA,34,35,25,94,1976,Montreal,CAN,1.87341E+12,United States,North,West,11833.78191,1869.600659,4870.776436,393.7513086,6335.992081,2286.644968,11113.64006,4324.97978,585.3087828,13461.12519,5488.563128,10549.84124,4276.178945,4712.161285,11833.78191
Finland,FIN,4,2,0,6,1976,Montreal,CAN,31849513771,Finland,North,East,6482.014653,7342.902147,1107.26077,5585.00046,746.7650967,8027.166633,5760.047999,1798.184727,6245.868187,9463.102949,1559.687466,5176.841428,1497.672561,6834.621887,6482.014653
United Kingdom,GBR,3,5,5,13,1976,Montreal,CAN,2.32615E+11,United Kingdom,North,West,7703.968961,5845.682904,672.7454291,4143.169369,2061.448482,6562.775491,6977.307506,698.5270459,4762.576734,10138.65589,1597.437237,6399.345926,0,5639.574982,7703.968961
Russia,RUS,49,41,35,125,1976,Montreal,CAN,0,Russia,North,East,5749.743872,7858.834811,1494.716181,6203.539526,0,8622.58711,5025.941222,2151.918173,6813.557769,8753.948266,1447.592636,4442.798842,2061.448482,6968.657073,5749.743872
Japan,JPN,9,6,10,25,1976,Montreal,CAN,5.86162E+11,,North,East,0,13085.252,7045.276098,11770.5309,5749.743872,14081.24317,726.745582,7516.740596,12233.30886,4840.279356,6345.328465,1307.919095,7703.968961,10769.55288,0
Germany,DEU,40,25,25,90,1976,Montreal,CAN,5.19754E+11,Germany,North,East,6996.068785,6545.682423,301.1745652,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867,6034.938596,6996.068785
North Korea,PRK,1,1,0,2,1976,Montreal,CAN,0,North Korea,North,East,818.0765882,12328.86427,6240.433449,10976.41656,4932.966251,13301.83066,139.2035301,6724.770867,11455.00145,5229.235973,5561.440052,497.8727621,6896.2761,10144.60384,818.0765882
Sweden,SWE,4,1,0,5,1976,Montreal,CAN,89362071673,Sweden,North,East,6835.886355,6965.445894,840.4798442,5197.250774,1086.142946,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
New Zealand,NZL,2,1,1,4,1976,Montreal,CAN,13604832424,New Zealand,South,East,5633.175948,15503.5678,10817.74758,14901.59198,10022.90373,16800.39824,6014.854576,10995.36704,15046.35597,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
Belgium,BEL,0,3,3,6,1976,Montreal,CAN,71113882968,Belgium,North,East,7465.484676,6040.287639,434.360945,4369.683402,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.8764718,5688.273316,7465.484676
Italy,ITA,2,7,4,13,1976,Montreal,CAN,2.24717E+11,Italy,North,East,6965.601489,6274.19585,457.0470028,4804.931403,1671.339599,7145.651673,6242.692758,552.6489258,5306.023586,9198.202937,668.2934621,5675.147349,955.5483159,5380.124554,6965.601489
Bermuda,BMU,0,0,1,1,1976,Montreal,CAN,386300000,,,,,,,,,,,,,,,,,,
Denmark,DNK,1,0,2,3,1976,Montreal,CAN,44575892473,Denmark,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.548789,7280.410025,6357.022542,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967
Puerto Rico,PRI,0,0,1,1,1976,Montreal,CAN,8968600000,Puerto Rico,North,West,11296.29467,1804.554884,4713.806552,1948.489108,6201.888604,3049.241972,10595.99547,4052.786435,1462.857094,12397.19606,5066.4853,10059.5769,4266.579657,3104.986211,11296.29467
Brazil,BRA,0,0,2,2,1976,Montreal,CAN,1.52678E+11,Brazil,South,West,10813.30687,3693.901245,5448.606277,4476.475126,6740.502771,5154.81836,10177.04931,4770.980821,3947.154167,10926.30828,5332.087331,9713.367679,5290.56266,566.3305179,10813.30687
Pakistan,PAK,0,0,1,1,1976,Montreal,CAN,13168080808,Pakistan,North,East,3637.034033,9453.034885,3509.592327,8160.205178,2474.85735,10447.26027,2928.095499,3911.822101,8598.987912,6303.435514,2725.64684,2391.214242,4181.826383,7442.963227,3637.034033
Venezuela,VEN,0,1,0,1,1976,Montreal,CAN,31419534884,Venezuela,North,West,11393.90381,1880.336481,5001.499562,2478.228765,6472.067202,3263.545939,10704.02322,4322.067839,1888.620258,12274.09993,5262.688568,10180.21662,4605.444286,2623.070951,11393.90381
Poland,POL,7,6,13,26,1976,Montreal,CAN,0,Poland,North,East,6576.973455,6939.959522,583.3806667,5292.530216,921.6337616,7704.178945,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.557363,6251.798635,6576.973455
Yugoslavia,YUG,2,3,3,8,1976,Montreal,CAN,,,,,,,,,,,,,,,,,,,
Mexico,MEX,1,0,1,2,1976,Montreal,CAN,89025974026,Mexico,North,West,13085.252,0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.98813,6810.891865,11838.94405,5845.682904,4215.212132,13085.252
Australia,AUS,0,1,4,5,1976,Montreal,CAN,1.04921E+11,Australia,South,East,4913.860856,14055.77408,9451.196419,13465.23217,8731.68456,15352.68274,5148.457275,9600.139656,13601.02612,149.5349657,8495.174416,5456.561157,10092.5908,10526.41725,4913.860856
Hungary,HUN,4,5,13,22,1976,Montreal,CAN,0,Hungary,North,East,6633.310595,6735.868911,412.0573183,5167.728171,1146.897866,7551.497706,5907.045601,1007.55419,5724.574891,9134.012281,711.9441677,5331.207495,1080.010402,5916.371169,6633.310595
Czech Republic,CZE,2,2,4,8,1976,Montreal,CAN,0,Czech Republic,North,East,6919.883139,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297,5615.044697,784.3676487,5929.78558,6919.883139
Portugal,PRT,0,2,0,2,1976,Montreal,CAN,20332831565,Portugal,North,West,8123.950193,5089.808385,1313.294218,3661.993235,2795.165071,5966.667892,7404.156141,648.5692576,4123.443749,10074.42094,1778.72057,6841.824291,1020.472164,4622.586205,8123.950193
France,FRA,2,3,4,9,1976,Montreal,CAN,3.72319E+11,France,North,East,7556.722473,5888.888745,512.7500361,4251.284526,1978.195758,6651.180373,6830.559027,490.5927345,4836.118307,9924.52168,1383.900092,6254.959901,232.4547227,5514.953898,7556.722473
Cuba,CUB,6,4,3,13,1976,Montreal,CAN,13789579903,Cuba,North,West,12145.25931,959.7442546,5405.504836,1589.019027,6900.018534,2107.325425,11438.33193,4777.760803,745.7027539,13337.29637,5856.225524,10893.17319,4892.460575,3823.071369,12145.25931
Spain,ESP,0,2,0,2,1976,Montreal,CAN,1.18507E+11,Spain,North,West,7819.620505,5420.702243,984.7989516,3954.379329,2462.222497,6282.117102,7098.16938,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
Norway,NOR,1,1,0,2,1976,Montreal,CAN,35942270686,Norway,North,East,7244.041585,6597.650799,789.7038605,4795.701101,1495.737142,7243.423025,6519.505523,1332.100898,5475.721879,10030.82783,1674.107286,5936.572968,804.9982622,6398.772343,7244.041585
Switzerland,CHE,1,1,2,4,1976,Montreal,CAN,0,Switzerland,North,East,7266.357867,6107.655201,258.5672781,4524.212451,1752.428395,6907.624089,6540.694834,453.4240889,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867
Venezuela,VEN,0,1,0,1,1980,Moscow,RUS,59116511628,Venezuela,North,West,11393.90381,1880.336481,5001.499562,2478.228765,6472.067202,3263.545939,10704.02322,4322.067839,1888.620258,12274.09993,5262.688568,10180.21662,4605.444286,2623.070951,11393.90381
Jamaica,JAM,0,0,3,3,1980,Moscow,RUS,2679409453,Jamaica,North,West,11864.67244,1236.734863,5239.56893,1898.1793,6731.907691,2533.832026,11163.59644,4588.574072,1169.020544,12937.85528,5622.544845,10625.97286,4766.776959,3358.553399,11864.67244
Bulgaria,BGR,8,16,17,41,1980,Moscow,RUS,19839230769,Bulgaria,North,East,6375.306752,6867.582742,746.1045184,5396.946733,1183.851472,7744.343588,5651.319682,1150.565063,5905.006345,8751.145986,336.3297301,5081.741124,1410.485748,5785.377927,6375.306752
Russia,RUS,80,69,46,195,1980,Moscow,RUS,0,Russia,North,East,5749.743872,7858.834811,1494.716181,6203.539526,0,8622.58711,5025.941222,2151.918173,6813.557769,8753.948266,1447.592636,4442.798842,2061.448482,6968.657073,5749.743872
India,IND,1,0,0,1,1980,Moscow,RUS,1.86325E+11,India,North,East,3450.654954,9642.938962,3830.183598,8420.785316,2865.1176,10674.39927,2765.282337,4190.254101,8826.80147,5899.440123,2998.497325,2268.419035,4502.711561,7460.785766,3450.654954
Brazil,BRA,2,0,2,4,1980,Moscow,RUS,2.35025E+11,Brazil,South,West,10813.30687,3693.901245,5448.606277,4476.475126,6740.502771,5154.81836,10177.04931,4770.980821,3947.154167,10926.30828,5332.087331,9713.367679,5290.56266,566.3305179,10813.30687
Italy,ITA,8,3,4,15,1980,Moscow,RUS,4.77257E+11,Italy,North,East,6965.601489,6274.19585,457.0470028,4804.931403,1671.339599,7145.651673,6242.692758,552.6489258,5306.023586,9198.202937,668.2934621,5675.147349,955.5483159,5380.124554,6965.601489
Spain,ESP,1,3,2,6,1980,Moscow,RUS,2.32767E+11,Spain,North,West,7819.620505,5420.702243,984.7989516,3954.379329,2462.222497,6282.117102,7098.16938,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
Netherlands,NLD,0,1,2,3,1980,Moscow,RUS,1.95152E+11,Netherlands,North,East,7464.868875,6100.454387,476.857991,4398.587044,1805.151258,6820.142453,6738.124602,759.0711687,5020.216004,9971.22218,1445.327934,6159.095349,257.7032749,5802.288098,7464.868875
Uganda,UGA,0,1,0,1,1980,Moscow,RUS,1244610000,Uganda,North,East,6352.026956,7293.2373,3495.969768,6667.727509,3822.208406,8544.891933,5745.464452,3283.89048,6778.799738,6904.98198,2623.993206,5325.133877,3947.281776,4418.435536,6352.026956
Belgium,BEL,1,0,0,1,1980,Moscow,RUS,1.26829E+11,Belgium,North,East,7465.484676,6040.287639,434.360945,4369.683402,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.8764718,5688.273316,7465.484676
Cuba,CUB,8,7,5,20,1980,Moscow,RUS,19912889861,Cuba,North,West,12145.25931,959.7442546,5405.504836,1589.019027,6900.018534,2107.325425,11438.33193,4777.760803,745.7027539,13337.29637,5856.225524,10893.17319,4892.460575,3823.071369,12145.25931
Switzerland,CHE,2,0,0,2,1980,Moscow,RUS,1.22661E+11,Switzerland,North,East,7266.357867,6107.655201,258.5672781,4524.212451,1752.428395,6907.624089,6540.694834,453.4240889,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867
Poland,POL,3,14,15,32,1980,Moscow,RUS,0,Poland,North,East,6576.973455,6939.959522,583.3806667,5292.530216,921.6337616,7704.178945,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.557363,6251.798635,6576.973455
Sweden,SWE,3,3,6,12,1980,Moscow,RUS,1.42092E+11,Sweden,North,East,6835.886355,6965.445894,840.4798442,5197.250774,1086.142946,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
Romania,ROU,6,6,13,25,1980,Moscow,RUS,0,Romania,North,East,6228.097396,7051.390932,836.5549451,5551.830735,986.0993251,7912.450468,5502.835655,1321.603461,6076.26716,8702.45026,483.5920645,4930.228611,1509.274895,5982.617879,6228.097396
Ireland,IRL,0,1,1,2,1980,Moscow,RUS,21751265577,Ireland,North,West,8052.048537,5591.358463,1029.328577,3827.483511,2380.123695,6261.276638,7325.311382,933.5597391,4477.958742,10484.38373,1943.408303,6746.474883,356.6840144,5627.79411,8052.048537
