Country,Capital,GDP (Billions),Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020,Year,Value
Argentina,Buenos Aires,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152,2011.0,797263.882
Argentina,Buenos Aires,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152,2012.0,819697.902
Argentina,Buenos Aires,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152,2013.0,849616.0
Argentina,Buenos Aires,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152,2014.0,839896.688
Argentina,Buenos Aires,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152,2015.0,867176.7590000001
Argentina,Buenos Aires,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152,2016.0,885227.5290000001
Argentina,Buenos Aires,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152,2017.0,1039330.5920000001
Argentina,Buenos Aires,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152,2018.0,1036982.075
Argentina,Buenos Aires,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152,2019.0,1033454.9090000001
Argentina,Buenos Aires,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152,2020.0,942366.94
