Country,Capital,GDP (Billions),Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020,Year,Value
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2007.0,53297.55
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2008.0,56911.82
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2009.0,56779.592000000004
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2010.0,60553.221
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2011.0,64567.752
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2012.0,69073.803
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2013.0,73210.057
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2014.0,79269.13
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2015.0,85240.084
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2016.0,93454.856
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2017.0,100716.90699999999
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2018.0,104960.285
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2019.0,109998.851
Costa Rica,San Jose,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496,2020.0,107138.476
Cote d'Ivoire,Yamoussoukro,,North,West,8159.657354000001,5203.020638,3015.860661,4692.579355,4099.060246999999,6459.86403,7497.111465000001,2441.220472,4716.685728,8981.020009,2654.338699,7008.430955,3108.6252719999998,2901.725866,8159.657354000001,,
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,1995.0,36940.428
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,1996.0,39758.817
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,1997.0,42933.08
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,1998.0,44512.66
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,1999.0,44528.501
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2000.0,47307.968
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2001.0,49665.514
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2002.0,54408.765
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2003.0,58310.012
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2004.0,62559.614
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2005.0,65947.589
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2006.0,75104.328
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2007.0,83268.104
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2008.0,89507.429
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2009.0,86145.14
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2010.0,85111.87400000001
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2011.0,89055.653
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2012.0,90338.799
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2013.0,92861.599
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2014.0,93502.185
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2015.0,96704.418
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2016.0,103842.68199999999
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2017.0,110537.90800000001
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2018.0,116725.695
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2019.0,122956.837
Croatia,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2020.0,115781.94
Cuba,Havana,100.0,North,West,12145.25931,959.7442546,5405.504836,1589.019027,6900.018534000001,2107.325425,11438.33193,4777.760803,745.7027539,13337.29637,5856.225524,10893.173190000001,4892.460575,3823.071369,12145.25931,,
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,1995.0,11100.311000000002
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,1996.0,11425.636999999999
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,1997.0,11922.442
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,1998.0,12737.423999999999
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,1999.0,13502.027
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2000.0,14781.223
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2001.0,16045.639
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2002.0,16716.211
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2003.0,17422.376
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2004.0,18871.484
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2005.0,20504.176
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2006.0,22510.259
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2007.0,25193.792999999998
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2008.0,27398.527000000002
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2009.0,27400.308999999997
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2010.0,27744.148999999998
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2011.0,28345.721
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2012.0,27503.333
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2013.0,26181.605
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2014.0,25643.656000000003
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2015.0,26968.66
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2016.0,30416.939
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2017.0,32705.482000000004
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2018.0,35217.357
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2019.0,36614.189
Cyprus,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843,2020.0,34385.469
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,1990.0,131987.38199999998
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,1991.0,120602.183
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,1992.0,122725.773
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,1993.0,125711.26400000001
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,1994.0,132131.10199999998
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,1995.0,142784.042
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,1996.0,151155.62300000002
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,1997.0,152702.018
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,1998.0,154180.022
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,1999.0,158333.514
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2000.0,166568.303
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2001.0,180105.22600000002
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2002.0,186119.94600000003
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2003.0,198965.796
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2004.0,213269.646
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2005.0,225620.78100000002
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2006.0,244624.887
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2007.0,270349.144
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2008.0,290503.947
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2009.0,290152.86100000003
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2010.0,292270.175
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2011.0,304400.914
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2012.0,307490.19899999996
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2013.0,324029.978
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2014.0,342099.83700000006
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2015.0,357503.881
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2016.0,381420.335
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2017.0,411327.86
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2018.0,437252.42600000004
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2019.0,458949.665
Czech Republic,Prague,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005,2020.0,446544.295
Democratic Republic of the Congo,Kinshasa,,South,East,7333.531772,6443.617071,3616.7164549999998,6024.566229999999,4290.624211,7746.553994,6720.5995299999995,3224.55554,6032.807654,7705.799718000001,2918.307461,6289.179747,3922.44348,3436.021442,7333.531772,,
Denmark,Copenhagen,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967,1966.0,16625.045
Denmark,Copenhagen,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967,1967.0,17777.523
Denmark,Copenhagen,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967,1968.0,19448.084
Denmark,Copenhagen,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967,1969.0,21893.14
Denmark,Copenhagen,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967,1970.0,20927.918999999998
Denmark,Copenhagen,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967,1971.0,22649.551
Denmark,Copenhagen,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967,1972.0,24557.097
Denmark,Copenhagen,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967,1973.0,26962.985
