Country,Country_Code,Capital,2020 GDP (Billions),Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020,Year,Value
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1981,68528.285
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1982,73582.395
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1983,77772.817
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1984,83008.015
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1985,88220.892
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1986,95189.785
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1987,103009.869
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1988,111458.759
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1989,119941.139
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1990,165700.635
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1991,176082.271
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1992,187881.644
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1993,203347.607
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1994,219336.691
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1995,235861.379
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1996,243994.265
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1997,256130.449
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1998,260578.396
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,1999,250618.738
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2000,262804.16
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2001,273074.932
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2002,284339.865
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2003,300969.204
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2004,325554.521
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2005,351494.949
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2006,386455.856
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2007,423576.909
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2008,445994.474
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2009,454515.97
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2010,480479.224
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2011,524596.546
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2012,548251.361
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2013,585888.316
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2014,618792.732
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2015,624119.465
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2016,665398.39
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2017,693117.075
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2018,738255.957
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2019,786356.837
Colombia,COL,Bogota,323,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068,2020,741127.943
Comoros,COM,Moroni,,South,East,6189.380911,8049.251554,4455.434924,7578.859806,4623.545432,9353.817849,5657.036885,4275.133309,7629.279462,6099.859622,3546.658953,5316.305878,4931.414265,4780.055691,6189.380911,,
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,1991,17225.593
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,1992,19245.156
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,1993,21110.501
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,1994,22538.086
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,1995,23970.119
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,1996,24699.364
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,1997,26518.347
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,1998,28681.659
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,1999,30220.968
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2000,32084.564
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2001,33921.231
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2002,35611.118
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2003,37813.018
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2004,40514.992
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2005,43403.854
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2006,47971.068
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2007,53297.55
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2008,56911.82
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2009,56779.592
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2010,60553.221
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2011,64567.752
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2012,69073.803
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2013,73210.057
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2014,79269.13
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2015,85240.084
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2016,93454.856
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2017,100716.907
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2018,104960.285
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2019,109998.851
Costa Rica,CRI,San Jose,63.95,North,West,12344.75496,1058.91033,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.26561,5416.884059,3160.880263,12344.75496,2020,107138.476
Ivory Coast,CIV,Yamoussoukro,,North,West,8159.657354,5203.020638,3015.860661,4692.579355,4099.060247,6459.86403,7497.111465,2441.220472,4716.685728,8981.020009,2654.338699,7008.430955,3108.625272,2901.725866,8159.657354,,
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,1995,36940.428
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,1996,39758.817
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,1997,42933.08
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,1998,44512.66
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,1999,44528.501
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2000,47307.968
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2001,49665.514
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2002,54408.765
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2003,58310.012
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2004,62559.614
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2005,65947.589
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2006,75104.328
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2007,83268.104
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2008,89507.429
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2009,86145.14
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2010,85111.874
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2011,89055.653
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2012,90338.799
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2013,92861.599
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2014,93502.185
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2015,96704.418
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2016,103842.682
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2017,110537.908
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2018,116725.695
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2019,122956.837
Croatia,HRV,Zagreb,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556,2020,115781.94
Cuba,CUB,Havana,100,North,West,12145.25931,959.7442546,5405.504836,1589.019027,6900.018534,2107.325425,11438.33193,4777.760803,745.7027539,13337.29637,5856.225524,10893.17319,4892.460575,3823.071369,12145.25931,,
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,1995,11100.311
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,1996,11425.637
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,1997,11922.442
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,1998,12737.424
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,1999,13502.027
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2000,14781.223
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2001,16045.639
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2002,16716.211
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2003,17422.376
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2004,18871.484
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2005,20504.176
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2006,22510.259
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2007,25193.793
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2008,27398.527
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2009,27400.309
Cyprus,CYP,Nicosia,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.749585,1421.882739,8271.671294,5093.733042,1751.589299,6423.819406,8008.05527,561.2563154,4539.466353,2136.475573,5782.002294,5809.577843,2010,27744.149
