Country,Country_Code,Capital,2020 GDP (Billions),Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020,Year,Value
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2007,61625.453
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2008,66270.653
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2009,57343.818
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2010,62292.855
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2011,69297.819
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2012,73809.042
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2013,79034.188
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2014,82647.295
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2015,83761.504
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2016,88700.479
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2017,95492.278
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2018,101826.049
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2019,108314.8
Lithuania,LTU,Vilnius,54.64,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622,2020,108252.048
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1970,1840.853
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1971,1985.757
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1972,2208.285
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1973,2522.923
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1974,2865.794
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1975,2925.476
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1976,3164.698
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1977,3414.097
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1978,3803.149
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1979,4215.288
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1980,4634.704
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1981,5045.298
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1982,5417.611
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1983,5798.086
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1984,6378.93
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1985,6764.373
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1986,7589.552
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1987,8084.478
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1988,9078.001
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1989,10358.227
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1990,11317.649
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1991,12711.787
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1992,13238.059
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1993,14120.965
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1994,14973.574
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1995,16182.056
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1996,17105.366
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1997,17967.424
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1998,18854.742
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,1999,21794.066
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2000,24155.879
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2001,24679.32
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2002,26222.382
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2003,27117.641
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2004,29344.122
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2005,31733.102
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2006,36831.649
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2007,40300.663
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2008,42362.964
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2009,40978.43
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2010,43438.662
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2011,47690.506
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2012,48646.452
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2013,51940.087
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2014,56353.755
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2015,59081.017
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2016,64406.168
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2017,66973.383
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2018,70914.212
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2019,74996.716
Luxembourg,LUX,Luxembourg,71.1,North,East,7353.301012,6109.005213,311.5371204,4466.625124,1757.597683,6870.228313,6626.83999,590.7555175,5056.408292,9786.273947,1249.505852,6050.068661,362.2741719,5666.329273,7353.301012,2020,74835.804
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2007,30541.742
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2008,33333.025
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2009,32227.722
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2010,32809.07
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2011,34048.44
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2012,34699.876
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2013,35730.697
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2014,37125.674
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2015,37860.909
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2016,40437.411
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2017,40952.508
Madagascar,MDG,Antananarivo,14.19,South,East,6278.612532,8407.647396,4998.065779,8034.024336,5134.877977,9740.462397,5792.318917,4814.541306,8045.533417,5770.586311,4086.030776,5497.214207,5473.171039,4949.359533,6278.612532,2018,43476.259
Macedonia,MKD,Skopje,,North,East,6478.833172,6757.498969,676.9383042,5292.399399,1277.412783,7636.477163,5755.248185,1043.191547,5796.577308,8817.914736,328.4249736,5186.502307,1330.417707,5695.718277,6478.833172,,
Malawi,MWI,Lilongwe,10.86,South,East,6734.573219,7592.692181,4451.272001,7232.343625,4796.706343,8922.746591,6191.082724,4186.82161,7230.051023,6572.644286,3600.823936,5835.36941,4867.263959,4230.005325,6734.573219,,
Malaysia,MYS,Kuala Lumpur,365,North,East,3068.928163,11003.59076,5806.321073,10095.95352,5028.173734,12181.12622,2730.079047,6028.111825,10362.38216,3728.282398,4875.754316,2642.336283,6463.396977,8094.82091,3068.928163,,
Maldives,MDV,Male,5.64,North,East,4232.042909,9470.203092,4541.474764,8616.912129,4056.035987,10660.57581,3704.907552,4661.605406,8850.136162,4993.271829,3573.22227,3392.438244,5168.107666,6623.744776,4232.042909,,
Mali,MLI,Bamako,17.51,North,West,8196.882292,5020.9912,2681.951549,4362.123431,3854.637991,6226.553578,7519.185577,2073.51755,4447.955027,9236.115202,2428.945164,7012.748339,2723.343591,3114.207662,8196.882292,,
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,1995,5267.669
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,1996,5556.203
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,1997,5927.887
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,1998,6249.258
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,1999,6564.679
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2000,7163.381
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2001,7278.363
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2002,7760.932
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2003,8333.524
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2004,8638.259
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2005,9008.166
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2006,9439.497
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2007,10179.831
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2008,10858.152
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2009,11000.439
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2010,11914.869
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2011,12060.601
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2012,12703.265
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2013,13757.008
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2014,14924.522
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2015,16669.497
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2016,18125.365
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2017,19979.612
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2018,21570.029
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2019,23569.024
Malta,MLT,Valletta,15.22,North,East,6843.570818,6293.991858,882.0853969,4955.334973,1862.746013,7237.960208,6126.791376,776.0769877,5390.435166,8877.445397,519.0409865,5570.070452,1343.98315,5110.293248,6843.570818,2020,22184.393
Martinique,MTQ,Fort-de-France,,North,West,11054.89781,2105.817859,4598.445471,2290.820556,6073.390999,3406.834565,10360.32802,3922.013097,1848.833219,12056.1542,4882.9431,9831.078529,4195.211198,2750.117363,11054.89781,,
Mauritania,MRT,Nouakchott,7.59,South,East,5918.633204,8959.651355,5329.363083,8550.964745,5325.538173,10287.01341,5474.259812,5202.127129,8582.306818,5214.773216,4387.895334,5223.26443,5841.001563,5489.087439,5918.633204,,
Mayotte,MYT,Mamoudzou,,South,East,6137.648868,8173.237394,4566.535923,7709.938836,4706.428754,9480.713915,5615.725005,4395.54185,7758.429957,5976.527345,3651.34155,5286.023116,5048.921376,4875.137591,6137.648868,,
Mexico,MEX,Mexico,1269,North,West,13085.252,0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.98813,6810.891865,11838.94405,5845.682904,4215.212132,13085.252,1970,94084.926
Mexico,MEX,Mexico,1269,North,West,13085.252,0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.98813,6810.891865,11838.94405,5845.682904,4215.212132,13085.252,1971,102974.812
