,Year,Country Code,Male Wins,Male Medal Ratio,Female Wins,Female Medal Ratio,Total Medal Count,Open Wins,Open Win Ratio
47,1968,CHE,2.0,0.4,,,5,,
48,1968,CMR,1.0,1.0,,,1,,
49,1968,CUB,3.0,0.75,1.0,0.25,4,0.0,0.0
50,1968,CZE,4.0,0.3076923076923077,8.0,0.6153846153846154,13,1.0,0.07692307692307693
51,1968,DEU,27.0,0.5294117647058824,13.0,0.2549019607843137,51,11.0,0.21568627450980393
52,1968,DNK,7.0,0.875,,,8,,
53,1968,DQ,1.0,0.5,1.0,0.5,2,0.0,0.0
54,1968,ETH,2.0,1.0,,,2,,
55,1968,FIN,4.0,1.0,,,4,,
56,1968,FRA,12.0,0.8,1.0,0.06666666666666667,15,2.0,0.13333333333333333
57,1968,GBR,4.0,0.3076923076923077,2.0,0.15384615384615385,13,7.0,0.5384615384615384
58,1968,GRC,1.0,1.0,,,1,,
59,1968,HUN,25.0,0.78125,6.0,0.1875,32,1.0,0.03125
60,1968,IND,1.0,1.0,,,1,,
61,1968,IRN,5.0,1.0,,,5,,
62,1968,ITA,13.0,0.8125,,,16,,
63,1968,JAM,1.0,1.0,,,1,,
64,1968,JPN,24.0,0.96,1.0,0.04,25,0.0,0.0
65,1968,KEN,9.0,1.0,,,9,,
66,1968,KOR,2.0,1.0,,,2,,
67,1968,MEX,7.0,0.7777777777777778,2.0,0.2222222222222222,9,0.0,0.0
68,1968,MNE,6.0,0.75,2.0,0.25,8,0.0,0.0
69,1968,MNG,4.0,1.0,,,4,,
70,1968,NLD,5.0,0.7142857142857143,2.0,0.2857142857142857,7,0.0,0.0
71,1968,NOR,1.0,0.5,,,2,,
72,1968,NZL,2.0,0.6666666666666666,,,3,,
73,1968,PAK,1.0,1.0,,,1,,
74,1968,POL,14.0,0.7777777777777778,3.0,0.16666666666666666,18,1.0,0.05555555555555555
75,1968,ROU,8.0,0.5333333333333333,6.0,0.4,15,1.0,0.06666666666666667
76,1968,RUS,59.0,0.6483516483516484,24.0,0.26373626373626374,91,8.0,0.08791208791208792
77,1968,SWE,3.0,0.75,,,4,,
78,1968,TUN,2.0,1.0,,,2,,
79,1968,TUR,2.0,1.0,,,2,,
80,1968,TWN,,,1.0,1.0,1,,
81,1968,UGA,2.0,1.0,,,2,,
82,1968,USA,66.0,0.616822429906542,33.0,0.308411214953271,107,8.0,0.07476635514018691
83,1968,VEN,1.0,1.0,,,1,,
84,1972,ARG,1.0,1.0,,,1,,
85,1972,AUS,5.0,0.29411764705882354,10.0,0.5882352941176471,17,2.0,0.11764705882352941
86,1972,AUT,1.0,0.3333333333333333,1.0,0.3333333333333333,3,1.0,0.3333333333333333
87,1972,BEL,2.0,1.0,,,2,,
88,1972,BGR,17.0,0.8095238095238095,4.0,0.19047619047619047,21,0.0,0.0
89,1972,BRA,2.0,1.0,,,2,,
90,1972,CAN,2.0,0.4,2.0,0.4,5,1.0,0.2
91,1972,CHE,3.0,1.0,,,3,,
92,1972,COL,2.0,0.6666666666666666,,,3,,
93,1972,CUB,6.0,0.75,2.0,0.25,8,0.0,0.0
94,1972,CZE,5.0,0.625,2.0,0.25,8,1.0,0.125
95,1972,DEU,55.0,0.5188679245283019,40.0,0.37735849056603776,106,11.0,0.10377358490566038
96,1972,DNK,1.0,1.0,,,1,,
97,1972,DQ,3.0,0.75,1.0,0.25,4,0.0,0.0
98,1972,ESP,1.0,1.0,,,1,,
99,1972,ETH,2.0,1.0,,,2,,
100,1972,FIN,8.0,1.0,,,8,,
101,1972,FRA,10.0,0.7692307692307693,,,13,,
102,1972,GBR,11.0,0.6111111111111112,1.0,0.05555555555555555,18,6.0,0.3333333333333333
103,1972,GHA,1.0,1.0,,,1,,
104,1972,GRC,1.0,0.5,,,2,,
105,1972,HUN,28.0,0.8,6.0,0.17142857142857143,35,1.0,0.02857142857142857
106,1972,IND,1.0,1.0,,,1,,
107,1972,IRN,3.0,1.0,,,3,,
108,1972,ITA,8.0,0.4444444444444444,5.0,0.2777777777777778,18,5.0,0.2777777777777778
109,1972,JAM,1.0,1.0,,,1,,
110,1972,JPN,27.0,0.9310344827586207,2.0,0.06896551724137931,29,0.0,0.0
111,1972,KEN,9.0,1.0,,,9,,
112,1972,KOR,1.0,1.0,,,1,,
113,1972,LBN,1.0,1.0,,,1,,
114,1972,MEX,1.0,1.0,,,1,,
115,1972,MNE,5.0,1.0,,,5,,
116,1972,MNG,1.0,1.0,,,1,,
117,1972,NER,1.0,1.0,,,1,,
118,1972,NGA,1.0,1.0,,,1,,
119,1972,NLD,4.0,0.8,1.0,0.2,5,0.0,0.0
120,1972,NOR,4.0,1.0,,,4,,
121,1972,NZL,3.0,1.0,,,3,,
122,1972,PAK,1.0,1.0,,,1,,
123,1972,POL,18.0,0.8571428571428571,2.0,0.09523809523809523,21,1.0,0.047619047619047616
124,1972,PRK,3.0,0.6,1.0,0.2,5,1.0,0.2
125,1972,ROU,10.0,0.625,4.0,0.25,16,2.0,0.125
126,1972,RUS,69.0,0.696969696969697,22.0,0.2222222222222222,99,8.0,0.08080808080808081
127,1972,SWE,9.0,0.5625,2.0,0.125,16,5.0,0.3125
128,1972,TUN,1.0,1.0,,,1,,
129,1972,TUR,1.0,1.0,,,1,,
130,1972,UGA,2.0,1.0,,,2,,
131,1972,USA,62.0,0.6595744680851063,22.0,0.23404255319148937,94,10.0,0.10638297872340426
132,1976,AUS,2.0,0.4,,,5,,
133,1976,BEL,4.0,0.6666666666666666,,,6,,
134,1976,BGR,14.0,0.6363636363636364,8.0,0.36363636363636365,22,0.0,0.0
135,1976,BMU,1.0,1.0,,,1,,
136,1976,BRA,1.0,0.5,,,2,,
137,1976,CAN,3.0,0.2727272727272727,7.0,0.6363636363636364,11,1.0,0.09090909090909091
138,1976,CHE,2.0,0.5,,,4,,
139,1976,CUB,13.0,1.0,,,13,,
140,1976,CZE,6.0,0.75,1.0,0.125,8,1.0,0.125
141,1976,DEU,55.0,0.4263565891472868,55.0,0.4263565891472868,129,19.0,0.14728682170542637
142,1976,DNK,2.0,0.6666666666666666,,,3,,
143,1976,DQ,,,1.0,1.0,1,,
144,1976,ESP,1.0,0.5,,,2,,
145,1976,FIN,6.0,1.0,,,6,,
146,1976,FRA,7.0,0.7777777777777778,1.0,0.1111111111111111,9,1.0,0.1111111111111111
147,1976,GBR,11.0,0.8461538461538461,,,13,,
148,1976,HUN,16.0,0.7272727272727273,6.0,0.2727272727272727,22,0.0,0.0
149,1976,IRN,2.0,1.0,,,2,,
150,1976,ITA,9.0,0.6923076923076923,2.0,0.15384615384615385,13,2.0,0.15384615384615385
151,1976,JAM,2.0,1.0,,,2,,
152,1976,JPN,24.0,0.96,1.0,0.04,25,0.0,0.0
153,1976,KOR,5.0,0.8333333333333334,1.0,0.16666666666666666,6,0.0,0.0
154,1976,MEX,2.0,1.0,,,2,,
155,1976,MNE,8.0,1.0,,,8,,
156,1976,MNG,1.0,1.0,,,1,,
157,1976,NLD,2.0,0.4,2.0,0.4,5,1.0,0.2
158,1976,NOR,2.0,1.0,,,2,,
159,1976,NZL,4.0,1.0,,,4,,
160,1976,PAK,1.0,1.0,,,1,,
161,1976,POL,23.0,0.8846153846153846,1.0,0.038461538461538464,26,2.0,0.07692307692307693
162,1976,PRI,1.0,1.0,,,1,,
163,1976,PRK,2.0,1.0,,,2,,
164,1976,PRT,1.0,0.5,,,2,,
165,1976,ROU,19.0,0.7037037037037037,8.0,0.2962962962962963,27,0.0,0.0
166,1976,RUS,84.0,0.672,36.0,0.288,125,5.0,0.04
167,1976,SWE,3.0,0.6,1.0,0.2,5,1.0,0.2
168,1976,THA,1.0,1.0,,,1,,
169,1976,TTO,1.0,1.0,,,1,,
170,1976,USA,67.0,0.7127659574468085,17.0,0.18085106382978725,94,10.0,0.10638297872340426
171,1976,VEN,1.0,1.0,,,1,,
172,1980,AUS,7.0,0.7777777777777778,2.0,0.2222222222222222,9,0.0,0.0
173,1980,BEL,1.0,1.0,,,1,,
174,1980,BGR,31.0,0.7560975609756098,7.0,0.17073170731707318,41,3.0,0.07317073170731707
175,1980,BRA,2.0,0.5,,,4,,
176,1980,CHE,2.0,1.0,,,2,,
177,1980,CUB,18.0,0.9,1.0,0.05,20,1.0,0.05
178,1980,CZE,12.0,0.8571428571428571,2.0,0.14285714285714285,14,0.0,0.0
179,1980,DEU,59.0,0.46825396825396826,60.0,0.47619047619047616,126,7.0,0.05555555555555555
180,1980,DNK,1.0,0.2,1.0,0.2,5,3.0,0.6
181,1980,DQ,1.0,0.3333333333333333,2.0,0.6666666666666666,3,0.0,0.0
182,1980,ESP,5.0,0.8333333333333334,,,6,,
183,1980,ETH,4.0,1.0,,,4,,
184,1980,FIN,5.0,0.625,1.0,0.125,8,2.0,0.25
185,1980,FRA,12.0,0.8571428571428571,2.0,0.14285714285714285,14,0.0,0.0
186,1980,GBR,17.0,0.8095238095238095,4.0,0.19047619047619047,21,0.0,0.0
187,1980,GRC,2.0,0.6666666666666666,,,3,,
188,1980,GUY,1.0,1.0,,,1,,
189,1980,HUN,27.0,0.84375,3.0,0.09375,32,2.0,0.0625
190,1980,IND,1.0,1.0,,,1,,
191,1980,IRL,1.0,0.5,,,2,,
192,1980,ITA,10.0,0.6666666666666666,1.0,0.06666666666666667,15,4.0,0.26666666666666666
193,1980,JAM,2.0,0.6666666666666666,1.0,0.3333333333333333,3,0.0,0.0
194,1980,LBN,1.0,1.0,,,1,,
195,1980,MEX,1.0,0.25,,,4,,
196,1980,MNE,7.0,0.7777777777777778,2.0,0.2222222222222222,9,0.0,0.0
197,1980,MNG,4.0,1.0,,,4,,
198,1980,NLD,2.0,0.6666666666666666,1.0,0.3333333333333333,3,0.0,0.0
199,1980,POL,25.0,0.78125,5.0,0.15625,32,2.0,0.0625
200,1980,PRK,5.0,1.0,,,5,,
201,1980,ROU,13.0,0.52,10.0,0.4,25,2.0,0.08
202,1980,RUS,131.0,0.6717948717948717,48.0,0.24615384615384617,195,16.0,0.08205128205128205
203,1980,SWE,8.0,0.6666666666666666,1.0,0.08333333333333333,12,3.0,0.25
204,1980,TZA,2.0,1.0,,,2,,
205,1980,UGA,1.0,1.0,,,1,,
206,1980,VEN,1.0,1.0,,,1,,
207,1980,ZWE,,,1.0,1.0,1,,
