Year,Country Code,Life Expectancy
1964,ABW,67.113
1965,ABW,67.435
1966,ABW,67.762
1967,ABW,68.095
1968,ABW,68.436
1969,ABW,68.784
1970,ABW,69.14
1971,ABW,69.498
1972,ABW,69.851
1973,ABW,70.191
1974,ABW,70.519
1975,ABW,70.833
1976,ABW,71.14
1977,ABW,71.441
1978,ABW,71.736
1979,ABW,72.023
1980,ABW,72.293
1981,ABW,72.538
1982,ABW,72.751
1983,ABW,72.929
1984,ABW,73.071
1985,ABW,73.181
1986,ABW,73.262
1987,ABW,73.325
1988,ABW,73.378
1989,ABW,73.425
1990,ABW,73.468
1991,ABW,73.509
1992,ABW,73.544
1993,ABW,73.573
1994,ABW,73.598
1995,ABW,73.622
1996,ABW,73.646
1997,ABW,73.671
1998,ABW,73.7
1999,ABW,73.738
2000,ABW,73.787
2001,ABW,73.853
2002,ABW,73.937
2003,ABW,74.038
2004,ABW,74.156
2005,ABW,74.287
2006,ABW,74.429
2007,ABW,74.576
2008,ABW,74.725
2009,ABW,74.872
2010,ABW,75.017
2011,ABW,75.158
2012,ABW,75.299
2013,ABW,75.441
2014,ABW,75.583
2015,ABW,75.725
2016,ABW,75.868
1964,AFE,44.43272097
1965,AFE,44.82691851
1966,AFE,45.21304771
1967,AFE,45.59429412
1968,AFE,45.97405884
1969,AFE,46.3523989
1970,AFE,46.72879651
1971,AFE,47.10286632
1972,AFE,47.47116843
1973,AFE,47.8294031
1974,AFE,48.17499866
1975,AFE,48.5033109
1976,AFE,48.81083653
1977,AFE,49.09784958
1978,AFE,49.36632757
1979,AFE,49.6199972
1980,AFE,49.87069254
1981,AFE,50.11588584
1982,AFE,50.36345641
1983,AFE,50.61038491
1984,AFE,50.84833478
1985,AFE,51.05805709
1986,AFE,51.21428085
1987,AFE,51.29978085
1988,AFE,51.30859548
1989,AFE,51.25176311
1990,AFE,51.1541131
1991,AFE,51.04841383
1992,AFE,50.95726212
1993,AFE,50.8902461
1994,AFE,50.84186496
1995,AFE,50.8084844
1996,AFE,50.79615697
1997,AFE,50.82061357
1998,AFE,50.89760718
1999,AFE,51.04419133
2000,AFE,51.27612888
2001,AFE,51.60645828
2002,AFE,52.04314928
2003,AFE,52.5858534
2004,AFE,53.22891347
2005,AFE,53.96655013
2006,AFE,54.79170665
2007,AFE,55.6823435
2008,AFE,56.60979892
2009,AFE,57.54877186
2010,AFE,58.47069668
2011,AFE,59.35359492
2012,AFE,60.18556105
2013,AFE,60.95336296
2014,AFE,61.64736659
2015,AFE,62.25928837
2016,AFE,62.78768149
1964,AFG,34.463
1965,AFG,34.948
1966,AFG,35.43
1967,AFG,35.914
1968,AFG,36.403
1969,AFG,36.9
1970,AFG,37.409
1971,AFG,37.93
1972,AFG,38.461
1973,AFG,39.003
1974,AFG,39.558
1975,AFG,40.128
1976,AFG,40.715
1977,AFG,41.32
1978,AFG,41.944
1979,AFG,42.585
1980,AFG,43.244
1981,AFG,43.923
1982,AFG,44.617
1983,AFG,45.324
1984,AFG,46.04
1985,AFG,46.761
1986,AFG,47.486
1987,AFG,48.211
1988,AFG,48.93
1989,AFG,49.64
1990,AFG,50.331
1991,AFG,50.999
1992,AFG,51.641
1993,AFG,52.256
1994,AFG,52.842
1995,AFG,53.398
1996,AFG,53.924
1997,AFG,54.424
1998,AFG,54.906
1999,AFG,55.376
2000,AFG,55.841
2001,AFG,56.308
2002,AFG,56.784
2003,AFG,57.271
2004,AFG,57.772
2005,AFG,58.29
2006,AFG,58.826
2007,AFG,59.375
2008,AFG,59.93
2009,AFG,60.484
2010,AFG,61.028
2011,AFG,61.553
2012,AFG,62.054
2013,AFG,62.525
2014,AFG,62.966
2015,AFG,63.377
2016,AFG,63.763
1964,AFW,38.86707273
1965,AFW,39.26484102
1966,AFW,39.66276168
1967,AFW,40.06640763
1968,AFW,40.48283204
1969,AFW,40.91421502
1970,AFW,41.36511663
1971,AFW,41.83721354
1972,AFW,42.32704272
1973,AFW,42.82907706
1974,AFW,43.33921927
1975,AFW,43.85504197
1976,AFW,44.37396611
1977,AFW,44.89222647
1978,AFW,45.40268058
1979,AFW,45.89747528
1980,AFW,46.36610371
1981,AFW,46.79829219
1982,AFW,47.18861757
1983,AFW,47.53398545
1984,AFW,47.83053649
1985,AFW,48.0793809
1986,AFW,48.28458085
1987,AFW,48.45412783
1988,AFW,48.59742098
1989,AFW,48.71923081
1990,AFW,48.8169994
1991,AFW,48.88593428
1992,AFW,48.92341607
1993,AFW,48.93370775
1994,AFW,48.92550535
1995,AFW,48.90993678
1996,AFW,48.89987529
1997,AFW,48.90912995
1998,AFW,48.95533902
1999,AFW,49.05263892
2000,AFW,49.21971381
2001,AFW,49.4751356
2002,AFW,49.81692863
2003,AFW,50.23943237
2004,AFW,50.73341665
2005,AFW,51.28348666
2006,AFW,51.86820257
2007,AFW,52.46395756
2008,AFW,53.0495004
2009,AFW,53.61208951
2010,AFW,54.14430671
2011,AFW,54.64999813
2012,AFW,55.13894432
2013,AFW,55.61898641
2014,AFW,56.08826904
2015,AFW,56.54200914
2016,AFW,56.97476115
1964,AGO,38.76
1965,AGO,39.102
1966,AGO,39.454
1967,AGO,39.813
1968,AGO,40.178
1969,AGO,40.546
1970,AGO,40.914
1971,AGO,41.282
1972,AGO,41.65
1973,AGO,42.016
1974,AGO,42.374
1975,AGO,42.721
1976,AGO,43.053
1977,AGO,43.367
1978,AGO,43.66
1979,AGO,43.931
1980,AGO,44.178
1981,AGO,44.404
1982,AGO,44.611
1983,AGO,44.799
1984,AGO,44.966
1985,AGO,45.107
1986,AGO,45.213
1987,AGO,45.283
1988,AGO,45.317
1989,AGO,45.324
1990,AGO,45.306
1991,AGO,45.271
1992,AGO,45.23
1993,AGO,45.201
1994,AGO,45.201
1995,AGO,45.246
1996,AGO,45.35
1997,AGO,45.519
1998,AGO,45.763
1999,AGO,46.093
2000,AGO,46.522
2001,AGO,47.059
2002,AGO,47.702
2003,AGO,48.44
2004,AGO,49.263
2005,AGO,50.165
2006,AGO,51.143
2007,AGO,52.177
2008,AGO,53.243
2009,AGO,54.311
2010,AGO,55.35
2011,AGO,56.33
2012,AGO,57.236
2013,AGO,58.054
2014,AGO,58.776
2015,AGO,59.398
2016,AGO,59.925
1964,ALB,65.463
1965,ALB,65.85
1966,ALB,66.11
1967,ALB,66.304
1968,ALB,66.487
1969,ALB,66.689
1970,ALB,66.935
1971,ALB,67.237
1972,ALB,67.582
1973,ALB,67.953
1974,ALB,68.343
1975,ALB,68.736
1976,ALB,69.11
1977,ALB,69.448
1978,ALB,69.742
1979,ALB,69.991
1980,ALB,70.208
1981,ALB,70.416
1982,ALB,70.635
1983,ALB,70.876
1984,ALB,71.134
1985,ALB,71.388
1986,ALB,71.605
1987,ALB,71.76
1988,ALB,71.843
1989,ALB,71.86
1990,ALB,71.836
1991,ALB,71.803
1992,ALB,71.802
1993,ALB,71.86
1994,ALB,71.992
1995,ALB,72.205
1996,ALB,72.495
1997,ALB,72.838
1998,ALB,73.208
1999,ALB,73.587
2000,ALB,73.955
2001,ALB,74.288
2002,ALB,74.579
2003,ALB,74.828
2004,ALB,75.039
2005,ALB,75.228
2006,ALB,75.423
2007,ALB,75.646
2008,ALB,75.912
2009,ALB,76.221
2010,ALB,76.562
2011,ALB,76.914
2012,ALB,77.252
2013,ALB,77.554
2014,ALB,77.813
2015,ALB,78.025
2016,ALB,78.194
1964,AND,
1965,AND,
1966,AND,
1967,AND,
1968,AND,
1969,AND,
1970,AND,
1971,AND,
1972,AND,
1973,AND,
1974,AND,
1975,AND,
1976,AND,
1977,AND,
1978,AND,
1979,AND,
1980,AND,
1981,AND,
1982,AND,
1983,AND,
1984,AND,
1985,AND,
1986,AND,
1987,AND,
1988,AND,
1989,AND,
1990,AND,
1991,AND,
1992,AND,
1993,AND,
1994,AND,
1995,AND,
1996,AND,
1997,AND,
1998,AND,
1999,AND,
2000,AND,
2001,AND,
2002,AND,
2003,AND,
2004,AND,
2005,AND,
2006,AND,
2007,AND,
2008,AND,
2009,AND,
2010,AND,
2011,AND,
2012,AND,
2013,AND,
2014,AND,
2015,AND,
2016,AND,
1964,ARB,48.9100192
1965,ARB,49.49647723
1966,ARB,50.07294888
1967,ARB,50.63441245
1968,ARB,51.18209934
1969,ARB,51.72202261
1970,ARB,52.26421092
1971,ARB,52.82293228
1972,ARB,53.40688649
1973,ARB,54.01585517
1974,ARB,54.64286724
1975,ARB,55.27798768
1976,ARB,55.90961164
1977,ARB,56.5280755
1978,ARB,57.13389799
1979,ARB,57.73485934
1980,ARB,58.34502231
1981,ARB,58.97735807
1982,ARB,59.63599752
1983,ARB,60.31627737
1984,ARB,61.0037621
1985,ARB,61.67681626
1986,ARB,62.31411961
1987,ARB,62.90134697
1988,ARB,63.4296881
1989,ARB,63.89897996
1990,ARB,64.35157729
1991,ARB,64.73634052
1992,ARB,65.04385274
1993,ARB,65.41490707
1994,ARB,65.78565317
1995,ARB,66.19610005
1996,ARB,66.554103
1997,ARB,66.89714478
1998,ARB,67.21809146
1999,ARB,67.517689
2000,ARB,67.80059145
2001,ARB,68.07251864
2002,ARB,68.34024632
2003,ARB,68.61050561
2004,ARB,68.88618776
2005,ARB,69.16468296
2006,ARB,69.43945938
2007,ARB,69.70155529
2008,ARB,69.94217387
2009,ARB,70.15756008
2010,ARB,70.34991642
2011,ARB,70.52876168
2012,ARB,70.7037978
2013,ARB,70.8822177
2014,ARB,71.06426877
2015,ARB,71.24957097
2016,ARB,71.43654717
1964,ARE,55.555
1965,ARE,56.523
1966,ARE,57.482
1967,ARE,58.432
1968,ARE,59.375
1969,ARE,60.304
1970,ARE,61.215
1971,ARE,62.099
1972,ARE,62.949
1973,ARE,63.759
1974,ARE,64.525
1975,ARE,65.244
1976,ARE,65.916
1977,ARE,66.545
1978,ARE,67.137
1979,ARE,67.692
1980,ARE,68.213
1981,ARE,68.701
1982,ARE,69.158
1983,ARE,69.585
1984,ARE,69.986
1985,ARE,70.363
1986,ARE,70.717
1987,ARE,71.049
1988,ARE,71.361
1989,ARE,71.657
1990,ARE,71.939
1991,ARE,72.208
1992,ARE,72.466
1993,ARE,72.715
1994,ARE,72.957
1995,ARE,73.194
1996,ARE,73.428
1997,ARE,73.657
1998,ARE,73.883
1999,ARE,74.106
2000,ARE,74.327
2001,ARE,74.544
2002,ARE,74.758
2003,ARE,74.968
2004,ARE,75.174
2005,ARE,75.376
2006,ARE,75.573
2007,ARE,75.767
2008,ARE,75.957
2009,ARE,76.145
2010,ARE,76.332
2011,ARE,76.521
2012,ARE,76.711
2013,ARE,76.903
2014,ARE,77.095
2015,ARE,77.285
2016,ARE,77.47
1964,ARG,65.426
1965,ARG,65.518
1966,ARG,65.64
1967,ARG,65.796
1968,ARG,65.989
1969,ARG,66.219
1970,ARG,66.483
1971,ARG,66.774
1972,ARG,67.078
1973,ARG,67.383
1974,ARG,67.686
1975,ARG,67.985
1976,ARG,68.283
1977,ARG,68.585
1978,ARG,68.891
1979,ARG,69.197
1980,ARG,69.496
1981,ARG,69.777
1982,ARG,70.033
1983,ARG,70.262
1984,ARG,70.466
1985,ARG,70.65
1986,ARG,70.825
1987,ARG,71.001
1988,ARG,71.186
1989,ARG,71.384
1990,ARG,71.594
1991,ARG,71.813
1992,ARG,72.032
1993,ARG,72.246
1994,ARG,72.453
1995,ARG,72.651
1996,ARG,72.843
1997,ARG,73.029
1998,ARG,73.213
1999,ARG,73.396
2000,ARG,73.576
2001,ARG,73.755
2002,ARG,73.932
2003,ARG,74.107
2004,ARG,74.28
2005,ARG,74.451
2006,ARG,74.62
2007,ARG,74.787
2008,ARG,74.952
2009,ARG,75.116
2010,ARG,75.278
2011,ARG,75.439
2012,ARG,75.598
2013,ARG,75.756
2014,ARG,75.913
2015,ARG,76.068
2016,ARG,76.221
1964,ARM,67.716
1965,ARM,68.153
1966,ARM,68.588
1967,ARM,69.016
1968,ARM,69.427
1969,ARM,69.809
1970,ARM,70.144
1971,ARM,70.412
1972,ARM,70.605
1973,ARM,70.723
1974,ARM,70.775
1975,ARM,70.783
1976,ARM,70.783
1977,ARM,70.798
1978,ARM,70.838
1979,ARM,70.897
1980,ARM,70.937
1981,ARM,70.91
1982,ARM,70.776
1983,ARM,70.519
1984,ARM,70.15
1985,ARM,69.698
1986,ARM,69.205
1987,ARM,68.732
1988,ARM,68.332
1989,ARM,68.038
1990,ARM,67.879
1991,ARM,67.87
1992,ARM,67.99
1993,ARM,68.218
1994,ARM,68.538
1995,ARM,68.938
1996,ARM,69.404
1997,ARM,69.912
1998,ARM,70.434
1999,ARM,70.944
2000,ARM,71.409
2001,ARM,71.8
2002,ARM,72.112
2003,ARM,72.348
2004,ARM,72.513
2005,ARM,72.626
2006,ARM,72.716
2007,ARM,72.815
2008,ARM,72.946
2009,ARM,73.118
2010,ARM,73.331
2011,ARM,73.572
2012,ARM,73.82
2013,ARM,74.056
2014,ARM,74.273
2015,ARM,74.467
2016,ARM,74.64
1964,ASM,
1965,ASM,
1966,ASM,
1967,ASM,
1968,ASM,
1969,ASM,
1970,ASM,
1971,ASM,
1972,ASM,
1973,ASM,
1974,ASM,
1975,ASM,
1976,ASM,
1977,ASM,
1978,ASM,
1979,ASM,
1980,ASM,
1981,ASM,
1982,ASM,
1983,ASM,
1984,ASM,
1985,ASM,
1986,ASM,
1987,ASM,
1988,ASM,
1989,ASM,
1990,ASM,
1991,ASM,
1992,ASM,
1993,ASM,
1994,ASM,
1995,ASM,
1996,ASM,
1997,ASM,
1998,ASM,
1999,ASM,
2000,ASM,
2001,ASM,
2002,ASM,
2003,ASM,
2004,ASM,
2005,ASM,
2006,ASM,
2007,ASM,
2008,ASM,
2009,ASM,
2010,ASM,
2011,ASM,
2012,ASM,
2013,ASM,
2014,ASM,
2015,ASM,
2016,ASM,
1964,ATG,63.992
1965,ATG,64.401
1966,ATG,64.762
1967,ATG,65.081
1968,ATG,65.363
1969,ATG,65.616
1970,ATG,65.847
1971,ATG,66.066
1972,ATG,66.28
1973,ATG,66.498
1974,ATG,66.727
1975,ATG,66.975
1976,ATG,67.244
1977,ATG,67.533
1978,ATG,67.837
1979,ATG,68.154
1980,ATG,68.482
1981,ATG,68.818
1982,ATG,69.156
1983,ATG,69.491
1984,ATG,69.82
1985,ATG,70.137
1986,ATG,70.44
1987,ATG,70.728
1988,ATG,71.004
1989,ATG,71.267
1990,ATG,71.52
1991,ATG,71.765
1992,ATG,72.006
1993,ATG,72.247
1994,ATG,72.489
1995,ATG,72.732
1996,ATG,72.977
1997,ATG,73.222
1998,ATG,73.465
1999,ATG,73.705
2000,ATG,73.94
2001,ATG,74.171
2002,ATG,74.395
2003,ATG,74.613
2004,ATG,74.821
2005,ATG,75.019
2006,ATG,75.204
2007,ATG,75.376
2008,ATG,75.535
2009,ATG,75.683
2010,ATG,75.823
2011,ATG,75.956
2012,ATG,76.087
2013,ATG,76.218
2014,ATG,76.349
2015,ATG,76.483
2016,ATG,76.617
1964,AUS,70.88097561
1965,AUS,70.8502439
1966,AUS,70.8195122
1967,AUS,70.86926829
1968,AUS,70.91902439
1969,AUS,70.96878049
1970,AUS,71.01853659
1971,AUS,71.06829268
1972,AUS,71.45756098
1973,AUS,71.84682927
1974,AUS,72.23609756
1975,AUS,72.62536585
1976,AUS,73.01463415
1977,AUS,73.34439024
1978,AUS,73.67414634
1979,AUS,74.00390244
1980,AUS,74.33365854
1981,AUS,74.66341463
1982,AUS,74.90487805
1983,AUS,75.14634146
1984,AUS,75.38780488
1985,AUS,75.62926829
1986,AUS,75.87073171
1987,AUS,76.15170732
1988,AUS,76.43268293
1989,AUS,76.71365854
1990,AUS,76.99463415
1991,AUS,77.27560976
1992,AUS,77.37804878
1993,AUS,77.87804878
1994,AUS,77.87804878
1995,AUS,77.82926829
1996,AUS,78.07804878
1997,AUS,78.4804878
1998,AUS,78.63170732
1999,AUS,78.93170732
2000,AUS,79.23414634
2001,AUS,79.63414634
2002,AUS,79.93658537
2003,AUS,80.23902439
2004,AUS,80.4902439
2005,AUS,80.84146341
2006,AUS,81.04146341
2007,AUS,81.29268293
2008,AUS,81.39512195
2009,AUS,81.54390244
2010,AUS,81.69512195
2011,AUS,81.89512195
2012,AUS,82.04634146
2013,AUS,82.14878049
2014,AUS,82.3
2015,AUS,82.4
2016,AUS,82.44878049
1964,AUT,69.92195122
1965,AUT,69.72219512
1966,AUT,70.04585366
1967,AUT,69.91780488
1968,AUT,70.05756098
1969,AUT,69.83317073
1970,AUT,69.91463415
1971,AUT,70.11463415
1972,AUT,70.46341463
1973,AUT,71.01463415
1974,AUT,71.01219512
1975,AUT,71.11463415
1976,AUT,71.56585366
1977,AUT,71.91463415
1978,AUT,72.01219512
1979,AUT,72.31219512
1980,AUT,72.46341463
1981,AUT,72.81219512
1982,AUT,72.96097561
1983,AUT,73.01219512
1984,AUT,73.61219512
1985,AUT,73.81463415
1986,AUT,74.31707317
1987,AUT,74.76829268
1988,AUT,75.21707317
1989,AUT,75.26585366
1990,AUT,75.56829268
1991,AUT,75.61707317
1992,AUT,75.81707317
1993,AUT,76.06829268
1994,AUT,76.4195122
1995,AUT,76.66829268
1996,AUT,76.87073171
1997,AUT,77.3195122
1998,AUT,77.67073171
1999,AUT,77.87560976
2000,AUT,78.12682927
2001,AUT,78.57560976
2002,AUT,78.67804878
2003,AUT,78.63170732
2004,AUT,79.1804878
2005,AUT,79.33170732
2006,AUT,79.8804878
2007,AUT,80.1804878
2008,AUT,80.43170732
2009,AUT,80.33170732
2010,AUT,80.5804878
2011,AUT,80.98292683
2012,AUT,80.93658537
2013,AUT,81.13658537
2014,AUT,81.4902439
2015,AUT,81.1902439
2016,AUT,81.64146341
1964,AZE,61.889
1965,AZE,62.104
1966,AZE,62.322
1967,AZE,62.539
1968,AZE,62.75
1969,AZE,62.953
1970,AZE,63.141
1971,AZE,63.31
1972,AZE,63.457
1973,AZE,63.582
1974,AZE,63.687
1975,AZE,63.776
1976,AZE,63.852
1977,AZE,63.921
1978,AZE,63.992
1979,AZE,64.069
1980,AZE,64.161
1981,AZE,64.28
1982,AZE,64.425
1983,AZE,64.587
1984,AZE,64.759
1985,AZE,64.913
1986,AZE,65.016
1987,AZE,65.053
1988,AZE,65.021
1989,AZE,64.935
1990,AZE,64.827
1991,AZE,64.745
1992,AZE,64.731
1993,AZE,64.81
1994,AZE,64.991
1995,AZE,65.256
1996,AZE,65.573
1997,AZE,65.899
1998,AZE,66.207
1999,AZE,66.491
2000,AZE,66.763
2001,AZE,67.054
2002,AZE,67.391
2003,AZE,67.791
2004,AZE,68.249
2005,AZE,68.747
2006,AZE,69.259
2007,AZE,69.752
2008,AZE,70.201
2009,AZE,70.597
2010,AZE,70.938
2011,AZE,71.234
2012,AZE,71.506
2013,AZE,71.768
2014,AZE,72.022
2015,AZE,72.266
2016,AZE,72.493
1964,BDI,42.54
1965,BDI,42.838
1966,BDI,43.105
1967,BDI,43.332
1968,BDI,43.523
1969,BDI,43.685
1970,BDI,43.841
1971,BDI,44.021
1972,BDI,44.246
1973,BDI,44.528
1974,BDI,44.865
1975,BDI,45.242
1976,BDI,45.63
1977,BDI,45.999
1978,BDI,46.327
1979,BDI,46.608
1980,BDI,46.852
1981,BDI,47.083
1982,BDI,47.324
1983,BDI,47.581
1984,BDI,47.844
1985,BDI,48.08
1986,BDI,48.243
1987,BDI,48.301
1988,BDI,48.244
1989,BDI,48.08
1990,BDI,47.829
1991,BDI,47.522
1992,BDI,47.212
1993,BDI,46.953
1994,BDI,46.786
1995,BDI,46.758
1996,BDI,46.905
1997,BDI,47.226
1998,BDI,47.708
1999,BDI,48.339
2000,BDI,49.091
2001,BDI,49.93
2002,BDI,50.81
2003,BDI,51.69
2004,BDI,52.547
2005,BDI,53.369
2006,BDI,54.163
2007,BDI,54.944
2008,BDI,55.721
2009,BDI,56.488
2010,BDI,57.228
2011,BDI,57.925
2012,BDI,58.568
2013,BDI,59.148
2014,BDI,59.665
2015,BDI,60.123
2016,BDI,60.528
1964,BEL,70.75512195
1965,BEL,70.62536585
1966,BEL,70.70634146
1967,BEL,71.01292683
1968,BEL,70.69317073
1969,BEL,70.76487805
1970,BEL,70.97195122
1971,BEL,71.0604878
1972,BEL,71.40512195
1973,BEL,71.63536585
1974,BEL,71.98585366
1975,BEL,71.97121951
1976,BEL,72.1197561
1977,BEL,72.77390244
1978,BEL,72.69804878
1979,BEL,73.19365854
1980,BEL,73.20707317
1981,BEL,73.62170732
1982,BEL,73.88804878
1983,BEL,73.86902439
1984,BEL,74.40487805
1985,BEL,74.5202439
1986,BEL,74.73170732
1987,BEL,75.36585366
1988,BEL,75.56585366
1989,BEL,75.63268293
1990,BEL,76.05195122
1991,BEL,76.19219512
1992,BEL,76.35121951
1993,BEL,76.34536585
1994,BEL,76.69170732
1995,BEL,76.84073171
1996,BEL,77.18731707
1997,BEL,77.37073171
1998,BEL,77.47317073
1999,BEL,77.6195122
2000,BEL,77.72195122
2001,BEL,77.97317073
2002,BEL,78.07560976
2003,BEL,78.12926829
2004,BEL,78.87804878
2005,BEL,78.9804878
2006,BEL,79.3804878
2007,BEL,79.78292683
2008,BEL,79.6804878
2009,BEL,80.03414634
2010,BEL,80.18292683
2011,BEL,80.58536585
2012,BEL,80.38536585
2013,BEL,80.58780488
2014,BEL,81.28780488
2015,BEL,80.99268293
2016,BEL,81.43902439
1964,BEN,39.13
1965,BEN,39.615
1966,BEN,40.109
1967,BEN,40.61
1968,BEN,41.117
1969,BEN,41.63
1970,BEN,42.152
1971,BEN,42.684
1972,BEN,43.229
1973,BEN,43.781
1974,BEN,44.337
1975,BEN,44.882
1976,BEN,45.399
1977,BEN,45.883
1978,BEN,46.335
1979,BEN,46.764
1980,BEN,47.19
1981,BEN,47.643
1982,BEN,48.145
1983,BEN,48.71
1984,BEN,49.339
1985,BEN,50.034
1986,BEN,50.79
1987,BEN,51.581
1988,BEN,52.372
1989,BEN,53.132
1990,BEN,53.812
1991,BEN,54.366
1992,BEN,54.776
1993,BEN,55.042
1994,BEN,55.174
1995,BEN,55.203
1996,BEN,55.17
1997,BEN,55.133
1998,BEN,55.139
1999,BEN,55.218
2000,BEN,55.391
2001,BEN,55.668
2002,BEN,56.025
2003,BEN,56.436
2004,BEN,56.887
2005,BEN,57.355
2006,BEN,57.817
2007,BEN,58.255
2008,BEN,58.654
2009,BEN,59.009
2010,BEN,59.318
2011,BEN,59.59
2012,BEN,59.842
2013,BEN,60.092
2014,BEN,60.345
2015,BEN,60.608
2016,BEN,60.885
1964,BFA,36.331
1965,BFA,36.815
1966,BFA,37.291
1967,BFA,37.754
1968,BFA,38.207
1969,BFA,38.652
1970,BFA,39.095
1971,BFA,39.542
1972,BFA,40.003
1973,BFA,40.493
1974,BFA,41.025
1975,BFA,41.63
1976,BFA,42.343
1977,BFA,43.166
1978,BFA,44.081
1979,BFA,45.06
1980,BFA,46.049
1981,BFA,46.984
1982,BFA,47.81
1983,BFA,48.486
1984,BFA,48.992
1985,BFA,49.323
1986,BFA,49.492
1987,BFA,49.55
1988,BFA,49.545
1989,BFA,49.505
1990,BFA,49.454
1991,BFA,49.409
1992,BFA,49.374
1993,BFA,49.36
1994,BFA,49.38
1995,BFA,49.445
1996,BFA,49.557
1997,BFA,49.713
1998,BFA,49.914
1999,BFA,50.168
2000,BFA,50.489
2001,BFA,50.893
2002,BFA,51.384
2003,BFA,51.956
2004,BFA,52.602
2005,BFA,53.31
2006,BFA,54.063
2007,BFA,54.841
2008,BFA,55.618
2009,BFA,56.377
2010,BFA,57.096
2011,BFA,57.761
2012,BFA,58.374
2013,BFA,58.937
2014,BFA,59.45
2015,BFA,59.919
2016,BFA,60.354
1964,BGD,47.649
1965,BGD,48.05
1966,BGD,48.236
1967,BGD,48.176
1968,BGD,47.888
1969,BGD,47.432
1970,BGD,46.942
1971,BGD,46.589
1972,BGD,46.507
1973,BGD,46.773
1974,BGD,47.396
1975,BGD,48.313
1976,BGD,49.402
1977,BGD,50.498
1978,BGD,51.473
1979,BGD,52.277
1980,BGD,52.9
1981,BGD,53.376
1982,BGD,53.794
1983,BGD,54.225
1984,BGD,54.693
1985,BGD,55.21
1986,BGD,55.772
1987,BGD,56.359
1988,BGD,56.958
1989,BGD,57.571
1990,BGD,58.21
1991,BGD,58.891
1992,BGD,59.618
1993,BGD,60.388
1994,BGD,61.19
1995,BGD,62.002
1996,BGD,62.798
1997,BGD,63.553
1998,BGD,64.25
1999,BGD,64.881
2000,BGD,65.447
2001,BGD,65.956
2002,BGD,66.43
2003,BGD,66.886
2004,BGD,67.331
2005,BGD,67.773
2006,BGD,68.213
2007,BGD,68.648
2008,BGD,69.072
2009,BGD,69.485
2010,BGD,69.881
2011,BGD,70.256
2012,BGD,70.606
2013,BGD,70.93
2014,BGD,71.231
2015,BGD,71.514
2016,BGD,71.785
1964,BGR,71.12121951
1965,BGR,71.29390244
1966,BGR,71.22341463
1967,BGR,70.41390244
1968,BGR,71.22512195
1969,BGR,70.43
1970,BGR,71.25634146
1971,BGR,70.87365854
1972,BGR,70.8995122
1973,BGR,71.34219512
1974,BGR,71.20804878
1975,BGR,71.0497561
1976,BGR,71.39487805
1977,BGR,70.81609756
1978,BGR,71.18463415
1979,BGR,71.30829268
1980,BGR,71.15756098
1981,BGR,71.57195122
1982,BGR,71.18609756
1983,BGR,71.38634146
1984,BGR,71.4997561
1985,BGR,71.22804878
1986,BGR,71.73073171
1987,BGR,71.52682927
1988,BGR,71.60439024
1989,BGR,71.72243902
1990,BGR,71.64146341
1991,BGR,71.56097561
1992,BGR,71.49439024
1993,BGR,71.34682927
1994,BGR,71.20878049
1995,BGR,71.05341463
1996,BGR,70.89731707
1997,BGR,70.35121951
1998,BGR,71.06097561
1999,BGR,71.41219512
2000,BGR,71.66341463
2001,BGR,71.76829268
2002,BGR,71.86585366
2003,BGR,72.06585366
2004,BGR,72.56341463
2005,BGR,72.56097561
2006,BGR,72.61219512
2007,BGR,72.66341463
2008,BGR,72.96341463
2009,BGR,73.41219512
2010,BGR,73.51219512
2011,BGR,74.16341463
2012,BGR,74.31463415
2013,BGR,74.86097561
2014,BGR,74.46585366
2015,BGR,74.61463415
2016,BGR,74.81219512
1964,BHR,57.182
1965,BHR,58.388
1966,BHR,59.524
1967,BHR,60.596
1968,BHR,61.609
1969,BHR,62.56
1970,BHR,63.449
1971,BHR,64.275
1972,BHR,65.042
1973,BHR,65.757
1974,BHR,66.421
1975,BHR,67.04
1976,BHR,67.616
1977,BHR,68.152
1978,BHR,68.651
1979,BHR,69.117
1980,BHR,69.55
1981,BHR,69.951
1982,BHR,70.317
1983,BHR,70.651
1984,BHR,70.957
1985,BHR,71.237
1986,BHR,71.496
1987,BHR,71.736
1988,BHR,71.962
1989,BHR,72.178
1990,BHR,72.39
1991,BHR,72.598
1992,BHR,72.803
1993,BHR,73.006
1994,BHR,73.209
1995,BHR,73.413
1996,BHR,73.619
1997,BHR,73.826
1998,BHR,74.033
1999,BHR,74.239
2000,BHR,74.44
2001,BHR,74.635
2002,BHR,74.822
2003,BHR,74.999
2004,BHR,75.167
2005,BHR,75.326
2006,BHR,75.478
2007,BHR,75.625
2008,BHR,75.77
2009,BHR,75.913
2010,BHR,76.057
2011,BHR,76.2
2012,BHR,76.342
2013,BHR,76.484
2014,BHR,76.624
2015,BHR,76.762
2016,BHR,76.899
1964,BHS,65.219
1965,BHS,65.31
1966,BHS,65.402
1967,BHS,65.499
1968,BHS,65.607
1969,BHS,65.73
1970,BHS,65.87
1971,BHS,66.031
1972,BHS,66.209
1973,BHS,66.397
1974,BHS,66.593
1975,BHS,66.785
1976,BHS,66.962
1977,BHS,67.118
1978,BHS,67.253
1979,BHS,67.372
1980,BHS,67.488
1981,BHS,67.615
1982,BHS,67.769
