Year,Country Code,Life Expectancy
1980,ETH,43.747
1981,ETH,43.675
1982,ETH,43.712
1983,ETH,43.885
1984,ETH,44.199
1985,ETH,44.633
1986,ETH,45.147
1987,ETH,45.682
1988,ETH,46.194
1989,ETH,46.667
1990,ETH,47.099
1991,ETH,47.504
1992,ETH,47.911
1993,ETH,48.344
1994,ETH,48.81
1995,ETH,49.303
1996,ETH,49.81
1997,ETH,50.32
1998,ETH,50.835
1999,ETH,51.366
2000,ETH,51.941
2001,ETH,52.595
2002,ETH,53.349
2003,ETH,54.211
2004,ETH,55.174
2005,ETH,56.223
2006,ETH,57.334
2007,ETH,58.467
2008,ETH,59.581
2009,ETH,60.645
2010,ETH,61.627
2011,ETH,62.505
2012,ETH,63.281
2013,ETH,63.961
2014,ETH,64.547
2015,ETH,65.048
2016,ETH,65.482
1964,EUU,70.03084269
1965,EUU,70.15715475
1966,EUU,70.4281534
1967,EUU,70.47360286
1968,EUU,70.58413377
1969,EUU,70.53345856
1970,EUU,70.85825951
1971,EUU,70.93889885
1972,EUU,71.31306985
1973,EUU,71.42220837
1974,EUU,71.72633537
1975,EUU,71.80784337
1976,EUU,72.03444171
1977,EUU,72.29552283
1978,EUU,72.43370427
1979,EUU,72.69805228
1980,EUU,72.7512685
1981,EUU,73.08963183
1982,EUU,73.3665907
1983,EUU,73.41116511
1984,EUU,73.66931174
1985,EUU,73.7741909
1986,EUU,74.03804963
1987,EUU,74.26640101
1988,EUU,74.46848553
1989,EUU,74.62942778
1990,EUU,74.7306625
1991,EUU,74.81690015
1992,EUU,75.13184321
1993,EUU,75.26122166
1994,EUU,75.52910362
1995,EUU,75.67686843
1996,EUU,75.92796867
1997,EUU,76.24551915
1998,EUU,76.51451716
1999,EUU,76.74858194
2000,EUU,77.0784478
2001,EUU,77.42548338
2002,EUU,77.53272154
2003,EUU,77.59066196
2004,EUU,78.1157576
2005,EUU,78.27264114
2006,EUU,78.66892325
2007,EUU,78.90203604
2008,EUU,79.12549885
2009,EUU,79.35722831
2010,EUU,79.62942605
2011,EUU,80.13777291
2012,EUU,80.15688817
2013,EUU,80.46374092
2014,EUU,80.87044756
2015,EUU,80.56680714
2016,EUU,80.94986464
1964,FCS,43.04192662
1965,FCS,43.54010937
1966,FCS,44.03158114
1967,FCS,44.51566858
1968,FCS,44.99283563
1969,FCS,45.46206844
1970,FCS,45.9236838
1971,FCS,46.37799816
1972,FCS,46.82396213
1973,FCS,47.25876433
1974,FCS,47.68016095
1975,FCS,48.08411025
1976,FCS,48.46579871
1977,FCS,48.82512401
1978,FCS,49.16503069
1979,FCS,49.48932449
1980,FCS,49.80331452
1981,FCS,50.18236811
1982,FCS,50.49112177
1983,FCS,50.80128561
1984,FCS,51.1110409
1985,FCS,51.41531975
1986,FCS,51.7060927
1987,FCS,51.9771515
1988,FCS,52.21621196
1989,FCS,52.42863803
1990,FCS,52.67947272
1991,FCS,52.84098901
1992,FCS,52.98600328
1993,FCS,53.12523558
1994,FCS,53.26698484
1995,FCS,53.41824071
1996,FCS,53.58502051
1997,FCS,53.77128128
1998,FCS,53.97811928
1999,FCS,54.21627858
2000,FCS,54.49780062
2001,FCS,54.8302065
2002,FCS,55.21199109
2003,FCS,55.63842435
2004,FCS,56.10280396
2005,FCS,56.5966202
2006,FCS,57.11004197
2007,FCS,57.6301199
2008,FCS,58.14518313
2009,FCS,58.64454018
2010,FCS,59.12058102
2011,FCS,59.57662201
2012,FCS,60.01624452
2013,FCS,60.44007285
2014,FCS,60.84346476
2015,FCS,61.22104656
2016,FCS,61.57030792
1964,FIN,69.22097561
1965,FIN,68.97780488
1966,FIN,69.47707317
1967,FIN,69.66658537
1968,FIN,69.61634146
1969,FIN,69.50341463
1970,FIN,70.1795122
1971,FIN,70.01756098
1972,FIN,70.70731707
1973,FIN,71.22365854
1974,FIN,71.13487805
1975,FIN,71.67365854
1976,FIN,71.81292683
1977,FIN,72.3502439
1978,FIN,72.89707317
1979,FIN,73.15536585
1980,FIN,73.44
1981,FIN,73.74658537
1982,FIN,74.29804878
1983,FIN,74.20097561
1984,FIN,74.51902439
1985,FIN,74.22292683
1986,FIN,74.56
1987,FIN,74.59195122
1988,FIN,74.57707317
1989,FIN,74.79219512
1990,FIN,74.81317073
1991,FIN,75.22756098
1992,FIN,75.45536585
1993,FIN,75.70512195
1994,FIN,76.39560976
1995,FIN,76.4095122
1996,FIN,76.69341463
1997,FIN,76.87853659
1998,FIN,77.09073171
1999,FIN,77.29121951
2000,FIN,77.46585366
2001,FIN,77.96585366
2002,FIN,78.1195122
2003,FIN,78.36829268
2004,FIN,78.71463415
2005,FIN,78.81707317
2006,FIN,79.21463415
2007,FIN,79.26341463
2008,FIN,79.56829268
2009,FIN,79.7195122
2010,FIN,79.87073171
2011,FIN,80.47073171
2012,FIN,80.62682927
2013,FIN,80.97560976
2014,FIN,81.1804878
2015,FIN,81.4804878
2016,FIN,81.42926829
1964,FJI,61.967
1965,FJI,62.157
1966,FJI,62.302
1967,FJI,62.401
1968,FJI,62.456
1969,FJI,62.481
1970,FJI,62.492
1971,FJI,62.512
1972,FJI,62.555
1973,FJI,62.633
1974,FJI,62.752
1975,FJI,62.913
1976,FJI,63.11
1977,FJI,63.327
1978,FJI,63.552
1979,FJI,63.776
1980,FJI,63.997
1981,FJI,64.217
1982,FJI,64.436
1983,FJI,64.651
1984,FJI,64.857
1985,FJI,65.041
1986,FJI,65.19
1987,FJI,65.299
1988,FJI,65.365
1989,FJI,65.391
1990,FJI,65.379
1991,FJI,65.336
1992,FJI,65.278
1993,FJI,65.218
1994,FJI,65.17
1995,FJI,65.15
1996,FJI,65.175
1997,FJI,65.246
1998,FJI,65.36
1999,FJI,65.512
2000,FJI,65.687
2001,FJI,65.863
2002,FJI,66.022
2003,FJI,66.152
2004,FJI,66.247
2005,FJI,66.313
2006,FJI,66.362
2007,FJI,66.413
2008,FJI,66.477
2009,FJI,66.559
2010,FJI,66.655
2011,FJI,66.759
2012,FJI,66.859
2013,FJI,66.95
2014,FJI,67.03
2015,FJI,67.103
2016,FJI,67.175
1964,FRA,70.66341463
1965,FRA,70.81219512
1966,FRA,70.96097561
1967,FRA,71.16097561
1968,FRA,71.3097561
1969,FRA,71.45853659
1970,FRA,71.65853659
1971,FRA,71.90731707
1972,FRA,72.10731707
1973,FRA,72.35609756
1974,FRA,72.60487805
1975,FRA,72.85365854
1976,FRA,73.10243902
1977,FRA,73.35121951
1978,FRA,73.60243902
1979,FRA,73.85121951
1980,FRA,74.05121951
1981,FRA,74.3
1982,FRA,74.5
1983,FRA,74.8
1984,FRA,75.0
1985,FRA,75.3
1986,FRA,75.6
1987,FRA,75.8
1988,FRA,76.1
1989,FRA,76.34878049
1990,FRA,76.6
1991,FRA,76.84878049
1992,FRA,77.1
1993,FRA,77.3
1994,FRA,77.64878049
1995,FRA,77.75121951
1996,FRA,77.95365854
1997,FRA,78.30487805
1998,FRA,78.60487805
1999,FRA,78.75609756
2000,FRA,79.05609756
2001,FRA,79.15853659
2002,FRA,79.26097561
2003,FRA,79.11463415
2004,FRA,80.16341463
2005,FRA,80.16341463
2006,FRA,80.81219512
2007,FRA,81.11219512
2008,FRA,81.21463415
2009,FRA,81.41463415
2010,FRA,81.66341463
2011,FRA,82.11463415
2012,FRA,81.96829268
2013,FRA,82.2195122
2014,FRA,82.7195122
2015,FRA,82.32195122
2016,FRA,82.57317073
1964,FRO,
1965,FRO,
1966,FRO,
1967,FRO,
1968,FRO,
1969,FRO,
1970,FRO,
1971,FRO,
1972,FRO,
1973,FRO,74.49756098
1974,FRO,
1975,FRO,
1976,FRO,
1977,FRO,
1978,FRO,75.98536585
1979,FRO,
1980,FRO,
1981,FRO,
1982,FRO,
1983,FRO,
1984,FRO,
1985,FRO,
1986,FRO,75.21463415
1987,FRO,75.46585366
1988,FRO,75.71463415
1989,FRO,75.91463415
1990,FRO,76.16585366
1991,FRO,76.41463415
1992,FRO,76.61463415
1993,FRO,76.86585366
1994,FRO,77.11707317
1995,FRO,77.36829268
1996,FRO,77.57073171
1997,FRO,77.82439024
1998,FRO,78.02682927
1999,FRO,78.2804878
2000,FRO,78.43414634
2001,FRO,78.63658537
2002,FRO,78.83902439
2003,FRO,78.9902439
2004,FRO,79.1902439
2005,FRO,79.44146341
2006,FRO,79.6902439
2007,FRO,79.94146341
2008,FRO,80.13902439
2009,FRO,80.38780488
2010,FRO,80.63902439
2011,FRO,80.88780488
2012,FRO,81.0902439
2013,FRO,81.34146341
2014,FRO,81.59268293
2015,FRO,81.84390244
2016,FRO,82.04390244
1964,FSM,56.279
1965,FSM,56.717
1966,FSM,57.153
1967,FSM,57.585
1968,FSM,58.012
1969,FSM,58.434
1970,FSM,58.851
1971,FSM,59.265
1972,FSM,59.675
1973,FSM,60.079
1974,FSM,60.473
1975,FSM,60.85
1976,FSM,61.206
1977,FSM,61.535
1978,FSM,61.834
1979,FSM,62.1
1980,FSM,62.331
1981,FSM,62.528
1982,FSM,62.693
1983,FSM,62.834
1984,FSM,62.955
1985,FSM,63.064
1986,FSM,63.169
1987,FSM,63.273
1988,FSM,63.38
1989,FSM,63.492
1990,FSM,63.605
1991,FSM,63.715
1992,FSM,63.814
1993,FSM,63.901
1994,FSM,63.978
1995,FSM,64.049
1996,FSM,64.121
1997,FSM,64.202
1998,FSM,64.298
1999,FSM,64.413
2000,FSM,64.55
2001,FSM,64.71
2002,FSM,64.888
2003,FSM,65.08
2004,FSM,65.282
2005,FSM,65.489
2006,FSM,65.697
2007,FSM,65.901
2008,FSM,66.099
2009,FSM,66.29
2010,FSM,66.471
2011,FSM,66.646
2012,FSM,66.817
2013,FSM,66.986
2014,FSM,67.152
2015,FSM,67.315
2016,FSM,67.471
1964,GAB,41.849
1965,GAB,42.651
1966,GAB,43.528
1967,GAB,44.442
1968,GAB,45.357
1969,GAB,46.255
1970,GAB,47.125
1971,GAB,47.967
1972,GAB,48.793
1973,GAB,49.612
1974,GAB,50.425
1975,GAB,51.234
1976,GAB,52.041
1977,GAB,52.848
1978,GAB,53.652
1979,GAB,54.452
1980,GAB,55.252
1981,GAB,56.061
1982,GAB,56.873
1983,GAB,57.674
1984,GAB,58.444
1985,GAB,59.153
1986,GAB,59.767
1987,GAB,60.266
1988,GAB,60.633
1989,GAB,60.865
1990,GAB,60.965
1991,GAB,60.944
1992,GAB,60.833
1993,GAB,60.659
1994,GAB,60.439
1995,GAB,60.175
1996,GAB,59.854
1997,GAB,59.479
1998,GAB,59.066
1999,GAB,58.646
2000,GAB,58.264
2001,GAB,57.968
2002,GAB,57.791
2003,GAB,57.759
2004,GAB,57.885
2005,GAB,58.181
2006,GAB,58.641
2007,GAB,59.229
2008,GAB,59.904
2009,GAB,60.637
2010,GAB,61.4
2011,GAB,62.168
2012,GAB,62.924
2013,GAB,63.648
2014,GAB,64.318
2015,GAB,64.913
2016,GAB,65.418
1964,GBR,71.62439024
1965,GBR,71.62439024
1966,GBR,71.57317073
1967,GBR,72.12439024
1968,GBR,71.72439024
1969,GBR,71.72195122
1970,GBR,71.97317073
1971,GBR,72.27317073
1972,GBR,72.12439024
1973,GBR,72.32439024
1974,GBR,72.52439024
1975,GBR,72.72439024
1976,GBR,72.77560976
1977,GBR,73.22439024
1978,GBR,73.17560976
1979,GBR,73.27560976
1980,GBR,73.67560976
1981,GBR,74.02682927
1982,GBR,74.17804878
1983,GBR,74.37804878
1984,GBR,74.77804878
1985,GBR,74.62926829
1986,GBR,74.92926829
1987,GBR,75.2804878
1988,GBR,75.3804878
1989,GBR,75.58292683
1990,GBR,75.8804878
1991,GBR,76.08292683
1992,GBR,76.43414634
1993,GBR,76.38536585
1994,GBR,76.88536585
1995,GBR,76.83658537
1996,GBR,77.08780488
1997,GBR,77.21097561
1998,GBR,77.1902439
1999,GBR,77.3902439
2000,GBR,77.74146341
2001,GBR,77.99268293
2002,GBR,78.14390244
2003,GBR,78.44634146
2004,GBR,78.74634146
2005,GBR,79.04878049
2006,GBR,79.24878049
2007,GBR,79.44878049
2008,GBR,79.6
2009,GBR,80.05121951
2010,GBR,80.40243902
2011,GBR,80.95121951
2012,GBR,80.90487805
2013,GBR,81.00487805
2014,GBR,81.30487805
2015,GBR,80.95609756
2016,GBR,81.15609756
1964,GEO,65.291
1965,GEO,65.694
1966,GEO,66.084
1967,GEO,66.455
1968,GEO,66.805
1969,GEO,67.136
1970,GEO,67.452
1971,GEO,67.766
1972,GEO,68.082
1973,GEO,68.401
1974,GEO,68.718
1975,GEO,69.014
1976,GEO,69.266
1977,GEO,69.461
1978,GEO,69.592
1979,GEO,69.665
1980,GEO,69.7
1981,GEO,69.726
1982,GEO,69.768
1983,GEO,69.844
1984,GEO,69.954
1985,GEO,70.088
1986,GEO,70.226
1987,GEO,70.339
1988,GEO,70.407
1989,GEO,70.425
1990,GEO,70.386
1991,GEO,70.29
1992,GEO,70.156
1993,GEO,70.003
1994,GEO,69.849
1995,GEO,69.718
1996,GEO,69.635
1997,GEO,69.613
1998,GEO,69.654
1999,GEO,69.756
2000,GEO,69.902
2001,GEO,70.065
2002,GEO,70.22
2003,GEO,70.349
2004,GEO,70.451
2005,GEO,70.538
2006,GEO,70.635
2007,GEO,70.765
2008,GEO,70.946
2009,GEO,71.18
2010,GEO,71.46
2011,GEO,71.773
2012,GEO,72.097
2013,GEO,72.412
2014,GEO,72.707
2015,GEO,72.973
2016,GEO,73.207
1964,GHA,47.469
1965,GHA,47.823
1966,GHA,48.155
1967,GHA,48.469
1968,GHA,48.768
1969,GHA,49.057
1970,GHA,49.34
1971,GHA,49.625
1972,GHA,49.912
1973,GHA,50.206
1974,GHA,50.507
1975,GHA,50.811
1976,GHA,51.113
1977,GHA,51.409
1978,GHA,51.698
1979,GHA,51.984
1980,GHA,52.277
1981,GHA,52.585
1982,GHA,52.92
1983,GHA,53.286
1984,GHA,53.685
1985,GHA,54.127
1986,GHA,54.622
1987,GHA,55.159
1988,GHA,55.717
1989,GHA,56.271
1990,GHA,56.776
1991,GHA,57.182
1992,GHA,57.462
1993,GHA,57.605
1994,GHA,57.62
1995,GHA,57.528
1996,GHA,57.366
1997,GHA,57.187
1998,GHA,57.045
1999,GHA,56.972
2000,GHA,57.002
2001,GHA,57.158
2002,GHA,57.425
2003,GHA,57.785
2004,GHA,58.225
2005,GHA,58.719
2006,GHA,59.234
2007,GHA,59.741
2008,GHA,60.216
2009,GHA,60.645
2010,GHA,61.03
2011,GHA,61.381
2012,GHA,61.72
2013,GHA,62.064
2014,GHA,62.416
2015,GHA,62.772
2016,GHA,63.124
1964,GIB,
1965,GIB,
1966,GIB,
1967,GIB,
1968,GIB,
1969,GIB,
1970,GIB,
1971,GIB,
1972,GIB,
1973,GIB,
1974,GIB,
1975,GIB,
1976,GIB,
1977,GIB,
1978,GIB,
1979,GIB,
1980,GIB,
1981,GIB,
1982,GIB,
1983,GIB,
1984,GIB,
1985,GIB,
1986,GIB,
1987,GIB,
1988,GIB,
1989,GIB,
1990,GIB,
1991,GIB,
1992,GIB,
1993,GIB,
1994,GIB,
1995,GIB,
1996,GIB,
1997,GIB,
1998,GIB,
1999,GIB,
2000,GIB,
2001,GIB,
2002,GIB,
2003,GIB,
2004,GIB,
2005,GIB,
2006,GIB,
2007,GIB,
2008,GIB,
2009,GIB,
2010,GIB,
2011,GIB,
2012,GIB,
2013,GIB,
2014,GIB,
2015,GIB,
2016,GIB,
1964,GIN,35.588
1965,GIN,35.74
1966,GIN,35.89
1967,GIN,36.048
1968,GIN,36.222
1969,GIN,36.421
1970,GIN,36.655
1971,GIN,36.932
1972,GIN,37.255
1973,GIN,37.624
1974,GIN,38.041
1975,GIN,38.502
1976,GIN,39.0
1977,GIN,39.527
1978,GIN,40.082
1979,GIN,40.667
1980,GIN,41.3
1981,GIN,42.002
1982,GIN,42.783
1983,GIN,43.64
1984,GIN,44.558
1985,GIN,45.52
1986,GIN,46.503
1987,GIN,47.474
1988,GIN,48.399
1989,GIN,49.247
1990,GIN,49.987
1991,GIN,50.593
1992,GIN,51.066
1993,GIN,51.413
1994,GIN,51.64
1995,GIN,51.744
1996,GIN,51.727
1997,GIN,51.616
1998,GIN,51.456
1999,GIN,51.295
2000,GIN,51.203
2001,GIN,51.255
2002,GIN,51.484
2003,GIN,51.901
2004,GIN,52.499
2005,GIN,53.238
2006,GIN,54.052
2007,GIN,54.864
2008,GIN,55.614
2009,GIN,56.279
2010,GIN,56.861
2011,GIN,57.387
2012,GIN,57.905
2013,GIN,58.447
2014,GIN,59.016
2015,GIN,59.598
2016,GIN,60.17
1964,GMB,33.543
1965,GMB,34.097
1966,GMB,34.735
1967,GMB,35.445
1968,GMB,36.211
1969,GMB,37.023
1970,GMB,37.868
1971,GMB,38.734
1972,GMB,39.61
1973,GMB,40.485
1974,GMB,41.352
1975,GMB,42.205
1976,GMB,43.047
1977,GMB,43.882
1978,GMB,44.712
1979,GMB,45.533
1980,GMB,46.341
1981,GMB,47.133
1982,GMB,47.903
1983,GMB,48.645
1984,GMB,49.348
1985,GMB,49.998
1986,GMB,50.577
1987,GMB,51.082
1988,GMB,51.518
1989,GMB,51.892
1990,GMB,52.221
1991,GMB,52.528
1992,GMB,52.834
1993,GMB,53.157
1994,GMB,53.508
1995,GMB,53.889
1996,GMB,54.296
1997,GMB,54.715
1998,GMB,55.133
1999,GMB,55.547
2000,GMB,55.956
2001,GMB,56.359
2002,GMB,56.761
2003,GMB,57.159
2004,GMB,57.553
2005,GMB,57.939
2006,GMB,58.313
2007,GMB,58.671
2008,GMB,59.012
2009,GMB,59.334
2010,GMB,59.637
2011,GMB,59.917
2012,GMB,60.178
2013,GMB,60.426
2014,GMB,60.667
2015,GMB,60.91
2016,GMB,61.166
1964,GNB,38.671
1965,GNB,39.004
1966,GNB,39.343
1967,GNB,39.679
1968,GNB,40.01
1969,GNB,40.333
1970,GNB,40.649
1971,GNB,40.961
1972,GNB,41.276
1973,GNB,41.597
1974,GNB,41.925
1975,GNB,42.263
1976,GNB,42.612
1977,GNB,42.97
1978,GNB,43.333
1979,GNB,43.697
1980,GNB,44.056
1981,GNB,44.402
1982,GNB,44.733
1983,GNB,45.046
1984,GNB,45.342
1985,GNB,45.627
1986,GNB,45.907
1987,GNB,46.19
1988,GNB,46.481
1989,GNB,46.783
1990,GNB,47.095
1991,GNB,47.411
1992,GNB,47.726
1993,GNB,48.038
1994,GNB,48.348
1995,GNB,48.658
1996,GNB,48.973
1997,GNB,49.301
1998,GNB,49.642
1999,GNB,49.999
2000,GNB,50.368
2001,GNB,50.744
2002,GNB,51.123
2003,GNB,51.501
2004,GNB,51.883
2005,GNB,52.275
2006,GNB,52.691
2007,GNB,53.136
2008,GNB,53.612
2009,GNB,54.113
2010,GNB,54.628
2011,GNB,55.144
2012,GNB,55.645
2013,GNB,56.117
2014,GNB,56.556
2015,GNB,56.959
2016,GNB,57.328
1964,GNQ,37.874
1965,GNQ,38.205
1966,GNQ,38.536
1967,GNQ,38.866
1968,GNQ,39.195
1969,GNQ,39.525
1970,GNQ,39.848
1971,GNQ,40.156
1972,GNQ,40.448
1973,GNQ,40.732
1974,GNQ,41.021
1975,GNQ,41.344
1976,GNQ,41.738
1977,GNQ,42.218
1978,GNQ,42.788
1979,GNQ,43.435
1980,GNQ,44.127
1981,GNQ,44.819
1982,GNQ,45.466
1983,GNQ,46.039
1984,GNQ,46.528
1985,GNQ,46.938
1986,GNQ,47.293
1987,GNQ,47.63
1988,GNQ,47.981
1989,GNQ,48.36
1990,GNQ,48.775
1991,GNQ,49.229
1992,GNQ,49.708
1993,GNQ,50.2
1994,GNQ,50.694
1995,GNQ,51.184
1996,GNQ,51.659
1997,GNQ,52.112
1998,GNQ,52.538
1999,GNQ,52.93
2000,GNQ,53.279
2001,GNQ,53.581
2002,GNQ,53.84
2003,GNQ,54.064
2004,GNQ,54.263
2005,GNQ,54.449
2006,GNQ,54.638
2007,GNQ,54.842
2008,GNQ,55.07
2009,GNQ,55.329
2010,GNQ,55.622
2011,GNQ,55.945
2012,GNQ,56.288
2013,GNQ,56.642
2014,GNQ,57.001
2015,GNQ,57.359
2016,GNQ,57.713
1964,GRC,69.42943902
1965,GRC,69.638
1966,GRC,69.83746341
1967,GRC,70.05246341
1968,GRC,70.30256098
1969,GRC,70.58929268
1970,GRC,70.90363415
1971,GRC,71.22656098
1972,GRC,71.535
1973,GRC,71.81485366
1974,GRC,72.06463415
1975,GRC,72.29370732
1976,GRC,72.51956098
1977,GRC,72.76165854
1978,GRC,73.03107317
1979,GRC,73.32936585
1980,GRC,73.64714634
1981,GRC,73.9694878
1982,GRC,74.279
1983,GRC,74.56585366
1984,GRC,74.82912195
1985,GRC,75.0785122
1986,GRC,75.32970732
1987,GRC,75.59814634
1988,GRC,75.8912439
1989,GRC,76.68780488
1990,GRC,76.93902439
1991,GRC,77.13658537
1992,GRC,77.38292683
1993,GRC,77.3902439
1994,GRC,77.63902439
1995,GRC,77.58536585
1996,GRC,77.68536585
1997,GRC,78.13658537
1998,GRC,77.83902439
1999,GRC,77.98780488
2000,GRC,77.88780488
2001,GRC,78.38780488
2002,GRC,78.64146341
2003,GRC,78.84146341
2004,GRC,79.03902439
2005,GRC,79.23902439
2006,GRC,79.43902439
2007,GRC,79.43902439
2008,GRC,79.93902439
2009,GRC,80.18780488
2010,GRC,80.38780488
2011,GRC,80.73170732
2012,GRC,80.63414634
2013,GRC,81.28536585
2014,GRC,81.38536585
2015,GRC,81.03658537
2016,GRC,81.38780488
1964,GRD,63.817
1965,GRD,64.161
1966,GRD,64.484
1967,GRD,64.789
1968,GRD,65.077
1969,GRD,65.352
1970,GRD,65.619
1971,GRD,65.88
1972,GRD,66.139
1973,GRD,66.395
1974,GRD,66.649
1975,GRD,66.895
1976,GRD,67.13
1977,GRD,67.347
1978,GRD,67.545
1979,GRD,67.723
1980,GRD,67.879
1981,GRD,68.012
1982,GRD,68.128
1983,GRD,68.234
1984,GRD,68.341
1985,GRD,68.462
1986,GRD,68.612
1987,GRD,68.798
1988,GRD,69.024
1989,GRD,69.292
1990,GRD,69.598
1991,GRD,69.937
1992,GRD,70.295
1993,GRD,70.659
1994,GRD,71.015
1995,GRD,71.356
1996,GRD,71.673
1997,GRD,71.964
1998,GRD,72.226
1999,GRD,72.455
2000,GRD,72.648
2001,GRD,72.805
2002,GRD,72.929
2003,GRD,73.023
2004,GRD,73.088
2005,GRD,73.123
2006,GRD,73.125
2007,GRD,73.096
2008,GRD,73.038
2009,GRD,72.96
2010,GRD,72.867
2011,GRD,72.768
2012,GRD,72.669
2013,GRD,72.579
2014,GRD,72.503
2015,GRD,72.445
2016,GRD,72.408
1964,GRL,
1965,GRL,
1966,GRL,
1967,GRL,
1968,GRL,
1969,GRL,
1970,GRL,
1971,GRL,
1972,GRL,
1973,GRL,
1974,GRL,
1975,GRL,
1976,GRL,
1977,GRL,
1978,GRL,63.41463415
1979,GRL,63.95487805
1980,GRL,63.4497561
1981,GRL,63.07487805
1982,GRL,63.19268293
1983,GRL,63.3
1984,GRL,63.46658537
1985,GRL,63.83365854
1986,GRL,64.24878049
1987,GRL,64.65414634
1988,GRL,64.58243902
1989,GRL,64.66756098
1990,GRL,65.06829268
1991,GRL,65.03170732
1992,GRL,65.19609756
1993,GRL,65.58536585
1994,GRL,65.90097561
1995,GRL,65.64414634
1996,GRL,65.76731707
1997,GRL,65.79804878
1998,GRL,66.15707317
1999,GRL,66.40341463
2000,GRL,66.96341463
2001,GRL,67.60780488
2002,GRL,68.16268293
2003,GRL,68.43536585
2004,GRL,68.80682927
2005,GRL,69.22073171
2006,GRL,69.51926829
2007,GRL,69.98268293
2008,GRL,70.21341463
2009,GRL,70.46780488
2010,GRL,70.85707317
2011,GRL,71.06243902
2012,GRL,71.29902439
2013,GRL,71.8304878
2014,GRL,71.53841463
2015,GRL,71.24634146
2016,GRL,70.84878049
1964,GTM,48.856
1965,GTM,49.434
1966,GTM,50.032
1967,GTM,50.646
1968,GTM,51.267
1969,GTM,51.889
1970,GTM,52.501
1971,GTM,53.091
1972,GTM,53.652
1973,GTM,54.181
1974,GTM,54.676
1975,GTM,55.14
1976,GTM,55.577
1977,GTM,56.0
1978,GTM,56.418
1979,GTM,56.84
1980,GTM,57.272
1981,GTM,57.719
1982,GTM,58.183
1983,GTM,58.661
1984,GTM,59.154
1985,GTM,59.661
1986,GTM,60.176
1987,GTM,60.694
1988,GTM,61.214
1989,GTM,61.735
1990,GTM,62.261
1991,GTM,62.799
1992,GTM,63.352
1993,GTM,63.921
1994,GTM,64.502
1995,GTM,65.09
1996,GTM,65.678
1997,GTM,66.257
1998,GTM,66.817
1999,GTM,67.351
2000,GTM,67.849
2001,GTM,68.304
2002,GTM,68.717
2003,GTM,69.092
2004,GTM,69.437
2005,GTM,69.762
2006,GTM,70.082
2007,GTM,70.409
2008,GTM,70.75
2009,GTM,71.108
2010,GTM,71.481
2011,GTM,71.861
2012,GTM,72.236
2013,GTM,72.596
2014,GTM,72.935
2015,GTM,73.25
2016,GTM,73.541
1964,GUM,62.968
1965,GUM,63.443
1966,GUM,63.907
1967,GUM,64.361
1968,GUM,64.805
1969,GUM,65.239
1970,GUM,65.662
1971,GUM,66.074
1972,GUM,66.473
1973,GUM,66.86
1974,GUM,67.235
1975,GUM,67.599
1976,GUM,67.951
1977,GUM,68.292
1978,GUM,68.624
1979,GUM,68.947
1980,GUM,69.262
1981,GUM,69.567
1982,GUM,69.864
1983,GUM,70.151
1984,GUM,70.431
1985,GUM,70.701
1986,GUM,70.96
1987,GUM,71.209
1988,GUM,71.45
1989,GUM,71.687
1990,GUM,71.925
1991,GUM,72.167
1992,GUM,72.42
1993,GUM,72.685
1994,GUM,72.967
1995,GUM,73.267
1996,GUM,73.589
1997,GUM,73.93
1998,GUM,74.283
1999,GUM,74.646
2000,GUM,75.011
2001,GUM,75.373
2002,GUM,75.726
2003,GUM,76.065
2004,GUM,76.387
2005,GUM,76.687
2006,GUM,76.966
2007,GUM,77.227
2008,GUM,77.474
2009,GUM,77.71
2010,GUM,77.941
2011,GUM,78.173
2012,GUM,78.408
2013,GUM,78.649
2014,GUM,78.895
2015,GUM,79.144
2016,GUM,79.391
1964,GUY,60.984
1965,GUY,61.157
1966,GUY,61.317
1967,GUY,61.462
1968,GUY,61.588
1969,GUY,61.697
1970,GUY,61.789
1971,GUY,61.868
1972,GUY,61.938
1973,GUY,62.005
1974,GUY,62.072
1975,GUY,62.14
1976,GUY,62.211
1977,GUY,62.283
1978,GUY,62.355
1979,GUY,62.427
1980,GUY,62.498
1981,GUY,62.565
1982,GUY,62.626
1983,GUY,62.684
1984,GUY,62.741
1985,GUY,62.801
1986,GUY,62.869
1987,GUY,62.95
1988,GUY,63.046
1989,GUY,63.159
1990,GUY,63.287
1991,GUY,63.427
1992,GUY,63.576
1993,GUY,63.73
1994,GUY,63.891
1995,GUY,64.064
1996,GUY,64.255
1997,GUY,64.468
1998,GUY,64.705
1999,GUY,64.964
2000,GUY,65.242
2001,GUY,65.532
2002,GUY,65.828
2003,GUY,66.122
2004,GUY,66.412
2005,GUY,66.694
2006,GUY,66.972
2007,GUY,67.247
2008,GUY,67.521
2009,GUY,67.792
2010,GUY,68.059
2011,GUY,68.321
2012,GUY,68.575
2013,GUY,68.819
2014,GUY,69.049
2015,GUY,69.262
2016,GUY,69.454
1964,HIC,69.51013331
1965,HIC,69.61589768
1966,HIC,69.87736249
1967,HIC,70.10269958
1968,HIC,70.044283
1969,HIC,70.24216208
1970,HIC,70.55858961
1971,HIC,70.84332123
1972,HIC,71.13794608
1973,HIC,71.31110961
1974,HIC,71.7216712
1975,HIC,72.06920945
1976,HIC,72.33011295
1977,HIC,72.68365527
1978,HIC,72.8384681
1979,HIC,73.163402
