Country,Country Code,Pos.,Year,Discipline,Event,Gender
United States,USA,3,2004,Athletics,400 metres,Men
United States,USA,3,2004,Swimming,400 metres Freestyle,Men
United States,USA,3,2004,Swimming,400 metres Freestyle,Women
United States,USA,1,2004,Swimming,400 metres Individual Medley,Men
United States,USA,2,2004,Swimming,400 metres Individual Medley,Men
United States,USA,2,2004,Swimming,400 metres Individual Medley,Women
United States,USA,1,2004,Swimming,50 metres Freestyle,Men
United States,USA,3,2004,Swimming,800 metres Freestyle,Women
United States,USA,2,2004,Artistic Gymnastics,Balance Beam,Women
United States,USA,3,2004,Basketball,Basketball,Men
United States,USA,1,2004,Basketball,Basketball,Women
United States,USA,1,2004,Beach Volleyball,Beach Volleyball,Women
United States,USA,3,2004,Beach Volleyball,Beach Volleyball,Women
United States,USA,2,2004,Athletics,Decathlon,Men
United States,USA,1,2004,Shooting,Double Trap,Women
United States,USA,3,2004,Artistic Swimming,Duet,Women
United States,USA,1,2004,Rowing,Eights,Men
United States,USA,2,2004,Rowing,Eights,Women
United States,USA,2,2004,Taekwondo,Featherweight,Women
United States,USA,2,2004,Wrestling,"Featherweight, Freestyle",Men
United States,USA,3,2004,Wrestling,"Flyweight, Freestyle",Women
United States,USA,1,2004,Football,Football,Women
United States,USA,2,2004,Athletics,High Jump,Men
United States,USA,2,2004,Artistic Gymnastics,Horizontal Bar,Men
United States,USA,2,2004,Artistic Gymnastics,Horse Vault,Women
United States,USA,2,2004,Equestrian Eventing,Individual,Open
United States,USA,2,2004,Equestrian Jumping,Individual,Open
United States,USA,1,2004,Artistic Gymnastics,Individual All-Around,Men
United States,USA,1,2004,Artistic Gymnastics,Individual All-Around,Women
United States,USA,2,2004,Cycling Road,Individual Time Trial,Men
United States,USA,2,2004,Cycling Road,Individual Time Trial,Women
United States,USA,2,2004,Canoe Slalom,"Kayak Singles, Slalom",Women
United States,USA,1,2004,Boxing,Light-Heavyweight,Men
United States,USA,1,2004,Wrestling,"Light-Heavyweight, Freestyle",Men
United States,USA,3,2004,Judo,Lightweight,Men
United States,USA,1,2004,Athletics,Long Jump,Men
United States,USA,2,2004,Athletics,Long Jump,Men
United States,USA,2,2004,Athletics,Marathon,Men
United States,USA,3,2004,Athletics,Marathon,Women
United States,USA,3,2004,Boxing,Middleweight,Men
United States,USA,2,2004,Wrestling,"Middleweight, Freestyle",Women
United States,USA,2,2004,Sailing,Multihull,Open
United States,USA,3,2004,Triathlon,Olympic Distance,Women
United States,USA,1,2004,Athletics,Pole Vault,Men
United States,USA,2,2004,Athletics,Pole Vault,Men
United States,USA,1,2004,Fencing,"Sabre, Individual",Women
United States,USA,3,2004,Fencing,"Sabre, Individual",Women
United States,USA,1,2004,Athletics,Shot Put,Men
United States,USA,2,2004,Tennis,Singles,Men
United States,USA,1,2004,Shooting,"Small-Bore Rifle, Prone, 50 metres",Men
United States,USA,2,2004,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men
United States,USA,1,2004,Softball,Softball,Women
United States,USA,3,2004,Wrestling,"Super-Heavyweight, Greco-Roman",Men
United States,USA,3,2004,Artistic Swimming,Team,Women
United States,USA,3,2004,Equestrian Dressage,Team,Open
United States,USA,3,2004,Equestrian Eventing,Team,Open
United States,USA,1,2004,Equestrian Jumping,Team,Open
United States,USA,2,2004,Artistic Gymnastics,Team All-Around,Men
United States,USA,2,2004,Artistic Gymnastics,Team All-Around,Women
United States,USA,1,2004,Sailing,Two Person Dinghy,Men
United States,USA,2,2004,Artistic Gymnastics,Uneven Bars,Women
United States,USA,3,2004,Artistic Gymnastics,Uneven Bars,Women
United States,USA,3,2004,Water Polo,Water Polo,Women
United States,USA,1,2004,Taekwondo,Welterweight,Men
United States,USA,2,2004,Wrestling,"Welterweight, Freestyle",Men
Uzbekistan,UZB,3,2004,Boxing,Bantamweight,Men
Uzbekistan,UZB,2,2004,Wrestling,"Heavyweight, Freestyle",Men
Uzbekistan,UZB,3,2004,Boxing,Light-Heavyweight,Men
Uzbekistan,UZB,1,2004,Wrestling,"Middleweight, Greco-Roman",Men
Uzbekistan,UZB,1,2004,Wrestling,"Super-Heavyweight, Freestyle",Men
Venezuela,VEN,3,2004,Weightlifting,Featherweight,Men
Venezuela,VEN,3,2004,Taekwondo,Heavyweight,Women
Zimbabwe,ZWE,2,2004,Swimming,100 metres Backstroke,Women
Zimbabwe,ZWE,1,2004,Swimming,200 metres Backstroke,Women
Zimbabwe,ZWE,3,2004,Swimming,200 metres Individual Medley,Women
Afghanistan,AFG,3,2008,Taekwondo,Flyweight,Men
Algeria,DZA,3,2008,Judo,Half-Lightweight,Women
Algeria,DZA,2,2008,Judo,Middleweight,Men
Argentina,ARG,3,2008,Basketball,Basketball,Men
Argentina,ARG,3,2008,Judo,Extra-Lightweight,Women
Argentina,ARG,1,2008,Football,Football,Men
Argentina,ARG,3,2008,Hockey,Hockey,Women
Argentina,ARG,1,2008,Cycling Track,Madison,Men
Argentina,ARG,3,2008,Sailing,Multihull,Open
Armenia,ARM,3,2008,Wrestling,"Featherweight, Greco-Roman",Men
Armenia,ARM,2,2008,Weightlifting,Light-Heavyweight,Men
Armenia,ARM,3,2008,Boxing,Lightweight,Men
Armenia,ARM,3,2008,Weightlifting,Middleweight,Men
Armenia,ARM,3,2008,Wrestling,"Super-Heavyweight, Greco-Roman",Men
Australia,AUS,2,2008,Swimming,"1,500 metres Freestyle",Men
Australia,AUS,3,2008,Swimming,100 metres Backstroke,Men
Australia,AUS,1,2008,Swimming,100 metres Breaststroke,Women
Australia,AUS,3,2008,Swimming,100 metres Butterfly,Men
Australia,AUS,1,2008,Swimming,100 metres Butterfly,Women
Australia,AUS,3,2008,Swimming,100 metres Butterfly,Women
Australia,AUS,2,2008,Swimming,100 metres Freestyle,Men
Australia,AUS,2,2008,Swimming,100 metres Freestyle,Women
Australia,AUS,2,2008,Athletics,100 metres Hurdles,Women
Australia,AUS,3,2008,Athletics,20 kilometres Walk,Men
Australia,AUS,2,2008,Swimming,200 metres Breaststroke,Men
Australia,AUS,2,2008,Swimming,200 metres Breaststroke,Women
Australia,AUS,3,2008,Swimming,200 metres Butterfly,Women
Australia,AUS,1,2008,Swimming,200 metres Individual Medley,Women
Australia,AUS,3,2008,Swimming,4 x 100 metres Freestyle Relay,Men
Australia,AUS,3,2008,Swimming,4 x 100 metres Freestyle Relay,Women
Australia,AUS,2,2008,Swimming,4 x 100 metres Medley Relay,Men
Australia,AUS,1,2008,Swimming,4 x 100 metres Medley Relay,Women
Australia,AUS,3,2008,Swimming,4 x 200 metres Freestyle Relay,Men
Australia,AUS,1,2008,Swimming,4 x 200 metres Freestyle Relay,Women
Australia,AUS,1,2008,Swimming,400 metres Individual Medley,Women
Australia,AUS,2,2008,Athletics,50 kilometres Walk,Men
Australia,AUS,3,2008,Swimming,50 metres Freestyle,Women
Australia,AUS,2,2008,Basketball,Basketball,Women
Australia,AUS,3,2008,Canoe Slalom,"Canadian Singles, Slalom",Men
Australia,AUS,2,2008,Rowing,Coxless Fours,Men
Australia,AUS,1,2008,Rowing,Coxless Pairs,Men
Australia,AUS,1,2008,Rowing,Double Sculls,Men
Australia,AUS,3,2008,Hockey,Hockey,Men
Australia,AUS,3,2008,Canoe Sprint,"Kayak Fours, 500 metres",Women
Australia,AUS,3,2008,Canoe Sprint,"Kayak Singles, 1,000 metres",Men
Australia,AUS,1,2008,Canoe Sprint,"Kayak Singles, 500 metres",Men
Australia,AUS,2,2008,Canoe Slalom,"Kayak Singles, Slalom",Women
Australia,AUS,2,2008,Sailing,Multihull,Open
Australia,AUS,1,2008,Triathlon,Olympic Distance,Women
Australia,AUS,3,2008,Triathlon,Olympic Distance,Women
Australia,AUS,1,2008,Diving,Platform,Men
Australia,AUS,1,2008,Athletics,Pole Vault,Men
Australia,AUS,3,2008,Shooting,"Small-Bore Rifle, Prone, 50 metres",Men
Australia,AUS,3,2008,Softball,Softball,Women
Australia,AUS,2,2008,Cycling Track,Sprint,Women
Australia,AUS,2,2008,Diving,Synchronized Platform,Women
Australia,AUS,2,2008,Equestrian Eventing,Team,Open
Australia,AUS,1,2008,Sailing,Two Person Dinghy,Men
Australia,AUS,1,2008,Sailing,Two Person Dinghy,Women
Australia,AUS,3,2008,Water Polo,Water Polo,Women
Austria,AUT,3,2008,Swimming,100 metres Breaststroke,Women
Austria,AUT,2,2008,Judo,Extra-Lightweight,Men
Austria,AUT,3,2008,Canoe Slalom,"Kayak Singles, Slalom",Women
Azerbaijan,AZE,3,2008,Boxing,Featherweight,Men
Azerbaijan,AZE,2,2008,Wrestling,"Featherweight, Greco-Roman",Men
Azerbaijan,AZE,3,2008,Wrestling,"Flyweight, Freestyle",Women
Azerbaijan,AZE,3,2008,Judo,Half-Heavyweight,Men
Azerbaijan,AZE,3,2008,Wrestling,"Heavyweight, Freestyle",Men
Azerbaijan,AZE,1,2008,Judo,Lightweight,Men
,ZAF,2,2000,Swimming,200 metres Breaststroke,Men
,ZAF,3,2000,Athletics,400 metres Hurdles,Men
Belgium,BEL,1,2008,Athletics,4 x 100 metres Relay,Women
Belgium,BEL,1,2008,Athletics,High Jump,Women
Belarus,BLR,1,2008,Canoe Sprint,"Canadian Doubles, 1,000 metres",Men
Belarus,BLR,3,2008,Rowing,Coxless Pairs,Women
Belarus,BLR,2,2008,Athletics,Decathlon,Men
Belarus,BLR,3,2008,Rhythmic Gymnastics,Group,Women
Belarus,BLR,2,2008,Athletics,Hammer Throw,Men
Belarus,BLR,3,2008,Athletics,Hammer Throw,Men
Belarus,BLR,1,2008,Weightlifting,Heavyweight,Men
Belarus,BLR,3,2008,Modern Pentathlon,Individual,Women
Belarus,BLR,2,2008,Rhythmic Gymnastics,Individual,Women
Belarus,BLR,3,2008,Canoe Sprint,"Kayak Doubles, 500 metres",Men
Belarus,BLR,1,2008,Canoe Sprint,"Kayak Fours, 1,000 metres",Men
Belarus,BLR,2,2008,Wrestling,"Middleweight, Freestyle",Men
Belarus,BLR,3,2008,Rowing,Single Sculls,Women
Belarus,BLR,3,2008,Wrestling,"Welterweight, Greco-Roman",Men
Brazil,BRA,3,2008,Swimming,100 metres Freestyle,Men
Brazil,BRA,3,2008,Athletics,4 x 100 metres Relay,Men
Brazil,BRA,3,2008,Athletics,4 x 100 metres Relay,Women
Brazil,BRA,1,2008,Swimming,50 metres Freestyle,Men
Brazil,BRA,2,2008,Beach Volleyball,Beach Volleyball,Men
Brazil,BRA,3,2008,Beach Volleyball,Beach Volleyball,Men
Brazil,BRA,3,2008,Football,Football,Men
Brazil,BRA,2,2008,Football,Football,Women
Brazil,BRA,3,2008,Judo,Half-Middleweight,Men
Brazil,BRA,3,2008,Taekwondo,Heavyweight,Women
Brazil,BRA,3,2008,Judo,Lightweight,Men
Brazil,BRA,3,2008,Judo,Lightweight,Women
Brazil,BRA,1,2008,Athletics,Long Jump,Women
Brazil,BRA,3,2008,Sailing,Two Person Dinghy,Women
Brazil,BRA,2,2008,Sailing,Two Person Keelboat,Men
Brazil,BRA,2,2008,Volleyball,Volleyball,Men
Brazil,BRA,1,2008,Volleyball,Volleyball,Women
Bulgaria,BGR,3,2008,Wrestling,"Featherweight, Freestyle",Men
Bulgaria,BGR,2,2008,Wrestling,"Heavyweight, Freestyle",Women
Bulgaria,BGR,3,2008,Wrestling,"Middleweight, Freestyle",Men
Bulgaria,BGR,3,2008,Wrestling,"Middleweight, Greco-Roman",Men
Bulgaria,BGR,1,2008,Rowing,Single Sculls,Women
Canada,CAN,3,2008,Swimming,"1,500 metres Freestyle",Men
Canada,CAN,3,2008,Athletics,100 metres Hurdles,Women
Canada,CAN,3,2008,Canoe Sprint,"Canadian Singles, 1,000 metres",Men
Canada,CAN,2,2008,Rowing,Coxless Pairs,Men
Canada,CAN,1,2008,Rowing,Eights,Men
Canada,CAN,1,2008,Wrestling,"Flyweight, Freestyle",Women
Canada,CAN,1,2008,Equestrian Jumping,Individual,Open
Canada,CAN,2,2008,Trampolining,Individual,Men
Canada,CAN,2,2008,Trampolining,Individual,Women
Canada,CAN,2,2008,Canoe Sprint,"Kayak Singles, 500 metres",Men
Canada,CAN,3,2008,Rowing,Lightweight Coxless Fours,Men
Canada,CAN,3,2008,Rowing,Lightweight Double Sculls,Women
Canada,CAN,3,2008,Wrestling,"Lightweight, Freestyle",Women
Canada,CAN,3,2008,Weightlifting,Middleweight,Women
Canada,CAN,2,2008,Triathlon,Olympic Distance,Men
Canada,CAN,2,2008,Diving,Platform,Women
Canada,CAN,3,2008,Athletics,Shot Put,Men
Canada,CAN,2,2008,Diving,Springboard,Men
Canada,CAN,2,2008,Equestrian Jumping,Team,Open
Canada,CAN,2,2008,Taekwondo,Welterweight,Women
,ZAF,3,2000,Athletics,Discus Throw,Men
China,CHN,1,2008,Swimming,200 metres Butterfly,Women
China,CHN,2,2008,Swimming,200 metres Butterfly,Women
China,CHN,3,2008,Swimming,200 metres Freestyle,Women
China,CHN,3,2008,Swimming,4 x 100 metres Medley Relay,Women
China,CHN,2,2008,Swimming,4 x 200 metres Freestyle Relay,Women
China,CHN,2,2008,Swimming,400 metres Freestyle,Men
China,CHN,1,2008,Shooting,"Air Pistol, 10 metres",Men
China,CHN,1,2008,Shooting,"Air Pistol, 10 metres",Women
China,CHN,2,2008,Shooting,"Air Rifle, 10 metres",Men
China,CHN,3,2008,Artistic Gymnastics,Balance Beam,Women
China,CHN,1,2008,Weightlifting,Bantamweight,Men
China,CHN,2,2008,Beach Volleyball,Beach Volleyball,Women
China,CHN,3,2008,Beach Volleyball,Beach Volleyball,Women
China,CHN,1,2008,Canoe Sprint,"Canadian Doubles, 500 metres",Men
China,CHN,2,2008,Rowing,Coxless Pairs,Women
China,CHN,3,2008,Athletics,Discus Throw,Women
China,CHN,3,2008,Shooting,Double Trap,Men
China,CHN,2,2008,Badminton,Doubles,Men
China,CHN,3,2008,Badminton,Doubles,Mixed
China,CHN,1,2008,Badminton,Doubles,Women
China,CHN,3,2008,Badminton,Doubles,Women
China,CHN,3,2008,Tennis,Doubles,Women
China,CHN,1,2008,Weightlifting,Featherweight,Men
China,CHN,1,2008,Artistic Gymnastics,Floor Exercise,Men
China,CHN,1,2008,Taekwondo,Flyweight,Women
China,CHN,2,2008,Shooting,"Free Pistol, 50 metres",Men
China,CHN,2,2008,Rhythmic Gymnastics,Group,Women
China,CHN,1,2008,Judo,Half-Heavyweight,Women
China,CHN,1,2008,Judo,Half-Lightweight,Women
China,CHN,2,2008,Athletics,Hammer Throw,Women
China,CHN,1,2008,Judo,Heavyweight,Women
China,CHN,1,2008,Wrestling,"Heavyweight, Freestyle",Women
China,CHN,2,2008,Hockey,Hockey,Women
China,CHN,1,2008,Artistic Gymnastics,Horizontal Bar,Men
China,CHN,3,2008,Artistic Gymnastics,Horse Vault,Women
China,CHN,1,2008,Archery,Individual,Women
China,CHN,1,2008,Trampolining,Individual,Men
China,CHN,3,2008,Trampolining,Individual,Men
China,CHN,1,2008,Trampolining,Individual,Women
China,CHN,1,2008,Artistic Gymnastics,Individual All-Around,Men
China,CHN,3,2008,Artistic Gymnastics,Individual All-Around,Women
China,CHN,1,2008,Boxing,Light-Flyweight,Men
China,CHN,1,2008,Boxing,Light-Heavyweight,Men
China,CHN,1,2008,Weightlifting,Light-Heavyweight,Men
China,CHN,3,2008,Judo,Lightweight,Women
China,CHN,1,2008,Weightlifting,Lightweight,Men
China,CHN,1,2008,Weightlifting,Lightweight,Women
China,CHN,2,2008,Wrestling,"Lightweight, Freestyle",Women
China,CHN,3,2008,Wrestling,"Lightweight, Greco-Roman",Men
China,CHN,3,2008,Athletics,Marathon,Women
China,CHN,2,2008,Weightlifting,Middleweight,Men
China,CHN,2,2008,Wrestling,"Middleweight, Greco-Roman",Men
China,CHN,3,2008,Sailing,One Person Dinghy,Women
China,CHN,1,2008,Artistic Gymnastics,Parallel Bars,Men
China,CHN,2,2008,Diving,Platform,Men
China,CHN,1,2008,Diving,Platform,Women
China,CHN,3,2008,Diving,Platform,Women
China,CHN,1,2008,Artistic Gymnastics,Pommelled Horse,Men
China,CHN,1,2008,Rowing,Quadruple Sculls,Women
China,CHN,1,2008,Artistic Gymnastics,Rings,Men
China,CHN,2,2008,Artistic Gymnastics,Rings,Men
China,CHN,1,2008,Fencing,"Sabre, Individual",Men
China,CHN,2,2008,Fencing,"Sabre, Team",Women
China,CHN,3,2008,Athletics,Shot Put,Women
China,CHN,1,2008,Badminton,Singles,Men
China,CHN,3,2008,Badminton,Singles,Men
China,CHN,1,2008,Badminton,Singles,Women
China,CHN,2,2008,Badminton,Singles,Women
China,CHN,1,2008,Table Tennis,Singles,Men
China,CHN,2,2008,Table Tennis,Singles,Men
China,CHN,3,2008,Table Tennis,Singles,Men
China,CHN,1,2008,Table Tennis,Singles,Women
China,CHN,2,2008,Table Tennis,Singles,Women
China,CHN,3,2008,Table Tennis,Singles,Women
China,CHN,1,2008,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men
China,CHN,1,2008,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women
China,CHN,1,2008,Shooting,"Sporting Pistol, 25 metres",Women
China,CHN,1,2008,Diving,Springboard,Men
China,CHN,3,2008,Diving,Springboard,Men
China,CHN,1,2008,Diving,Springboard,Women
China,CHN,3,2008,Diving,Springboard,Women
China,CHN,3,2008,Cycling Track,Sprint,Women
China,CHN,2,2008,Boxing,Super-Heavyweight,Men
China,CHN,1,2008,Diving,Synchronized Platform,Men
China,CHN,1,2008,Diving,Synchronized Platform,Women
China,CHN,1,2008,Diving,Synchronized Springboard,Men
China,CHN,1,2008,Diving,Synchronized Springboard,Women
China,CHN,3,2008,Archery,Team,Men
China,CHN,2,2008,Archery,Team,Women
China,CHN,3,2008,Artistic Swimming,Team,Women
China,CHN,1,2008,Table Tennis,Team,Men
China,CHN,1,2008,Table Tennis,Team,Women
China,CHN,1,2008,Artistic Gymnastics,Team All-Around,Men
China,CHN,1,2008,Artistic Gymnastics,Team All-Around,Women
China,CHN,1,2008,Artistic Gymnastics,Uneven Bars,Women
China,CHN,3,2008,Artistic Gymnastics,Uneven Bars,Women
China,CHN,3,2008,Volleyball,Volleyball,Women
China,CHN,3,2008,Boxing,Welterweight,Men
China,CHN,3,2008,Taekwondo,Welterweight,Men
China,CHN,1,2008,Sailing,Windsurfer,Women
Cameroon,CMR,1,2008,Athletics,Triple Jump,Women
Colombia,COL,2,2008,Weightlifting,Featherweight,Men
Colombia,COL,2,2008,Weightlifting,Light-Heavyweight,Women
Colombia,COL,3,2008,Wrestling,"Lightweight, Freestyle",Women
,ZAF,2,2000,Athletics,High Jump,Women
,ZAF,2,2004,Swimming,100 metres Freestyle,Men
,ZAF,1,2004,Swimming,4 x 100 metres Freestyle Relay,Men
,ZAF,3,2004,Swimming,50 metres Freestyle,Men
,ZAF,2,2004,Athletics,800 metres,Men
Cuba,CUB,1,2008,Athletics,110 metres Hurdles,Men
Cuba,CUB,2,2008,Boxing,Bantamweight,Men
Cuba,CUB,2,2008,Baseball,Baseball,Men
Cuba,CUB,3,2008,Athletics,Decathlon,Men
Cuba,CUB,2,2008,Judo,Extra-Lightweight,Women
Cuba,CUB,2,2008,Boxing,Flyweight,Men
Cuba,CUB,3,2008,Taekwondo,Flyweight,Women
Cuba,CUB,2,2008,Judo,Half-Heavyweight,Women
Cuba,CUB,3,2008,Judo,Half-Lightweight,Men
Cuba,CUB,1,2008,Athletics,Hammer Throw,Women
Cuba,CUB,3,2008,Boxing,Heavyweight,Men
Cuba,CUB,3,2008,Judo,Heavyweight,Men
Cuba,CUB,3,2008,Judo,Heavyweight,Women
Cuba,CUB,3,2008,Wrestling,"Heavyweight, Freestyle",Men
Cuba,CUB,3,2008,Boxing,Light-Flyweight,Men
Cuba,CUB,3,2008,Weightlifting,Light-Heavyweight,Men
Cuba,CUB,3,2008,Boxing,Lightweight,Men
Cuba,CUB,3,2008,Weightlifting,Lightweight,Men
Cuba,CUB,3,2008,Boxing,Light-Welterweight,Men
Cuba,CUB,3,2008,Athletics,Long Jump,Men
Cuba,CUB,3,2008,Weightlifting,Middle-Heavyweight,Men
Cuba,CUB,2,2008,Boxing,Middleweight,Men
Cuba,CUB,2,2008,Judo,Middleweight,Women
Cuba,CUB,2,2008,Cycling Track,Points Race,Women
Cuba,CUB,2,2008,Athletics,Shot Put,Women
Cuba,CUB,3,2008,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women
Cuba,CUB,3,2008,Wrestling,"Super-Heavyweight, Freestyle",Men
Cuba,CUB,1,2008,Wrestling,"Super-Heavyweight, Greco-Roman",Men
Cuba,CUB,3,2008,Athletics,Triple Jump,Women
Cuba,CUB,2,2008,Boxing,Welterweight,Men
Czech Republic,CZE,1,2008,Shooting,"Air Rifle, 10 metres",Women
Czech Republic,CZE,2,2008,Canoe Slalom,"Canadian Doubles, Slalom",Men
Czech Republic,CZE,3,2008,Wrestling,"Heavyweight, Greco-Roman",Men
Czech Republic,CZE,1,2008,Athletics,Javelin Throw,Women
Czech Republic,CZE,2,2008,Rowing,Single Sculls,Men
Czech Republic,CZE,2,2008,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women
Czech Republic,CZE,1,2008,Shooting,Trap,Men
Denmark,DNK,3,2008,Swimming,800 metres Freestyle,Women
Denmark,DNK,2,2008,Canoe Sprint,"Kayak Doubles, 1,000 metres",Men
Denmark,DNK,1,2008,Rowing,Lightweight Coxless Fours,Men
Denmark,DNK,3,2008,Rowing,Lightweight Double Sculls,Men
Denmark,DNK,1,2008,Sailing,Skiff,Open
Denmark,DNK,3,2008,Equestrian Dressage,Team,Open
Denmark,DNK,2,2008,Cycling Track,"Team Pursuit, 4,000 metres",Men
Dominican Republic,DOM,2,2008,Taekwondo,Flyweight,Men
Dominican Republic,DOM,1,2008,Boxing,Light-Welterweight,Men
Disqualified,DQ,3,2008,Athletics,100 metres,Women
Ecuador,ECU,2,2008,Athletics,20 kilometres Walk,Men
Egypt,EGY,3,2008,Weightlifting,Light-Heavyweight,Women
Egypt,EGY,3,2008,Judo,Middleweight,Men
Spain,ESP,2,2008,Basketball,Basketball,Men
Spain,ESP,2,2008,Canoe Sprint,"Canadian Singles, 1,000 metres",Men
Spain,ESP,2,2008,Canoe Sprint,"Canadian Singles, 500 metres",Men
Spain,ESP,2,2008,Tennis,Doubles,Women
Spain,ESP,2,2008,Artistic Swimming,Duet,Women
Spain,ESP,3,2008,Fencing,"Épée, Individual",Men
Spain,ESP,2,2008,Artistic Gymnastics,Floor Exercise,Men
Spain,ESP,3,2008,Handball,Handball,Men
Spain,ESP,2,2008,Weightlifting,Heavyweight,Women
Spain,ESP,2,2008,Hockey,Hockey,Men
Spain,ESP,1,2008,Canoe Sprint,"Kayak Doubles, 500 metres",Men
Spain,ESP,2,2008,Cycling Track,Madison,Men
Spain,ESP,1,2008,Sailing,Multihull,Open
Spain,ESP,1,2008,Cycling Track,Points Race,Men
Spain,ESP,3,2008,Cycling Track,Points Race,Women
Spain,ESP,1,2008,Cycling Road,"Road Race, Individual",Men
Spain,ESP,1,2008,Tennis,Singles,Men
Spain,ESP,2,2008,Sailing,Skiff,Open
Spain,ESP,2,2008,Artistic Swimming,Team,Women
Estonia,EST,1,2008,Athletics,Discus Throw,Men
Estonia,EST,2,2008,Rowing,Double Sculls,Men
Ethiopia,ETH,1,2008,Athletics,"10,000 metres",Men
Ethiopia,ETH,2,2008,Athletics,"10,000 metres",Men
Ethiopia,ETH,1,2008,Athletics,"10,000 metres",Women
Ethiopia,ETH,1,2008,Athletics,"5,000 metres",Men
Ethiopia,ETH,1,2008,Athletics,"5,000 metres",Women
Ethiopia,ETH,2,2008,Athletics,"5,000 metres",Women
Ethiopia,ETH,3,2008,Athletics,Marathon,Men
Finland,FIN,3,2008,Shooting,"Air Rifle, 10 metres",Men
Finland,FIN,3,2008,Athletics,Javelin Throw,Men
Finland,FIN,2,2008,Rowing,Lightweight Double Sculls,Women
Finland,FIN,1,2008,Shooting,Trap,Women
France,FRA,3,2008,Athletics,"1,500 metres",Men
France,FRA,3,2008,Swimming,100 metres Breaststroke,Men
France,FRA,1,2008,Swimming,100 metres Freestyle,Men
France,FRA,3,2008,Swimming,200 metres Breaststroke,Men
France,FRA,2,2008,Athletics,"3,000 metres Steeplechase",Men
France,FRA,2,2008,Swimming,4 x 100 metres Freestyle Relay,Men
France,FRA,2,2008,Swimming,50 metres Freestyle,Men
France,FRA,3,2008,Swimming,50 metres Freestyle,Men
France,FRA,1,2008,Cycling BMX Racing,BMX,Women
France,FRA,2,2008,Cycling BMX Racing,BMX,Women
France,FRA,3,2008,Rowing,Coxless Fours,Men
France,FRA,1,2008,Cycling Mountain Bike,Cross-Country,Men
France,FRA,2,2008,Cycling Mountain Bike,Cross-Country,Men
France,FRA,2,2008,Fencing,"Épée, Individual",Men
France,FRA,1,2008,Fencing,"Épée, Team",Men
France,FRA,2,2008,Boxing,Featherweight,Men
France,FRA,3,2008,Judo,Half-Heavyweight,Women
France,FRA,2,2008,Judo,Half-Lightweight,Men
France,FRA,2,2008,Judo,Half-Middleweight,Women
France,FRA,3,2008,Athletics,Hammer Throw,Women
France,FRA,1,2008,Handball,Handball,Men
France,FRA,3,2008,Judo,Heavyweight,Men
France,FRA,2,2008,Artistic Gymnastics,Horse Vault,Men
France,FRA,3,2008,Artistic Gymnastics,Individual All-Around,Men
France,FRA,3,2008,Canoe Sprint,"Kayak Doubles, 500 metres",Women
France,FRA,2,2008,Canoe Slalom,"Kayak Singles, Slalom",Men
France,FRA,2,2008,Boxing,Lightweight,Men
France,FRA,2,2008,Weightlifting,Lightweight,Men
France,FRA,3,2008,Boxing,Light-Welterweight,Men
France,FRA,3,2008,Wrestling,"Middleweight, Greco-Roman",Men
France,FRA,3,2008,Sailing,One Person Dinghy,Open
France,FRA,3,2008,Rowing,Quadruple Sculls,Men
France,FRA,2,2008,Fencing,"Sabre, Individual",Men
France,FRA,1,2008,Fencing,"Sabre, Team",Men
France,FRA,3,2008,Shooting,Skeet,Men
France,FRA,3,2008,Cycling Track,Sprint,Men
France,FRA,3,2008,Wrestling,"Super-Heavyweight, Greco-Roman",Men
France,FRA,3,2008,Archery,Team,Women
France,FRA,2,2008,Cycling Track,Team Sprint,Men
France,FRA,3,2008,Sailing,Two Person Dinghy,Men
France,FRA,3,2008,Taekwondo,Welterweight,Women
France,FRA,1,2008,Wrestling,"Welterweight, Greco-Roman",Men
France,FRA,2,2008,Sailing,Windsurfer,Men
United Kingdom,GBR,2,2008,Marathon Swimming,10 kilometres Open Water,Men
United Kingdom,GBR,2,2008,Marathon Swimming,10 kilometres Open Water,Women
United Kingdom,GBR,3,2008,Marathon Swimming,10 kilometres Open Water,Women
United Kingdom,GBR,3,2008,Athletics,4 x 400 metres Relay,Men
United Kingdom,GBR,3,2008,Athletics,4 x 400 metres Relay,Women
United Kingdom,GBR,1,2008,Athletics,400 metres,Women
United Kingdom,GBR,1,2008,Swimming,400 metres Freestyle,Women
United Kingdom,GBR,3,2008,Swimming,400 metres Freestyle,Women
United Kingdom,GBR,3,2008,Athletics,400 metres Hurdles,Women
United Kingdom,GBR,1,2008,Swimming,800 metres Freestyle,Women
United Kingdom,GBR,2,2008,Canoe Slalom,"Canadian Singles, Slalom",Men
United Kingdom,GBR,1,2008,Rowing,Coxless Fours,Men
United Kingdom,GBR,3,2008,Rowing,Double Sculls,Men
United Kingdom,GBR,3,2008,Rowing,Double Sculls,Women
United Kingdom,GBR,2,2008,Rowing,Eights,Men
United Kingdom,GBR,3,2008,Taekwondo,Heavyweight,Women
United Kingdom,GBR,3,2008,Athletics,Heptathlon,Women
United Kingdom,GBR,2,2008,Athletics,High Jump,Men
United Kingdom,GBR,3,2008,Equestrian Eventing,Individual,Open
