Country,Country Code,Pos.,Year,Discipline,Event,Gender
Argentina,ARG,2,1964,Equestrian Eventing,Individual,Open
Australia,AUS,1,1964,Swimming,"1,500 metres Freestyle",Men
Australia,AUS,3,1964,Swimming,"1,500 metres Freestyle",Men
Australia,AUS,3,1964,Athletics,"10,000 metres",Men
Australia,AUS,1,1964,Swimming,100 metres Freestyle,Women
Australia,AUS,3,1964,Athletics,200 metres,Women
Australia,AUS,1,1964,Swimming,200 metres Breaststroke,Men
Australia,AUS,1,1964,Swimming,200 metres Butterfly,Men
Australia,AUS,3,1964,Swimming,4 x 100 metres Freestyle Relay,Men
Australia,AUS,2,1964,Swimming,4 x 100 metres Freestyle Relay,Women
Australia,AUS,3,1964,Swimming,4 x 100 metres Medley Relay,Men
Australia,AUS,1,1964,Athletics,400 metres,Women
Australia,AUS,3,1964,Athletics,400 metres,Women
Australia,AUS,3,1964,Swimming,400 metres Freestyle,Men
Australia,AUS,1,1964,Sailing,5.5 metres,Open
Australia,AUS,3,1964,Athletics,80 metres Hurdles,Women
Australia,AUS,2,1964,Athletics,High Jump,Women
Australia,AUS,3,1964,Hockey,Hockey,Men
Australia,AUS,3,1964,Judo,Open Class,Men
Bahamas,BHS,1,1964,Sailing,Two Person Keelboat,Open
Belgium,BEL,1,1964,Cycling Track,"1,000 metres Time Trial",Men
Belgium,BEL,1,1964,Athletics,"3,000 metres Steeplechase",Men
Belgium,BEL,3,1964,Cycling Road,"Road Race, Individual",Men
Brazil,BRA,3,1964,Basketball,Basketball,Men
Bulgaria,BGR,2,1964,Wrestling,"Featherweight, Freestyle",Men
Bulgaria,BGR,2,1964,Wrestling,"Flyweight, Greco-Roman",Men
Bulgaria,BGR,2,1964,Wrestling,"Heavyweight, Freestyle",Men
Bulgaria,BGR,3,1964,Boxing,Light-Heavyweight,Men
Bulgaria,BGR,3,1964,Wrestling,"Light-Heavyweight, Freestyle",Men
Bulgaria,BGR,1,1964,Wrestling,"Light-Heavyweight, Greco-Roman",Men
Bulgaria,BGR,1,1964,Wrestling,"Lightweight, Freestyle",Men
Bulgaria,BGR,1,1964,Wrestling,"Middleweight, Freestyle",Men
Bulgaria,BGR,2,1964,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men
Bulgaria,BGR,2,1964,Wrestling,"Welterweight, Greco-Roman",Men
Canada,CAN,3,1964,Athletics,100 metres,Men
Canada,CAN,2,1964,Athletics,800 metres,Men
Canada,CAN,1,1964,Rowing,Coxless Pairs,Men
Canada,CAN,2,1964,Judo,Heavyweight,Men
Cuba,CUB,2,1964,Athletics,100 metres,Men
Denmark,DNK,3,1964,Canoe Sprint,"Canadian Doubles, 1,000 metres",Men
Denmark,DNK,1,1964,Rowing,Coxless Fours,Men
Denmark,DNK,3,1964,Cycling Track,"Individual Pursuit, 4,000 metres",Men
Denmark,DNK,3,1964,Sailing,One Person Dinghy,Open
Denmark,DNK,2,1964,Cycling Road,"Road Race, Individual",Men
Denmark,DNK,1,1964,Sailing,Three Person Keelboat,Open
Disqualified,DQ,3,1964,Artistic Gymnastics,Floor Exercise,Men
Disqualified,DQ,3,1964,Artistic Gymnastics,Horse Vault,Women
Disqualified,DQ,3,1964,Artistic Gymnastics,Individual All-Around,Men
Ethiopia,ETH,1,1964,Athletics,Marathon,Men
Finland,FIN,1,1964,Shooting,"Free Pistol, 50 metres",Men
Finland,FIN,3,1964,Artistic Gymnastics,Horse Vault,Men
Finland,FIN,1,1964,Athletics,Javelin Throw,Men
Finland,FIN,1,1964,Shooting,"Rapid-Fire Pistol, 25 metres",Men
Finland,FIN,3,1964,Boxing,Welterweight,Men
France,FRA,3,1964,Cycling Track,"1,000 metres Time Trial",Men
France,FRA,2,1964,Swimming,100 metres Backstroke,Women
France,FRA,3,1964,Athletics,4 x 100 metres Relay,Men
France,FRA,2,1964,Athletics,800 metres,Women
France,FRA,2,1964,Canoe Sprint,"Canadian Doubles, 1,000 metres",Men
France,FRA,2,1964,Rowing,Coxed Pairs,Men
France,FRA,3,1964,Fencing,"Épée, Team",Men
France,FRA,2,1964,Fencing,"Foil, Individual",Men
France,FRA,3,1964,Fencing,"Foil, Individual",Men
France,FRA,3,1964,Fencing,"Foil, Team",Men
France,FRA,1,1964,Equestrian Jumping,Individual,Open
France,FRA,2,1964,Boxing,Light-Middleweight,Men
France,FRA,2,1964,Fencing,"Sabre, Individual",Men
France,FRA,3,1964,Cycling Track,Sprint,Men
France,FRA,2,1964,Equestrian Jumping,Team,Open
United Kingdom,GBR,2,1964,Swimming,100 metres Freestyle,Men
United Kingdom,GBR,1,1964,Athletics,20 kilometres Walk,Men
United Kingdom,GBR,2,1964,Athletics,"3,000 metres Steeplechase",Men
United Kingdom,GBR,3,1964,Athletics,4 x 100 metres Relay,Women
United Kingdom,GBR,2,1964,Athletics,4 x 400 metres Relay,Men
United Kingdom,GBR,2,1964,Athletics,400 metres,Women
United Kingdom,GBR,2,1964,Athletics,400 metres Hurdles,Men
United Kingdom,GBR,2,1964,Athletics,50 kilometres Walk,Men
United Kingdom,GBR,1,1964,Athletics,800 metres,Women
United Kingdom,GBR,2,1964,Rowing,Coxless Fours,Men
United Kingdom,GBR,2,1964,Fencing,"Épée, Individual",Men
United Kingdom,GBR,3,1964,Equestrian Jumping,Individual,Open
United Kingdom,GBR,1,1964,Athletics,Long Jump,Men
United Kingdom,GBR,1,1964,Athletics,Long Jump,Women
United Kingdom,GBR,2,1964,Athletics,Marathon,Men
United Kingdom,GBR,2,1964,Weightlifting,Middle-Heavyweight,Men
United Kingdom,GBR,2,1964,Athletics,Pentathlon,Women
United Kingdom,GBR,2,1964,Sailing,Two Person Heavyweight Dinghy,Open
Germany,DEU,3,1964,Swimming,100 metres Freestyle,Men
Germany,DEU,2,1964,Athletics,20 kilometres Walk,Men
Germany,DEU,2,1964,Swimming,4 x 100 metres Freestyle Relay,Men
Germany,DEU,2,1964,Swimming,4 x 100 metres Medley Relay,Men
Germany,DEU,2,1964,Swimming,4 x 200 metres Freestyle Relay,Men
Germany,DEU,2,1964,Swimming,400 metres Freestyle,Men
Germany,DEU,3,1964,Swimming,400 metres Individual Medley,Men
Germany,DEU,2,1964,Athletics,"5,000 metres",Men
Germany,DEU,1,1964,Athletics,80 metres Hurdles,Women
Germany,DEU,1,1964,Canoe Sprint,"Canadian Singles, 1,000 metres",Men
Germany,DEU,1,1964,Rowing,Coxed Fours,Men
Germany,DEU,3,1964,Rowing,Coxless Pairs,Men
Germany,DEU,1,1964,Athletics,Decathlon,Men
Germany,DEU,3,1964,Athletics,Decathlon,Men
Germany,DEU,2,1964,Athletics,Discus Throw,Women
Germany,DEU,2,1964,Rowing,Eights,Men
Germany,DEU,3,1964,Boxing,Featherweight,Men
Germany,DEU,2,1964,Fencing,"Foil, Individual",Women
Germany,DEU,3,1964,Fencing,"Foil, Team",Women
Germany,DEU,3,1964,Football,Football,Men
Germany,DEU,3,1964,Athletics,Hammer Throw,Men
Germany,DEU,2,1964,Boxing,Heavyweight,Men
Germany,DEU,3,1964,Wrestling,"Heavyweight, Greco-Roman",Men
Germany,DEU,2,1964,Artistic Gymnastics,Horse Vault,Women
Germany,DEU,2,1964,Equestrian Dressage,Individual,Open
Germany,DEU,3,1964,Equestrian Eventing,Individual,Open
Germany,DEU,2,1964,Equestrian Jumping,Individual,Open
Germany,DEU,3,1964,Canoe Sprint,"Kayak Doubles, 1,000 metres",Men
Germany,DEU,1,1964,Canoe Sprint,"Kayak Doubles, 500 metres",Women
Germany,DEU,2,1964,Canoe Sprint,"Kayak Fours, 1,000 metres",Men
Germany,DEU,3,1964,Wrestling,"Light-Heavyweight, Greco-Roman",Men
Germany,DEU,2,1964,Wrestling,"Lightweight, Freestyle",Men
Germany,DEU,2,1964,Boxing,Middleweight,Men
Germany,DEU,2,1964,Judo,Middleweight,Men
Germany,DEU,3,1964,Wrestling,"Middleweight, Greco-Roman",Men
Germany,DEU,1,1964,Sailing,One Person Dinghy,Open
Germany,DEU,3,1964,Judo,Open Class,Men
Germany,DEU,2,1964,Diving,Platform,Women
Germany,DEU,2,1964,Athletics,Pole Vault,Men
Germany,DEU,3,1964,Athletics,Pole Vault,Men
Germany,DEU,2,1964,Athletics,Shot Put,Women
Germany,DEU,2,1964,Rowing,Single Sculls,Men
Germany,DEU,1,1964,Diving,Springboard,Women
Germany,DEU,3,1964,Cycling Track,"Tandem Sprint, 2,000 metres",Men
Germany,DEU,1,1964,Equestrian Dressage,Team,Open
Germany,DEU,3,1964,Equestrian Eventing,Team,Open
Germany,DEU,1,1964,Equestrian Jumping,Team,Open
Germany,DEU,3,1964,Artistic Gymnastics,Team All-Around,Men
Germany,DEU,1,1964,Cycling Track,"Team Pursuit, 4,000 metres",Men
Germany,DEU,2,1964,Sailing,Three Person Keelboat,Open
Ghana,GHA,3,1964,Boxing,Light-Welterweight,Men
Hungary,HUN,2,1964,Weightlifting,Bantamweight,Men
Hungary,HUN,1,1964,Fencing,"Épée, Team",Men
Hungary,HUN,1,1964,Wrestling,"Featherweight, Greco-Roman",Men
Hungary,HUN,3,1964,Artistic Gymnastics,Floor Exercise,Women
Hungary,HUN,1,1964,Fencing,"Foil, Individual",Women
Hungary,HUN,1,1964,Fencing,"Foil, Team",Women
Hungary,HUN,1,1964,Football,Football,Men
Hungary,HUN,2,1964,Athletics,Hammer Throw,Men
Hungary,HUN,1,1964,Wrestling,"Heavyweight, Greco-Roman",Men
Hungary,HUN,1,1964,Modern Pentathlon,Individual,Men
Hungary,HUN,2,1964,Athletics,Javelin Throw,Men
Hungary,HUN,2,1964,Athletics,Javelin Throw,Women
Hungary,HUN,2,1964,Canoe Sprint,"Kayak Singles, 1,000 metres",Men
Hungary,HUN,2,1964,Weightlifting,Light-Heavyweight,Men
Hungary,HUN,3,1964,Weightlifting,Light-Heavyweight,Men
Hungary,HUN,1,1964,Fencing,"Sabre, Individual",Men
Hungary,HUN,3,1964,Athletics,Shot Put,Men
Hungary,HUN,1,1964,Shooting,"Small-Bore Rifle, Prone, 50 metres",Men
Hungary,HUN,3,1964,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men
Hungary,HUN,3,1964,Modern Pentathlon,Team,Men
Hungary,HUN,2,1964,Artistic Gymnastics,Uneven Bars,Women
Hungary,HUN,1,1964,Water Polo,Water Polo,Men
India,IND,1,1964,Hockey,Hockey,Men
Iran,IRN,3,1964,Wrestling,"Flyweight, Freestyle",Men
Iran,IRN,3,1964,Wrestling,"Welterweight, Freestyle",Men
Ireland,IRL,3,1964,Boxing,Lightweight,Men
Italy,ITA,2,1964,Cycling Track,"1,000 metres Time Trial",Men
Italy,ITA,2,1964,Cycling Road,100 kilometres Team Time Trial,Men
Italy,ITA,3,1964,Athletics,400 metres Hurdles,Men
Italy,ITA,1,1964,Athletics,50 kilometres Walk,Men
Italy,ITA,2,1964,Rowing,Coxed Fours,Men
Italy,ITA,2,1964,Fencing,"Épée, Team",Men
Italy,ITA,1,1964,Artistic Gymnastics,Floor Exercise,Men
Italy,ITA,1,1964,Boxing,Flyweight,Men
Italy,ITA,3,1964,Fencing,"Foil, Individual",Women
Italy,ITA,3,1964,Boxing,Heavyweight,Men
Italy,ITA,1,1964,Equestrian Eventing,Individual,Open
Italy,ITA,2,1964,Cycling Track,"Individual Pursuit, 4,000 metres",Men
Italy,ITA,1,1964,Boxing,Light-Heavyweight,Men
Italy,ITA,3,1964,Boxing,Middleweight,Men
Italy,ITA,3,1964,Artistic Gymnastics,Parallel Bars,Men
Italy,ITA,2,1964,Diving,Platform,Men
Italy,ITA,2,1964,Artistic Gymnastics,Rings,Men
Italy,ITA,1,1964,Cycling Road,"Road Race, Individual",Men
Italy,ITA,2,1964,Fencing,"Sabre, Team",Men
Italy,ITA,1,1964,Cycling Track,Sprint,Men
Italy,ITA,2,1964,Cycling Track,Sprint,Men
Italy,ITA,1,1964,Cycling Track,"Tandem Sprint, 2,000 metres",Men
Italy,ITA,1,1964,Equestrian Eventing,Team,Open
Italy,ITA,3,1964,Equestrian Jumping,Team,Open
Italy,ITA,2,1964,Cycling Track,"Team Pursuit, 4,000 metres",Men
Italy,ITA,1,1964,Shooting,Trap,Men
Italy,ITA,3,1964,Boxing,Welterweight,Men
Japan,JPN,3,1964,Swimming,4 x 200 metres Freestyle Relay,Men
Japan,JPN,1,1964,Boxing,Bantamweight,Men
Japan,JPN,3,1964,Weightlifting,Bantamweight,Men
Japan,JPN,1,1964,Wrestling,"Bantamweight, Freestyle",Men
Japan,JPN,1,1964,Wrestling,"Bantamweight, Greco-Roman",Men
Japan,JPN,1,1964,Weightlifting,Featherweight,Men
Japan,JPN,1,1964,Wrestling,"Featherweight, Freestyle",Men
Japan,JPN,2,1964,Artistic Gymnastics,Floor Exercise,Men
Japan,JPN,1,1964,Wrestling,"Flyweight, Freestyle",Men
Japan,JPN,1,1964,Wrestling,"Flyweight, Greco-Roman",Men
Japan,JPN,3,1964,Shooting,"Free Pistol, 50 metres",Men
Japan,JPN,1,1964,Judo,Heavyweight,Men
Japan,JPN,1,1964,Artistic Gymnastics,Horse Vault,Men
Japan,JPN,1,1964,Artistic Gymnastics,Individual All-Around,Men
Japan,JPN,2,1964,Artistic Gymnastics,Individual All-Around,Men
Japan,JPN,1,1964,Judo,Lightweight,Men
Japan,JPN,3,1964,Wrestling,"Lightweight, Freestyle",Men
Japan,JPN,3,1964,Athletics,Marathon,Men
Japan,JPN,1,1964,Judo,Middleweight,Men
Japan,JPN,3,1964,Weightlifting,Middleweight,Men
Japan,JPN,2,1964,Judo,Open Class,Men
Japan,JPN,1,1964,Artistic Gymnastics,Parallel Bars,Men
Japan,JPN,2,1964,Artistic Gymnastics,Parallel Bars,Men
Japan,JPN,2,1964,Artistic Gymnastics,Pommelled Horse,Men
Japan,JPN,1,1964,Artistic Gymnastics,Rings,Men
Japan,JPN,1,1964,Artistic Gymnastics,Team All-Around,Men
Japan,JPN,3,1964,Artistic Gymnastics,Team All-Around,Women
Japan,JPN,3,1964,Volleyball,Volleyball,Men
Japan,JPN,1,1964,Volleyball,Volleyball,Women
Kenya,KEN,3,1964,Athletics,800 metres,Men
South Korea,KOR,2,1964,Boxing,Bantamweight,Men
South Korea,KOR,2,1964,Wrestling,"Flyweight, Freestyle",Men
South Korea,KOR,3,1964,Judo,Middleweight,Men
Mexico,MEX,3,1964,Boxing,Bantamweight,Men
Netherlands,NLD,1,1964,Cycling Road,100 kilometres Team Time Trial,Men
Netherlands,NLD,2,1964,Swimming,100 metres Butterfly,Women
Netherlands,NLD,3,1964,Swimming,4 x 100 metres Freestyle Relay,Women
Netherlands,NLD,2,1964,Swimming,4 x 100 metres Medley Relay,Women
Netherlands,NLD,3,1964,Rowing,Coxed Fours,Men
Netherlands,NLD,3,1964,Rowing,Coxed Pairs,Men
Netherlands,NLD,2,1964,Rowing,Coxless Pairs,Men
Netherlands,NLD,2,1964,Canoe Sprint,"Kayak Doubles, 1,000 metres",Men
Netherlands,NLD,1,1964,Judo,Open Class,Men
Netherlands,NLD,3,1964,Cycling Track,"Team Pursuit, 4,000 metres",Men
Nigeria,NGA,3,1964,Boxing,Light-Middleweight,Men
New Zealand,NZL,1,1964,Athletics,"1,500 metres",Men
New Zealand,NZL,3,1964,Athletics,"1,500 metres",Men
New Zealand,NZL,1,1964,Athletics,800 metres,Men
New Zealand,NZL,3,1964,Athletics,800 metres,Women
New Zealand,NZL,1,1964,Sailing,Two Person Heavyweight Dinghy,Open
Pakistan,PAK,2,1964,Hockey,Hockey,Men
Philippines,PHL,2,1964,Boxing,Featherweight,Men
Poland,POL,3,1964,Athletics,100 metres,Women
Poland,POL,2,1964,Athletics,200 metres,Women
Poland,POL,2,1964,Athletics,4 x 100 metres Relay,Men
Poland,POL,1,1964,Athletics,4 x 100 metres Relay,Women
Poland,POL,3,1964,Athletics,400 metres,Men
Poland,POL,2,1964,Athletics,80 metres Hurdles,Women
Poland,POL,3,1964,Weightlifting,Featherweight,Men
Poland,POL,2,1964,Boxing,Flyweight,Men
Poland,POL,1,1964,Fencing,"Foil, Individual",Men
Poland,POL,2,1964,Fencing,"Foil, Team",Men
Poland,POL,3,1964,Boxing,Light-Heavyweight,Men
Poland,POL,3,1964,Boxing,Light-Middleweight,Men
Poland,POL,1,1964,Boxing,Lightweight,Men
Poland,POL,1,1964,Weightlifting,Lightweight,Men
Poland,POL,3,1964,Weightlifting,Lightweight,Men
Poland,POL,1,1964,Boxing,Light-Welterweight,Men
Poland,POL,2,1964,Athletics,Long Jump,Women
Poland,POL,3,1964,Weightlifting,Middle-Heavyweight,Men
Poland,POL,3,1964,Boxing,Middleweight,Men
Poland,POL,3,1964,Fencing,"Sabre, Team",Men
Poland,POL,1,1964,Athletics,Triple Jump,Men
Poland,POL,3,1964,Volleyball,Volleyball,Women
Poland,POL,1,1964,Boxing,Welterweight,Men
Romania,ROU,3,1964,Wrestling,"Bantamweight, Greco-Roman",Men
Romania,ROU,2,1964,Canoe Sprint,"Canadian Singles, 1,000 metres",Men
Romania,ROU,3,1964,Athletics,Discus Throw,Women
Romania,ROU,3,1964,Wrestling,"Flyweight, Greco-Roman",Men
Romania,ROU,1,1964,Athletics,High Jump,Women
Romania,ROU,1,1964,Athletics,Javelin Throw,Women
Romania,ROU,3,1964,Canoe Sprint,"Kayak Doubles, 500 metres",Women
Romania,ROU,3,1964,Canoe Sprint,"Kayak Fours, 1,000 metres",Men
Romania,ROU,3,1964,Canoe Sprint,"Kayak Singles, 1,000 metres",Men
Romania,ROU,2,1964,Canoe Sprint,"Kayak Singles, 500 metres",Women
Romania,ROU,2,1964,Wrestling,"Lightweight, Greco-Roman",Men
Romania,ROU,2,1964,Shooting,"Rapid-Fire Pistol, 25 metres",Men
Switzerland,CHE,1,1964,Equestrian Dressage,Individual,Open
Switzerland,CHE,2,1964,Judo,Lightweight,Men
Switzerland,CHE,3,1964,Rowing,Single Sculls,Men
Switzerland,CHE,2,1964,Equestrian Dressage,Team,Open
Sweden,SWE,3,1964,Cycling Road,100 kilometres Team Time Trial,Men
Sweden,SWE,2,1964,Sailing,5.5 metres,Open
Sweden,SWE,3,1964,Athletics,50 kilometres Walk,Men
Sweden,SWE,1,1964,Canoe Sprint,"Kayak Doubles, 1,000 metres",Men
Sweden,SWE,1,1964,Canoe Sprint,"Kayak Singles, 1,000 metres",Men
Sweden,SWE,2,1964,Wrestling,"Light-Heavyweight, Greco-Roman",Men
Sweden,SWE,3,1964,Sailing,Two Person Keelboat,Open
Sweden,SWE,3,1964,Wrestling,"Welterweight, Greco-Roman",Men
Czech Republic,CZE,2,1964,Athletics,"1,500 metres",Men
Czech Republic,CZE,1,1964,Artistic Gymnastics,Balance Beam,Women
Czech Republic,CZE,2,1964,Athletics,Discus Throw,Men
Czech Republic,CZE,3,1964,Rowing,Double Sculls,Men
Czech Republic,CZE,3,1964,Rowing,Eights,Men
Czech Republic,CZE,2,1964,Football,Football,Men
Czech Republic,CZE,1,1964,Artistic Gymnastics,Horse Vault,Women
Czech Republic,CZE,1,1964,Artistic Gymnastics,Individual All-Around,Women
Czech Republic,CZE,1,1964,Cycling Track,"Individual Pursuit, 4,000 metres",Men
Czech Republic,CZE,1,1964,Weightlifting,Middleweight,Men
Czech Republic,CZE,2,1964,Wrestling,"Middleweight, Greco-Roman",Men
Czech Republic,CZE,3,1964,Shooting,"Rapid-Fire Pistol, 25 metres",Men
Czech Republic,CZE,2,1964,Artistic Gymnastics,Team All-Around,Women
Czech Republic,CZE,2,1964,Volleyball,Volleyball,Men
Trinidad and Tobago,TTO,3,1964,Athletics,200 metres,Men
Trinidad and Tobago,TTO,3,1964,Athletics,4 x 400 metres Relay,Men
Trinidad and Tobago,TTO,2,1964,Athletics,400 metres,Men
Tunisia,TUN,2,1964,Athletics,"10,000 metres",Men
Tunisia,TUN,3,1964,Boxing,Light-Welterweight,Men
Turkey,TUR,2,1964,Wrestling,"Bantamweight, Freestyle",Men
Turkey,TUR,3,1964,Wrestling,"Heavyweight, Freestyle",Men
Turkey,TUR,2,1964,Wrestling,"Light-Heavyweight, Freestyle",Men
Turkey,TUR,1,1964,Wrestling,"Lightweight, Greco-Roman",Men
Turkey,TUR,2,1964,Wrestling,"Middleweight, Freestyle",Men
Turkey,TUR,1,1964,Wrestling,"Welterweight, Freestyle",Men
Russia,RUS,3,1964,Athletics,110 metres Hurdles,Men
Russia,RUS,3,1964,Athletics,20 kilometres Walk,Men
Russia,RUS,2,1964,Swimming,200 metres Breaststroke,Men
Russia,RUS,1,1964,Swimming,200 metres Breaststroke,Women
Russia,RUS,3,1964,Swimming,200 metres Breaststroke,Women
Russia,RUS,3,1964,Athletics,"3,000 metres Steeplechase",Men
Russia,RUS,3,1964,Swimming,4 x 100 metres Medley Relay,Women
Russia,RUS,2,1964,Artistic Gymnastics,Balance Beam,Women
Russia,RUS,3,1964,Artistic Gymnastics,Balance Beam,Women
Russia,RUS,1,1964,Weightlifting,Bantamweight,Men
Russia,RUS,3,1964,Wrestling,"Bantamweight, Freestyle",Men
Russia,RUS,2,1964,Wrestling,"Bantamweight, Greco-Roman",Men
Russia,RUS,2,1964,Basketball,Basketball,Men
Russia,RUS,1,1964,Canoe Sprint,"Canadian Doubles, 1,000 metres",Men
Russia,RUS,3,1964,Canoe Sprint,"Canadian Singles, 1,000 metres",Men
Russia,RUS,2,1964,Athletics,Decathlon,Men
Russia,RUS,1,1964,Athletics,Discus Throw,Women
Russia,RUS,1,1964,Rowing,Double Sculls,Men
Russia,RUS,1,1964,Fencing,"Épée, Individual",Men
Russia,RUS,3,1964,Fencing,"Épée, Individual",Men
Russia,RUS,1,1964,Boxing,Featherweight,Men
Russia,RUS,3,1964,Wrestling,"Featherweight, Freestyle",Men
Russia,RUS,2,1964,Wrestling,"Featherweight, Greco-Roman",Men
Russia,RUS,2,1964,Artistic Gymnastics,Floor Exercise,Men
Russia,RUS,1,1964,Artistic Gymnastics,Floor Exercise,Women
Russia,RUS,2,1964,Artistic Gymnastics,Floor Exercise,Women
Russia,RUS,3,1964,Boxing,Flyweight,Men
Russia,RUS,1,1964,Fencing,"Foil, Team",Men
Russia,RUS,2,1964,Fencing,"Foil, Team",Women
Russia,RUS,2,1964,Shooting,"Free Rifle, Three Positions, 300 metres",Men
Russia,RUS,1,1964,Athletics,Hammer Throw,Men
Russia,RUS,3,1964,Boxing,Heavyweight,Men
Russia,RUS,3,1964,Judo,Heavyweight,Men
Russia,RUS,3,1964,Judo,Heavyweight,Men
Russia,RUS,1,1964,Weightlifting,Heavyweight,Men
Russia,RUS,2,1964,Weightlifting,Heavyweight,Men
Russia,RUS,1,1964,Wrestling,"Heavyweight, Freestyle",Men
Russia,RUS,2,1964,Wrestling,"Heavyweight, Greco-Roman",Men
Russia,RUS,1,1964,Athletics,High Jump,Men
Russia,RUS,3,1964,Athletics,High Jump,Women
Russia,RUS,1,1964,Artistic Gymnastics,Horizontal Bar,Men
Russia,RUS,2,1964,Artistic Gymnastics,Horizontal Bar,Men
Russia,RUS,2,1964,Artistic Gymnastics,Horse Vault,Men
Russia,RUS,2,1964,Artistic Gymnastics,Horse Vault,Women
Russia,RUS,3,1964,Equestrian Dressage,Individual,Open
Russia,RUS,2,1964,Modern Pentathlon,Individual,Men
Russia,RUS,3,1964,Modern Pentathlon,Individual,Men
Russia,RUS,2,1964,Artistic Gymnastics,Individual All-Around,Men
Russia,RUS,2,1964,Artistic Gymnastics,Individual All-Around,Men
Russia,RUS,2,1964,Artistic Gymnastics,Individual All-Around,Women
Russia,RUS,3,1964,Artistic Gymnastics,Individual All-Around,Women
Russia,RUS,3,1964,Athletics,Javelin Throw,Men
Russia,RUS,3,1964,Athletics,Javelin Throw,Women
Russia,RUS,1,1964,Canoe Sprint,"Kayak Fours, 1,000 metres",Men
Russia,RUS,1,1964,Canoe Sprint,"Kayak Singles, 500 metres",Women
Russia,RUS,2,1964,Boxing,Light-Heavyweight,Men
Russia,RUS,1,1964,Weightlifting,Light-Heavyweight,Men
Russia,RUS,1,1964,Wrestling,"Light-Heavyweight, Freestyle",Men
Russia,RUS,1,1964,Boxing,Light-Middleweight,Men
Russia,RUS,2,1964,Boxing,Lightweight,Men
Russia,RUS,3,1964,Judo,Lightweight,Men
Russia,RUS,3,1964,Judo,Lightweight,Men
Russia,RUS,2,1964,Weightlifting,Lightweight,Men
Russia,RUS,3,1964,Wrestling,"Lightweight, Greco-Roman",Men
Russia,RUS,2,1964,Boxing,Light-Welterweight,Men
Russia,RUS,3,1964,Athletics,Long Jump,Men
Russia,RUS,3,1964,Athletics,Long Jump,Women
Russia,RUS,1,1964,Weightlifting,Middle-Heavyweight,Men
Russia,RUS,1,1964,Boxing,Middleweight,Men
Russia,RUS,2,1964,Weightlifting,Middleweight,Men
Russia,RUS,1,1964,Athletics,Pentathlon,Women
Russia,RUS,3,1964,Athletics,Pentathlon,Women
Russia,RUS,3,1964,Diving,Platform,Women
Russia,RUS,3,1964,Artistic Gymnastics,Pommelled Horse,Men
Russia,RUS,3,1964,Artistic Gymnastics,Rings,Men
Russia,RUS,3,1964,Fencing,"Sabre, Individual",Men
Russia,RUS,1,1964,Fencing,"Sabre, Team",Men
Russia,RUS,1,1964,Athletics,Shot Put,Women
Russia,RUS,3,1964,Athletics,Shot Put,Women
Russia,RUS,1,1964,Rowing,Single Sculls,Men
Russia,RUS,2,1964,Cycling Track,"Tandem Sprint, 2,000 metres",Men
Russia,RUS,3,1964,Equestrian Dressage,Team,Open
Russia,RUS,1,1964,Modern Pentathlon,Team,Men
Russia,RUS,2,1964,Artistic Gymnastics,Team All-Around,Men
Russia,RUS,1,1964,Artistic Gymnastics,Team All-Around,Women
Russia,RUS,2,1964,Shooting,Trap,Men
Russia,RUS,2,1964,Athletics,Triple Jump,Men
Russia,RUS,3,1964,Athletics,Triple Jump,Men
Russia,RUS,1,1964,Artistic Gymnastics,Uneven Bars,Women
Russia,RUS,3,1964,Artistic Gymnastics,Uneven Bars,Women
Russia,RUS,1,1964,Volleyball,Volleyball,Men
Russia,RUS,2,1964,Volleyball,Volleyball,Women
Russia,RUS,3,1964,Water Polo,Water Polo,Men
Russia,RUS,2,1964,Boxing,Welterweight,Men
Russia,RUS,2,1964,Wrestling,"Welterweight, Freestyle",Men
Russia,RUS,1,1964,Wrestling,"Welterweight, Greco-Roman",Men
Uruguay,URY,3,1964,Boxing,Bantamweight,Men
United States,USA,2,1964,Swimming,"1,500 metres Freestyle",Men
United States,USA,1,1964,Athletics,"10,000 metres",Men
United States,USA,1,1964,Athletics,100 metres,Men
United States,USA,1,1964,Athletics,100 metres,Women
United States,USA,2,1964,Athletics,100 metres,Women
United States,USA,1,1964,Swimming,100 metres Backstroke,Women
United States,USA,3,1964,Swimming,100 metres Backstroke,Women
United States,USA,1,1964,Swimming,100 metres Butterfly,Women
United States,USA,3,1964,Swimming,100 metres Butterfly,Women
United States,USA,1,1964,Swimming,100 metres Freestyle,Men
United States,USA,2,1964,Swimming,100 metres Freestyle,Women
United States,USA,3,1964,Swimming,100 metres Freestyle,Women
United States,USA,1,1964,Athletics,110 metres Hurdles,Men
United States,USA,2,1964,Athletics,110 metres Hurdles,Men
United States,USA,1,1964,Athletics,200 metres,Men
United States,USA,2,1964,Athletics,200 metres,Men
United States,USA,1,1964,Athletics,200 metres,Women
United States,USA,1,1964,Swimming,200 metres Backstroke,Men
United States,USA,2,1964,Swimming,200 metres Backstroke,Men
United States,USA,3,1964,Swimming,200 metres Backstroke,Men
United States,USA,3,1964,Swimming,200 metres Breaststroke,Men
United States,USA,2,1964,Swimming,200 metres Breaststroke,Women
United States,USA,2,1964,Swimming,200 metres Butterfly,Men
United States,USA,3,1964,Swimming,200 metres Butterfly,Men
