,Country,Gold,Silver,Bronze,Total,Year,Life Expectancy at Birth,Population,GDP (Billions),Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020
729,Mexico,1,3,4,8,2012,75.0,116935670.0,1269.0,North,West,13085.252,0.0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.988130000002,6810.8918650000005,11838.94405,5845.682904,4215.212132,13085.252
730,Slovenia,1,1,2,4,2012,80.2,2056262.0,54.17,North,East,6879.710698999999,6464.243825,208.66488080000002,4908.681415999999,1414.692547,7285.447633,6154.033587,737.3979486000001,5456.411672,9287.480529999999,767.6279331000001,5580.099681000001,866.7208941,5700.065109,6879.710698999999
735,South Africa,4,1,1,6,2012,60.1,52409724.0,351.0,South,East,7407.288549,7598.50293,5156.713371,7484.112658,5604.115564,8983.854273,6899.2943829999995,4824.0368579999995,7376.785793999999,6745.838470000001,4355.817524,6575.494888,5517.8996799999995,3896.346639,7407.288549
738,Switzerland,2,2,0,4,2012,82.8,7996861.0,731.0,North,East,7266.357867000001,6107.655201,258.5672781,4524.212450999999,1752.428395,6907.624089,6540.694834000001,453.42408889999996,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867000001
739,Greece,0,0,2,2,2012,80.7,11045010.0,205.0,North,East,6345.328465,6810.8918650000005,975.5308696000001,5434.583731000001,1447.5926359999999,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0.0,5065.428159,1597.4372369999999,5536.760728,6345.328465
743,Denmark,2,4,3,9,2012,80.1,5587085.0,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967
744,Argentina,1,1,2,4,2012,78.30454545454546,41733271.0,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152
749,Finland,0,2,1,3,2012,80.7,5413967.0,269.0,North,East,6482.014653,7342.902147,1107.2607699999999,5585.00046,746.7650967000001,8027.166633,5760.047999,1798.184727,6245.868187,9463.102949,1559.687466,5176.841428,1497.6725609999999,6834.621887,6482.014653
751,Estonia,0,1,1,2,2012,76.5,1322696.0,31.47,North,East,6494.667894,7290.647701999999,1039.512225,5544.152061,749.304823,7983.700543000001,5771.79885,1731.2987100000003,6198.6519880000005,9441.214208,1494.198241,5188.569733,1444.9771460000002,6764.4582040000005,6494.667894
753,Australia,8,15,12,35,2012,82.1,22733465.0,1397.0,South,East,4913.860856,14055.774080000001,9451.196419,13465.23217,8731.68456,15352.68274,5148.457275,9600.139656,13601.026119999999,149.5349657,8495.174416,5456.561157,10092.5908,10526.41725,4913.860856
755,France,11,11,13,35,2012,82.1,65402998.0,2716.0,North,East,7556.722473000001,5888.888745,512.7500361000001,4251.2845259999995,1978.1957579999998,6651.180372999999,6830.559026999999,490.59273449999995,4836.118307,9924.52168,1383.900092,6254.959901,232.4547227,5514.953898,7556.722473000001
761,Cyprus,0,1,0,1,2012,78.30454545454546,863945.0,24.95,North,East,5809.577843,7309.116542,1486.434561,5984.7495850000005,1421.8827390000001,8271.671294,5093.733042,1751.5892989999998,6423.8194060000005,8008.055270000001,561.2563154000001,4539.466353,2136.475573,5782.002294,5809.577843
762,Turkey,1,1,1,3,2012,74.6,75175836.0,761.0,North,East,5854.362249,7323.680995999999,1288.161151,5916.970404,1126.75407,8241.393981000001,5132.585459000001,1662.950453,6396.995306,8225.602013,514.4316727,4567.836208,1956.5563379999999,5972.752883,5854.362249
766,Croatia,3,1,2,6,2012,78.30454545454546,4269063.0,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556
768,Czech Republic,4,3,4,11,2012,78.2,10509286.0,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005
769,Colombia,1,3,5,9,2012,74.8,46581823.0,323.0,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.4927769999995,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.316920000001,5179.650627,2523.667877,11864.03068
771,Bulgaria,0,2,1,3,2012,78.30454545454546,7305888.0,68.56,North,East,6375.306752,6867.5827420000005,746.1045184,5396.946733,1183.851472,7744.343588,5651.319682,1150.565063,5905.006345000001,8751.145986,336.32973010000006,5081.741124,1410.485748,5785.377927,6375.306752
772,Brazil,3,5,9,17,2012,74.2,198314934.0,1878.0,South,West,10813.30687,3693.9012450000005,5448.606277000001,4476.475125999999,6740.5027709999995,5154.81836,10177.049309999999,4770.980821,3947.154167,10926.30828,5332.087331000001,9713.367679,5290.5626600000005,566.3305178999999,10813.30687
774,Canada,2,5,11,18,2012,81.5,34714222.0,1742.0,North,West,11761.45096,2215.2769989999997,4754.326022,17.85869536,6197.178624,2462.817034,11038.504659999999,4244.864847999999,933.6493083999999,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
777,Belgium,0,1,2,3,2012,80.5,11067748.0,533.0,North,East,7465.484676000001,6040.287639,434.360945,4369.683402000001,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.87647180000005,5688.273316,7465.484676000001
779,Hungary,8,3,4,15,2016,76.2,9814026.0,164.0,North,East,6633.310595,6735.868911,412.0573183,5167.728171,1146.897866,7551.497706,5907.045601,1007.5541900000001,5724.574890999999,9134.012281,711.9441677,5331.207495000001,1080.0104019999999,5916.371169,6633.310595
781,Spain,7,4,6,17,2016,83.4,46449874.0,1393.0,North,West,7819.620505,5420.702243,984.7989516000001,3954.379329,2462.2224969999997,6282.117102,7098.169379999999,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
783,France,10,18,14,42,2016,82.7,66685530.0,2716.0,North,East,7556.722473000001,5888.888745,512.7500361000001,4251.2845259999995,1978.1957579999998,6651.180372999999,6830.559026999999,490.59273449999995,4836.118307,9924.52168,1383.900092,6254.959901,232.4547227,5514.953898,7556.722473000001
784,Greece,3,1,2,6,2016,81.5,10775971.0,205.0,North,East,6345.328465,6810.8918650000005,975.5308696000001,5434.583731000001,1447.5926359999999,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0.0,5065.428159,1597.4372369999999,5536.760728,6345.328465
785,Switzerland,3,2,2,7,2016,83.7,8373334.0,731.0,North,East,7266.357867000001,6107.655201,258.5672781,4524.212450999999,1752.428395,6907.624089,6540.694834000001,453.42408889999996,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867000001
786,Germany,17,10,15,42,2016,81.1,82348669.0,3861.0,North,East,6996.0687849999995,6545.682422999999,301.17456519999996,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867000001,6034.938596,6996.0687849999995
788,India,0,1,1,2,2016,68.9,1324171354.0,2870.0,North,East,3450.654954,9642.938962,3830.1835979999996,8420.785316,2865.1176,10674.39927,2765.282337,4190.2541009999995,8826.80147,5899.440122999999,2998.497325,2268.4190350000003,4502.711561,7460.785766,3450.654954
790,Sweden,2,6,3,11,2016,82.4,9923085.0,531.0,North,East,6835.886355,6965.4458939999995,840.4798442,5197.250774,1086.1429460000002,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
792,Indonesia,1,2,0,3,2016,71.1,258705000.0,1119.0,South,East,3406.2489689999998,11355.183490000001,6387.855745000001,10554.00055,5678.433253,12574.16717,3189.364766,6566.579415,10773.739459999999,3108.0826399999996,5439.401129999999,3194.294807,7035.269184999999,8248.577302,3406.2489689999998
794,Finland,0,0,1,1,2016,81.5,5495297.0,269.0,North,East,6482.014653,7342.902147,1107.2607699999999,5585.00046,746.7650967000001,8027.166633,5760.047999,1798.184727,6245.868187,9463.102949,1559.687466,5176.841428,1497.6725609999999,6834.621887,6482.014653
797,Mexico,0,3,2,5,2016,74.8,122715165.0,1269.0,North,West,13085.252,0.0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.988130000002,6810.8918650000005,11838.94405,5845.682904,4215.212132,13085.252
799,Slovenia,1,2,1,4,2016,81.3,2064241.0,54.17,North,East,6879.710698999999,6464.243825,208.66488080000002,4908.681415999999,1414.692547,7285.447633,6154.033587,737.3979486000001,5456.411672,9287.480529999999,767.6279331000001,5580.099681000001,866.7208941,5700.065109,6879.710698999999
804,Denmark,2,6,7,15,2016,80.9,5724456.0,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967
806,Czech Republic,1,2,7,10,2016,79.1,10565284.0,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005
809,Turkey,1,3,4,8,2016,78.0,79277971.0,761.0,North,East,5854.362249,7323.680995999999,1288.161151,5916.970404,1126.75407,8241.393981000001,5132.585459000001,1662.950453,6396.995306,8225.602013,514.4316727,4567.836208,1956.5563379999999,5972.752883,5854.362249
812,Croatia,5,3,2,10,2016,79.21363636363637,4174349.0,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556
813,Lithuania,0,1,3,4,2016,74.8,2868234.0,54.64,North,East,6381.32622,7207.311548999999,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874000001,1543.745159,6150.070693,9188.192856,1163.0421119999999,5073.410437,1393.769299,6509.395014,6381.32622
814,Colombia,3,2,3,8,2016,75.8,48747708.0,323.0,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.4927769999995,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.316920000001,5179.650627,2523.667877,11864.03068
815,South Africa,2,6,2,10,2016,63.2,55946872.0,351.0,South,East,7407.288549,7598.50293,5156.713371,7484.112658,5604.115564,8983.854273,6899.2943829999995,4824.0368579999995,7376.785793999999,6745.838470000001,4355.817524,6575.494888,5517.8996799999995,3896.346639,7407.288549
820,Ireland,0,2,0,2,2016,81.7,4739597.0,399.0,North,West,8052.048537000001,5591.3584630000005,1029.328577,3827.483511,2380.1236949999998,6261.276638,7325.311381999999,933.5597391000001,4477.958742,10484.38373,1943.4083030000002,6746.474883,356.68401439999997,5627.79411,8052.048537000001
821,Norway,0,0,4,4,2016,82.5,5236152.0,406.0,North,East,7244.041584999999,6597.650799,789.7038605,4795.701101,1495.737142,7243.423025,6519.505523,1332.1008980000001,5475.721879,10030.82783,1674.107286,5936.572968,804.9982622,6398.772343,7244.041584999999
824,Australia,8,11,10,29,2016,82.5,24190907.0,1397.0,South,East,4913.860856,14055.774080000001,9451.196419,13465.23217,8731.68456,15352.68274,5148.457275,9600.139656,13601.026119999999,149.5349657,8495.174416,5456.561157,10092.5908,10526.41725,4913.860856
825,Netherlands,8,7,4,19,2016,81.6,17030314.0,907.0,North,East,7464.868875,6100.454387,476.857991,4398.587044,1805.1512579999999,6820.142453,6738.124602,759.0711687,5020.216004,9971.222179999999,1445.327934,6159.095349,257.7032749,5802.288098,7464.868875
830,Argentina,3,1,0,4,2016,79.21363636363637,43590368.0,446.0,South,West,11979.01152,4384.369678,7015.770065000001,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431000001,11533.28485,6837.5604299999995,10951.963179999999,6877.436486,1303.080956,11979.01152
832,Poland,2,3,6,11,2016,78.0,38426809.0,596.0,North,East,6576.973454999999,6939.959522,583.3806667,5292.530215999999,921.6337616000001,7704.178945000001,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.5573630000001,6251.798635,6576.973454999999
833,Brazil,7,6,6,19,2016,75.3,205156587.0,1878.0,South,West,10813.30687,3693.9012450000005,5448.606277000001,4476.475125999999,6740.5027709999995,5154.81836,10177.049309999999,4770.980821,3947.154167,10926.30828,5332.087331000001,9713.367679,5290.5626600000005,566.3305178999999,10813.30687
837,Portugal,0,0,1,1,2016,81.2,10325452.0,240.0,North,West,8123.950193000001,5089.808385,1313.294218,3661.9932350000004,2795.165071,5966.667892,7404.1561409999995,648.5692576,4123.443749,10074.42094,1778.72057,6841.824291,1020.472164,4622.586205,8123.950193000001
838,Bulgaria,0,1,2,3,2016,79.21363636363637,7127822.0,68.56,North,East,6375.306752,6867.5827420000005,746.1045184,5396.946733,1183.851472,7744.343588,5651.319682,1150.565063,5905.006345000001,8751.145986,336.32973010000006,5081.741124,1410.485748,5785.377927,6375.306752
845,Israel,0,0,2,2,2016,82.5,8546009.0,395.0,North,West,9545.281423999999,3599.434447,2789.4841969999998,2405.821572,4281.513384000001,4542.3145159999995,8831.816724,2141.753037,2694.912581,11133.556990000001,3222.927642,8278.673099,2345.355354,3794.4499520000004,9545.281423999999
846,Estonia,0,0,1,1,2016,77.8,1315790.0,31.47,North,East,6494.667894,7290.647701999999,1039.512225,5544.152061,749.304823,7983.700543000001,5771.79885,1731.2987100000003,6198.6519880000005,9441.214208,1494.198241,5188.569733,1444.9771460000002,6764.4582040000005,6494.667894
847,Italy,8,12,8,28,2016,83.3,60627494.0,2005.0,North,East,6965.601489,6274.19585,457.0470028,4804.9314030000005,1671.3395990000001,7145.651673,6242.692758,552.6489257999999,5306.023586,9198.202937,668.2934621,5675.147349,955.5483159,5380.124554,6965.601489
849,Canada,4,3,15,22,2016,82.0,36109487.0,1742.0,North,West,11761.45096,2215.2769989999997,4754.326022,17.85869536,6197.178624,2462.817034,11038.504659999999,4244.864847999999,933.6493083999999,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
852,Belgium,2,2,2,6,2016,81.5,11295003.0,533.0,North,East,7465.484676000001,6040.287639,434.360945,4369.683402000001,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.87647180000005,5688.273316,7465.484676000001
854,Austria,0,0,1,1,2016,81.7,8739806.0,445.0,North,East,6793.721355,6605.111663000001,253.3477585,5014.993429,1259.691378,7405.4282840000005,6067.3108600000005,896.7318071000001,5582.07332,9291.326525,827.7513878,5490.842169,916.0407101,5876.695629999999,6793.721355
857,Romania,1,1,2,4,2016,79.21363636363637,19706529.0,250.0,North,East,6228.097396,7051.390931999999,836.5549451,5551.8307350000005,986.0993251,7912.450468000001,5502.835655,1321.603461,6076.26716,8702.45026,483.59206449999994,4930.228611,1509.274895,5982.617879,6228.097396
860,New Zealand,4,9,5,18,2016,81.7,4693200.0,209.0,South,East,5633.175948,15503.5678,10817.74758,14901.591980000001,10022.90373,16800.398240000002,6014.854576,10995.367040000001,15046.355969999999,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
